DamaDuende,Google Trad,Esprit Folet,Modernisé,,,
"MANUEL |Trae luz, Cosme, que ya tengo| | a quien es.","MANUEL |Apporte la lumière, Cosme, je l'ai déjà| | à qui.","Carrille|Et puis s’est eschapé. Voyez donc si je crains,|Que c’est avec raison Ah ! Monsieur, je vous prie| Ne vous en mocquez point. [p. 79]","Carrille | Et puis s’est eschapé. Voyez donc si je crains, | Que c’est avec raison Ah ! Monsieur, je vous prie |  Ne vous en mocquez point. [p. 79]",,,
COSME |Pues|no le sueltes.,COSME |Eh bien|ne le laisse pas partir.,"Florestan|Ne vous en mocquez point. C’est une raillerie,|De croire que jamais on me puisse charmer*.","Florestan | Ne vous en mocquez point. C’est une raillerie, | De croire que jamais on me puisse charmer*.",,,
MANUEL | No haré,,MANUEL | Je ne vais pas, allez-y vite.,Carrille |  Mais qu’en croyez-vous donc ?,,
COSME | Tenle bien. |(Vase.),COSME | Tenle bien. |(Vase.),"Florestan|Mais qu’en croyez-vous donc ? Il est à presumer,|Que dis-je à presumer ? sans doute qu’il doit estre|Que c’est celle qui craint de se faire cognoistre,|Et qu’un de ses valets m’apportant ses escrits,|Estoit entré ceans, et se trouvant surpris,|T’ a tué ta chandelle, et traicté de la sorte,| Et s’est enfuy apres.","Florestan | Mais qu’en croyez-vous donc ? Il est à presumer, | Que dis-je à presumer ? sans doute qu’il doit estre | Que c’est celle qui craint de se faire cognoistre, | Et qu’un de ses valets m’apportant ses escrits, | Estoit entré ceans, et se trouvant surpris, | T’ a tué ta chandelle, et traicté de la sorte, |  Et s’est enfuy apres.",,,
"ISABEL |(Del azafate |asió; en sus manos le dejo.|Hallé la alacena. ¡Adiós!).| |(Vase, y él tiene|el azafate.)",ISABEL |(Il a saisi le placard , je l'ai laissé entre ses mains.|J'ai trouvé le placard. Au revoir !).| |(Il part et il prend|le placard.),Carrille| Et s’est enfuy apres. Par où ?,,,
"MANUEL |Quienquiera que es se esté quedo|hasta que traigan la luz,|porque, si no, ¡vive el cielo,|que le dé de puñaladas!|Pero sólo abrazo el viento|y topo sólo una cosa|de ropa y de poco peso.|¿Qué será? ¡Válgame Dios,|que en más confusión me ha puesto!| | (Sale COSME con luz.)","MANUEL |Qui que ce soit reste|jusqu'à ce qu'ils apportent la lumière,|car sinon le ciel vit,|qu'il le poignarde !|Mais j'embrasse seulement le vent|et je ne trouve qu'une chose|de vêtements et de peu de poids. |Qu'est-ce que ce sera ? Que Dieu m'aide, il m'a mis encore plus dans la confusion !| | (COSME sort avec la lumière.)",Florestan|Et s’est enfuy apres. Par où ? Par cette porte.,Florestan | Et s’est enfuy apres. Par où ? Par cette porte.,,,
"COSME |Téngase el duende a la luz.|Pues ¿qué es de él? ¿No estaba preso?|¿Qué se hizo? ¿Dónde está?| |¿Qué es esto, señor?","COSME |Que l'elfe soit dans la lumière.|Eh bien, que devient-il ? N'était-il pas en prison ?|Qu'a-t-on fait ? Où est-il ?| | Qu'est-ce que c'est, monsieur ?","Carrille|Vous me feriez mourir, bien mocquez-vous de moy,|Je l’ay veu, je vous jure, ainsi que je vous voy.","Carrille | Vous me feriez mourir, bien mocquez-vous de moy, | Je l’ay veu, je vous jure, ainsi que je vous voy.",,,
MANUELNo|acierto |a responder. Esta ropa|me ha dejado y se fue huyendo.|,MANUELI n'a pas raison de répondre. Ces vêtements m'ont abandonné et se sont enfuis.|,Florestan| [p. 80]| Dy donc comme il est fait ?,Florestan |  [p. 80] |  Dy donc comme il est fait ?,,,
COSME |¿Y qué dices deste lance?|Aun bien que agora tú mesmo|dijiste que le tenías|y se te fue por el viento.|,COSME |Et que dites-vous de cette situation ?|Même si tout à l'heure vous-même|disiez que vous l'aviez|et que c'est parti au vent.|,"Carrille|Dy donc comme il est fait ? Ah ! de crainte j’en tremble,|Laissez-moy respirer ; il est fait ce me semble|Comme un coq-d’Indenoir ; mais trente fois plus grand.","Carrille | Dy donc comme il est fait ? Ah ! de crainte j’en tremble, | Laissez-moy respirer ; il est fait ce me semble | Comme un coq-d’Indenoir ; mais trente fois plus grand.",,,
"MANUEL |Diré que aquesta persona,|que con arte y con ingenio|entra y sale aquí, esta noche|estaba encerrada dentro;|que para poder salir|te mató la luz y luego|me dejó a mí el azafate|y se me ha escapado huyendo.|","MANUEL |Je dirai que cette personne,|qui avec art et ingéniosité|entre et sort ici, ce soir|était enfermée à l'intérieur;|que pour sortir|la lumière t'a tué et ensuite|il m'a laissé l'hôtesse|et Je me suis échappé en fuyant.|","Florestan|Voyez comme la peur saisit cét ignorant.| Tien, pren.|  (Luy donnant le panier.)","Florestan | Voyez comme la peur saisit cét ignorant. |  Tien, pren. |   (Luy donnant le panier.)",,,
COSME | ¿Por dónde?,COSME | Par où?,"Carrille|Tien, pren. Moy manier des choses infernales ?","Carrille | Tien, pren. Moy manier des choses infernales ?",,,
MANUELPor|esa puerta.,MANUELPrès de cette porte.,"Florestan| Pren, te dis-je, pendart.","Florestan |  Pren, te dis-je, pendart.",,,
"COSME |Harasme que pierda el seso.|¡Vive Dios!, que yo le vi|a los últimos reflejos|que la pavesa dejó|de la luz que me había muerto.|",COSME |Tu vas me faire perdre la tête.|Vive Dieu!Je l'ai vu|dans les dernières réflexions|que l'étincelle a laissé|de la lumière qui était morte en moi.|,"Carrille|Pren, te dis-je, pendart. Monsieur, j’ay les mains salles.|Comme vous le voyez toutes pleines de suif.","Carrille | Pren, te dis-je, pendart. Monsieur, j’ay les mains salles. | Comme vous le voyez toutes pleines de suif.",,,
MANUEL | ¿Qué forma tenía?,MANUEL | De quelle forme s'agissait-il ?,"Florestan|Je ne cognu jamais un maraut si craintif,|Dy moy, de quoy peux-tu jamais estre capable ?","Florestan | Je ne cognu jamais un maraut si craintif, | Dy moy, de quoy peux-tu jamais estre capable ?",,,
"COSMEEra|un fraile |tamañito y tenía puesto|un cucurucho tamaño,|que por estas señas creo|que era duende capuchino.|","COSMEEIl était|un petit frère|et il portait|un grand cône,|qui, d'après ces signes, je pense|était un elfe capucin.|","Carrille|Ce n’est pas pour cela, mettez-le sur la table,| Vous le verrez bien mieux. [p. 81]","Carrille | Ce n’est pas pour cela, mettez-le sur la table, |  Vous le verrez bien mieux. [p. 81]",,,
MANUEL |¡Qué de cosas hace el miedo!|Alumbra aquí y lo que trujo|el frailecito veremos.|Ten este azafate tú.|,MANUEL |Ce que fait la peur !|Elle brille ici et ce qu'elle a apporté|nous verrons le petit macareux.|Vous avez cet intendant.|,"Florestan|Vous le verrez bien mieux. Sus donc puis qu’il te plaist,|Ostons ce taffetas, et voyons ce que c’est,|C’est une belle escharpe, et quelques confitures.","Florestan | Vous le verrez bien mieux. Sus donc puis qu’il te plaist, | Ostons ce taffetas, et voyons ce que c’est, | C’est une belle escharpe, et quelques confitures.",,,
COSME | ¿Yo azafates del infierno?,COSME | Suis-je les hôtesses de l'enfer ?,Carrille|A-t’on jamais parlé de telles adventures ?,Carrille | A-t’on jamais parlé de telles adventures ?,,,
MANUEL | Tenle|pues.,MANUEL | Ayez-le | alors.,"Florestan|Et cette lettre icy, voyons ce qu’elle dit.| Lettre/p>| | Je vay ce soir au bal, ne manquez pas d’en estre,| Recevez cette escharpe, et pour en faire cas,| Daignez de l’honorer d’un si genereux* bras,| La portant cette nuit, je vous sçauray cognoistre*.| | | Mais pour moy qui me vois de cent yeux esclairée| Pardonner si la peur de faire des jaloux*,| Fait que je ne pourrois me descouvrir à vous,| Sans courir le hasard d’estre deshonorée.| | | Qu’un sort injurieux à tous malheurs me livre,| Si pour aymer je fais jamais un autre chois,| Et quand je cesseray de reverer vos loix,| Croyez qu’assurément je cesseray de vivre. |","Florestan | Et cette lettre icy, voyons ce qu’elle dit. |  Lettre/p> |   |  Je vay ce soir au bal, ne manquez pas d’en estre, |  Recevez cette escharpe, et pour en faire cas, |  Daignez de l’honorer d’un si genereux* bras, |  La portant cette nuit, je vous sçauray cognoistre*. |   |   |  Mais pour moy qui me vois de cent yeux esclairée |  Pardonner si la peur de faire des jaloux*, |  Fait que je ne pourrois me descouvrir à vous, |  Sans courir le hasard d’estre deshonorée. |   |   |  Qu’un sort injurieux à tous malheurs me livre, |  Si pour aymer je fais jamais un autre chois, |  Et quand je cesseray de reverer vos loix, |  Croyez qu’assurément je cesseray de vivre.  |",,,
"COSME |Tengo|las manos |sucias, señor, con el sebo|de la vela y mancharé|el tafetán que cubierto|le tiene; mejor será|que le pongas en el suelo.|","COSME |Mes mains |sont sales, monsieur, avec le suif|de la bougie et je tacherai|le taffetas qui la recouvre; Ce serait mieux si vous le mettiez au sol.|","Florestan|Apporte, donne-moy promptement mon habit,|Fut-il jamais au monde une telle surprise ?","Florestan | Apporte, donne-moy promptement mon habit, | Fut-il jamais au monde une telle surprise ?",,,
"MANUEL |Ropa blanca es y un papel.|Veamos si el fraile es discreto.|(Lee.)| «En el poco tiempo que ha que vivís en esta casa no se ha podido hacer más ropa; como se fuere haciendo, se irá llevando. A lo que decís del amigo, persuadido a que soy dama de don Luis, os aseguro que no sólo no lo soy, pero que no puedo serlo; y esto dejo para la vista, que será presto. Dios os guarde». |Bautizado está este duende,| | |pues de Dios se acuerda.","MANUEL |Ce sont des vêtements blancs et un morceau de papier.|Voyons si le frère est discret.|(lit.)|« Depuis le peu de temps que vous vivez dans cette maison, il n'a pas été possible de confectionner plus de vêtements ; Une fois fait, cela sera réalisé. A ce que vous dites de votre ami, persuadé que je suis la dame de Don Luis, je vous assure que non seulement je ne le suis pas, mais que je ne peux pas l'être ; et je laisse cela en vue, que ce sera bientôt. Dieu te protège. |Baptisé est cet elfe,| | |car Dieu se souvient.",,,,,
COSME |¿Veslo | cómo hay duende religioso?,COSME | Le voyez-vous | Comment existe-t-il un elfe religieux ?,,,,,
"MANUEL |Muy tarde es; ve componiendo|las maletas y cojines,|y en una bolsa pon estos|(Dale unos papeles.) papeles, que son el todo|a que vamos, que yo intento|en tanto dejar respuesta|a mi duende.(Pónelos|sobre una silla y DON MANUEL escribe.)","MANUEL |Il est bien tard ; va faire|les valises et les coussins,|et dans un sac mets ceux-ci|(Donnez-lui des papiers.) papiers, qui sont tout|ce que nous cherchons, que j'essaie|tant que je laisse une réponse|à mon elfe. (Mettez-les sur une chaise et DON MANUEL écrit.)",,,,,
"COSME |Aquí|los quiero, |para que no se me olviden|y estén a mano, ponerlos|mientras me detengo un rato|solamente a decir esto:|¿has creído ya que hay duendes?|","COSME |Ici|Je les veux, |pour ne pas les oublier|et qu'ils soient à portée de main, pose-les|pendant que je m'arrête un moment|juste pour dire ceci:|as-tu déjà cru qu'il y avait des lutins ?|",Carrille| Croyez-vous aux esprits ?,Carrille |  Croyez-vous aux esprits ?,,,
MANUEL | ¡Qué disparate tan necio!,MANUEL | Quelle absurdité !,"Florestan|Croyez-vous aux esprits ? Ah Dieux, quelle sottise !","Florestan | Croyez-vous aux esprits ? Ah Dieux, quelle sottise !",,,
"COSME |¿Esto es disparate? ¿Ves|tú mismo tantos efetos,|como venirse a tus manos|un regalo por el viento,|y aún dudas? Pero bien haces,|si a ti te va bien con eso;|mas déjame a mí, que yo,|que peor partido tengo,|lo crea.","COSME | Est-ce un non-sens ? Voyez-vous vous-même tant d'effets, comme un cadeau qui arrive entre vos mains dans le vent, et vous en doutez encore ? Mais vous faites bien,|si tout se passe bien pour vous ;|mais laissez-moi faire,|quel pire parti j'ai,|croyez-le.","Carrille (en habillant son maistre.)|Vous en dites autant de tout ce que je fais,|Vous en voyez vous-mesme arriver tant d’effets,|Vous voyez un present que par l’air on vous porte,|Que l’on entre ceans sans passer par la porte,|Et vous n’en croyez rien ? Mais à ce que je voy|Tout le bien est pour vous, et tout le mal pour moy.","Carrille (en habillant son maistre.) | Vous en dites autant de tout ce que je fais, | Vous en voyez vous-mesme arriver tant d’effets, | Vous voyez un present que par l’air on vous porte, | Que l’on entre ceans sans passer par la porte, | Et vous n’en croyez rien ? Mais à ce que je voy | Tout le bien est pour vous, et tout le mal pour moy.",,,
MANUEL |¿De|qué manera?,MANUEL |De quelle manière ?,Florestan| Comment le mal pour toy ?,Florestan |  Comment le mal pour toy ?,,,
"COSME |Desta manera lo pruebo:|si nos revuelven la ropa,|te ríes mucho de verlo|y yo soy quien la compone,|que no es trabajo pequeño;|si a ti te dejan papeles|y se llevan dos conceptos,|a mí me dejan carbones|y se llevan mi dinero;|si traen dulces, tú te huelgas|como un padre de comerlos|y yo ayuno como un puto,|pues ni los toco ni veo;|si a ti te dan las camisas,|las valonas y pañuelos,|a mí los sustos me dan|de escucharlo y de saberlo;|si, cuando los dos venimos|aquí casi a un mismo tiempo,|te dan a ti un azafate|tan aseado y compuesto,|a mí me da un mojicón|en aquestos pestorejos|tan descomunal y grande|que me hace escupir los sesos.|Para ti solo, señor,|es el gusto y el provecho;|para mí el susto y el daño;|y tiene el duende en efeto|para ti mano de lana,|para mí mano de hierro.|Pues déjame que lo crea,|que se apura el sufrimiento|queriendo negarle a un hombre|lo que está pasando y viendo.|","COSME |Voici comment je le prouve :|s'ils gâchent nos vêtements,|tu ris beaucoup en le regardant|et c'est moi qui l'invente,|ce n'est pas une mince affaire;|s'ils te laissent des papiers| et ils prennent deux concepts,| Ils me laissent des charbons | et ils prennent mon argent; ,|les wallons et les mouchoirs,|ça me fait peur|de l'entendre et de le savoir;|oui, quand nous venons tous les deux ici presque en même temps temps,|on vous donne une hôtesse|si soignée et posée,| Cela me rend malade|dans ces plaisanteries|si énormes et si grandes|que cela me fait cracher la cervelle.|Pour vous seul, monsieur,|c'est le plaisir et le bénéfice;|pour moi la peur et les dégâts;|et cela a pour effet l'elfe|pour toi une main de laine,|pour moi une main de fer.|Eh bien, laisse-moi le croire,|que la souffrance est vivifié|vouloir nier à un homme|ce qu'il arrive et voit.|","Carrille|Comment le mal pour toy ? Si je voy qu’on renverse|Nos hardes* en ce lieu, pour en faire un commerce,|J’ay la peine, et le soin de les raccomoder,|Vous ne faites que rire, et que me gourmander,|On vous fait des presens, avec des confitures, [p. 83]|Moy, l’on me fait jeusner, et n’ayque des injures,|On ne me donne rien si ce n’est du charbon,|Si je perds mon argent, on m’appelle bouffon,|On escrit, on vous flate, on vous esleve en gloire,|A moy d’un coup de poing on me rompt la maschoire.","Carrille | Comment le mal pour toy ? Si je voy qu’on renverse | Nos hardes* en ce lieu, pour en faire un commerce, | J’ay la peine, et le soin de les raccomoder, | Vous ne faites que rire, et que me gourmander, | On vous fait des presens, avec des confitures, [p. 83] | Moy, l’on me fait jeusner, et n’ayque des injures, | On ne me donne rien si ce n’est du charbon, | Si je perds mon argent, on m’appelle bouffon, | On escrit, on vous flate, on vous esleve en gloire, | A moy d’un coup de poing on me rompt la maschoire.",,,
"MANUEL |Haz las maletas y vamos,|que allá en el cuarto te espero| |de don Juan.","MANUEL |Faites vos valises et c'est parti,|Je vous attends dans la chambre| |de don Juan.",Florestan|Je l’espieray si bien que je la surprendray.,Florestan | Je l’espieray si bien que je la surprendray.,,,
"COSME |Pues ¿qué hay que hacer, |si allá vestido de negro|has de andar y esto se hace|con tomar un herreruelo?|","COSME |Eh bien, qu'est-ce qu'il y a à faire, |si là, habillé en noir|il faut marcher et cela se fait|en prenant une mésange bleue ?|","Carrille|Et vous diray, je gage, encor qu’il n’est pas vray,|Je n’en veux point avoir de plus grand tesmoignage","Carrille | Et vous diray, je gage, encor qu’il n’est pas vray, | Je n’en veux point avoir de plus grand tesmoignage",,,
"MANUEL |Deja cerrado y la llave|lleva, que si en este tiempo|hiciere falta, otra tiene|don Juan. Confuso me ausento|por no llevar ya sabido|esto que ha de ser tan presto;|pero uno importa al honor|de mi casa y de mi aumento,|y otro solamente a un gusto;|y así entre los dos estremos,|donde el honor es lo más,|todo lo demás es menos.| | (Vanse. Salen DOÑA ÁNGELA, DOÑA|BEATRIZ y ISABEL.)","MANUEL |Laissez-le fermé et prenez la clé; si à ce moment-là|on en a besoin, Don Juan en a une autre. Confus, je suis absent|car je ne sais pas déjà|ce qui doit arriver si tôt;|mais l'un compte pour l'honneur|de ma maison et mon revenu,|et l'autre seulement pour le goût;|et ainsi entre les deux extrêmes,| où l'honneur est le plus, tout le reste est moins.| | (Sortie. DOÑA ÁNGELA, DOÑA|BEATRIZ et ISABEL sortent.)","Florestan|Allons sans discourir en ce lieu davantage. | Scene VI §| Isabelle, Angelique, Lucinde| |","Florestan | Allons sans discourir en ce lieu davantage.  |  Scene VI § |  Isabelle, Angelique, Lucinde |   |",,,
