Line,Google Trad,Modernisé,similarity,5_closest
482,"BEATRIZ |Si le choix est dû à la volonté|et la force à l'impulsion d'une étoile,|la volonté la plus sûre sera celle|qui ne vit pas soumise à une folie;|et donc je me méfie de vos subtilités,|car ma foi, ce qui piétine l'impossible,|si je voyais ma volonté marcher sans elle,|je nierais, vive le ciel, qu'elle soit mienne;|car ce bref moment que j'ai passé|à oublier, pour t'aimer à nouveau,|je sentirais que ma l'affection manquait;|et je me réjouis de voir que je ne suis pas de ceux|à t'oublier, parce que je ne t'aimerais pas|pendant que j'essayais de t'oublier.| | (Il s'en va et DON MANUEL s'en va après COSME qui s'enfuit.)",,0,[]
483,"MANUEL |/Vive Dieu, si je ne regardais pas...",,0,[]
484,COSME | C'est pour ça que tu regardes.,,0,[]
485,"MANUEL |...c'était | mon infamie, qu'ai-je fait | un non-sens.|",,0,[]
486,COSME |Réparations| |dans lequel je vous ai bien servi|et la négligence n'est pas entre les mains d'un chrétien catholique.|,,0,[]
487,"MANUEL |Qui te souffrira, qui,|si ce qui compte le plus|et ce que je t'ai le plus confié,|est ce qui a été le plus oublié ?|",,0,[]
488,"COSME |Eh bien, c'est pour ça qu'il a oublié,|parce que c'était ce qui m'importait;|que, si ce n'était pas important,|que ferait-il s'il oubliait?|Vive le ciel !, il était|si prudent dans en apportant|les papiers, c'est pour ça que|je les ai mis de côté et j'avoue|que le soin est devenu|le même qui m'a blessé,|car s'ils n'étaient pas séparés,|ils viendraient avec les autres.|",,0,[]
489,MANUEL |C'est assez que tu te souviennes|au milieu de la route.|,,0,[]
490,"COSME |J'ai fait très attention|sans savoir ce qui la provoquait,|que je l'ai jugé comme une folie|jusqu'à ce que dans le cas je dise|et j'ai su que c'était le soin|que j'avais oublié| |les papiers.",,0,[]
491,Manuel je viens|sans avoir de sens à retirer.|,,0,[]
492,"COSME |Maintenant le jeune homme est prévenu;|mais considérez, monsieur,|que sans lumière c'est une grosse erreur|vouloir les retrouver et le bruit|il n'est pas possible de s'excuser,|car, s'ils ne nous donnent pas de lumière |dans la chambre de don Juan,| |comment allons-nous|voir ?",,0,[]
493,"MANUEL | Votre colère est terrible ! Maintenant, veux-tu que je l'excite et que je l'appelle ? Eh bien, ne sais-tu pas - dis-moi, infâme, quelle est la cause de tout ce que tu es - d'après le tact où il est allé ? |où|sont-ils restés ?",,0,[]
494,"COSME |Non|est-ce que |le doute, que je suis à la table|où je sais que je les ai laissés| |Je vais devenir aveugle.",,0,[]
495,MANUELAbre|presto.,,0,[]
496,"COSME |Ce qui répond à ma peur|c'est que je ne saurai pas où|le gobelin les a mis,|car qu'ai-je laissé|que j'ai retrouvé|dans la partie qui restait ?|",,0,[]
497,"MANUEL |S'ils ont été déplacés,|la lumière alors nous le demanderons;|mais jusqu'à ce que nous le voyions, il n'est pas bon que nous dérangions|le bon logement que nous devons.| | (DOÑÁNGELA et ISABEL sortent et sortent par le placard.)",,0,[]
498,"ÁNGELA |Isabel, alors la maison est récupérée|et le sommeil est le propriétaire|des sens,|voleur de demi-vie,|et je sais que l'invité est parti,|je veux lui voler le portrait|que j'ai vu lors du premier incident.",,0,[]
499,ISABELEntrez tranquillement et ne faites pas de bruit.,,0,[]
500,"ANGELA | Tu le fermes dehors | et jusqu'à ce que tu viennes me le dire | Je ne sortirai pas, pour ne pas donner | |à plus|de risques.",,0,[]
501,"ISABEL |Ici|m'attend. (ISABEL sort, ferme le placard et DON MANUEL et COSME sortent, comme dans le noir.)",,0,[]
502,COSME est désormais ouvert.,Carrille|Tout est ouvert Monsieur.,1,[]
503,"MANUEL |Pise|doucement, |que, s'ils entendent ici une rumeur,|ce sera une plus grande agitation.|","Florêtan|Tout est ouvert Monsieur. Marche tout doucement,|Garde en faisant du bruit de rêveiller personne,|Parle bas.",1,"[(0.94, '▁doucement', '▁doucement'), (0.82, '▁ici', '▁Garde'), (0.82, '▁ici', '▁rêve'), (0.81, '▁ici', '▁Marche'), (0.81, '▁ici', 'iller')]"
504,COSME |Croyez-vous que j'ai peur ?|Cet elfe aurait très bien pu|avoir la lumière pour nous.|,"Carrille|Parle bas. Croyez-moi, de crainte je frissonne,|Je crains plus que la mort cet Esprit enchanté,|Que ne nous secourt il à présent de clarté?|(Angélique entre par l'autre bout de la chambre avec sa lanterne sourde, et l'ouvre un peu par devant.)",1,"[(0.85, '▁Croyez', '▁Croyez'), (0.78, '▁lumière', '▁clarté'), (0.76, '▁lumière', '▁lanterne'), (0.73, 'elfe', '▁Esprit'), (0.73, '▁lumière', '▁chambre')]"
505,"ANGELA |La lumière que j'apporte cachée,|parce que de cette façon|on ne pouvait pas la voir, il est temps maintenant| |à découvrir. (Ils|sont séparés et elle allume la lumière d'une lampe de poche|sur laquelle elle porte une couverture.)",Angélique|Découvrons la clarté que je tenais cachée.,1,"[(0.9, '▁cachée', '▁cachée'), (0.86, '▁lumière', '▁clarté'), (0.81, '▁séparés', '▁clarté'), (0.71, '▁séparés', '▁tenais'), (0.69, '▁cachée', 'lique')]"
506,"COSME |Jamais|l'elfe n'a été aussi bien commandé.|Avec quelle rapidité la lumière nous éclaire !|Maintenant, réfléchis ici|si l'elfe t'aime bien,|eh bien, il l'allume pour toi|et l'éteint pour moi.|","Carrille|Dieux! de quelle pitié cette dame est touchée,|Elle vous aime bien à présent je le vois,|La clarté vient pour vous, et l'on éteint pour moi.",1,"[(0.91, '▁bien', '▁bien'), (0.89, 'aime', '▁aime'), (0.8, '▁lumière', '▁clarté'), (0.79, '▁bien', '▁bien'), (0.78, '▁ici', '▁éteint')]"
507,"MANUEL | Le paradis pour moi ! C'est déjà|ce surnaturel,|d'apporter avec tant de hâte| |la lumière n’est pas une œuvre humaine.","Florêtan|Que veut dire cela? Dieux que j'en suis en peine,|Cela ne peut venir d'invention humaine,|Il est surnaturel qu'on puisse avoir le soin|De m'apporter ainsi la lumière au besoin",1,"[(0.88, '▁humaine', '▁humaine'), (0.86, '▁surnaturel', '▁surnaturel'), (0.84, '▁hâte', '▁soin'), (0.79, '▁surnaturel', '▁soin'), (0.77, 'apporter', '▁soin')]"
508,COSME |Voir| | comment es-tu arrivé à te confesser | que c'est vrai?,Carrille|N'êtes vous pas contraint de confesser vous-même|Qu'il revient des esprits?,1,"[(0.92, '▁conf', '▁conf'), (0.87, 'ser', 'ser'), (0.74, '▁Voir', '▁esprits'), (0.73, '▁Voir', '▁revient'), (0.64, '▁conf', '▁esprits')]"
509,MANUEL |Je suis en marbre ! |J'y retourne.,"Florêtan|Qu'il revient des esprits? La surprise est extrême,|Je ne sais que penser tant j'ai l'esprit confus.",0,"[(0.69, '▁marbre', '▁revient'), (0.68, '▁marbre', '▁esprits'), (0.67, '▁marbre', '▁surprise'), (0.66, '▁retourne', '▁revient'), (0.59, 'UE', '▁esprits')]"
510,COSME | Mortel tu es. Vous aviez déjà peur.,Carrille|Mais contesterez-vous encore là-dessus?|Peut on désavouer ce qui nous est visible?,0,"[(0.63, 'el', '▁visible'), (0.6, '▁peur', '▁visible'), (0.53, 'el', 'ez'), (0.52, '▁aviez', 'ez'), (0.52, '▁peur', '▁contester')]"
511,ANGELA |Je vois le tableau ici|et il est avec des papiers.|,,0,[]
512,COSME | Il se met à table.,,0,[]
513,"MANUEL |Vive Dieu, je doute et je crois|une admiration si nouvelle !|","Florêtan|Je suis quasi forcé de croire un impossible.|Angélique, Florêtan, Carrille|(Angélique tire la chandelle de la lanterne, et la met dans un chandelier, qui sera sur la table, et prend une chaire à dos, et se sièd les épaules tournées vers eux.)",0,"[(0.8, '▁crois', '▁croire'), (0.71, '▁doute', '▁croire'), (0.7, '▁doute', '▁tire'), (0.68, '▁Dieu', '▁croire'), (0.67, '▁Dieu', 'lique')]"
514,"COSME |Voyez-vous comment il nous guide|vers ce que nous recherchons|sans que nous voyions qui le porte ?| | (Éteignez la lumière de la lampe de poche, posez-la sur un chandelier qui sera sur la table et prenez une chaise et asseyez-vous dos à eux deux.)",,0,[]
515,ANGELA |J'allume la lumière ici et maintenant|Je vais voir le bureau.|,"Mettons là la chandelle, et voyons ces écrits.|(Tandis que Florêtan et Carrille parlent bas ensemble, elle trouve tous les papiers et les lit et reçutle portrait.)",1,"[(0.81, '▁voir', '▁voyons'), (0.78, '▁voir', '▁trouve'), (0.76, '▁bureau', '▁portrait'), (0.75, '▁bureau', '▁papiers'), (0.73, '▁ici', '▁écrits')]"
516,"MANUEL |Attendez, car dans les reflets|de la lumière tout se voit|et je n'ai jamais vu de toute ma vie une femme aussi souveraine.|Mon ciel ! Qu'est-ce que c'est ?|Les hydres, à mon avis|sont des merveilles, puisque d'un|mille naissent. Cieux! Que vais-je faire ?|","Florêtan|Carrille, vois-tu bien? atten, l'esprit est pris|Parlons bas, vois tu point cette parfaite Dame,|Capable d'exciter mille feux dans une âme?|Vit on jamais au monde une telle beauté,|C'est à ce coup grands Dieux que je suis enchanté.|Ce prodige m'étonne, et me rend immobile,|Car d'un Hydreabatu, j'en vois renaître mille.|Je suis ici si fort saisi d'étonnement|Que je manque d'esprit et perd le jugement|Je suis quasi contraint de te croire, et me taire.|Elle prend mes papiers, qu'en prétend elle faire?",1,"[(0.87, '▁faire', '▁faire'), (0.85, '▁reflets', '▁pris'), (0.85, '▁avis', '▁pris'), (0.83, '▁reflets', '▁grands'), (0.83, '▁avis', '▁coup')]"
517,COSME | Cela prend de la place. | La chaise traîne.,"Carrille|C'est pour les mettre d'ordre, et les arranger mieux,|Car pour vous cet esprit est fort officieux.",0,"[(0.74, '▁traîne', '▁esprit'), (0.71, '▁chaise', '▁esprit'), (0.63, '▁place', '▁mieux'), (0.63, '▁traîne', '▁officie'), (0.62, '▁traîne', '▁mieux')]"
518,MANUELImage|est |d'une beauté plus rare|que le pinceau souverain| |a fonctionné.,"Florêtan|Que de charmes, grands Dieux, les Cieux et la Nature|Ont mis tous leurs trésors en cette créature,|On ne voit point au monde une telle beauté,|Il faut bien que ce soit quelque divinité,|Qui se fait voir à moi sous ce parfait image",1,"[(0.94, '▁beauté', '▁beauté'), (0.76, '▁beauté', '▁créature'), (0.75, '▁beauté', '▁divinité'), (0.75, '▁rare', '▁divinité'), (0.75, '▁pinceau', '▁divinité')]"
519,"COSME |C'est vrai, |parce que lui seul l'a fait.","Carrille|Si le diable devait emprunter un visage|Il eut été bien sot s'il en eût pris un laid,|Il est, et me croyez, plus qu'un Esprit folet.",0,"[(0.7, '▁vrai', '▁pris'), (0.65, '▁vrai', '▁devait'), (0.64, '▁vrai', '▁visage'), (0.63, '▁vrai', '▁emprunter'), (0.62, '▁vrai', '▁Esprit')]"
520,MANUELPlus que la lumière qu'ils brillent | ses yeux.,"Florêtan|L'éclat de ses yeux brille avec tant de lumière|Qu'il éblouit mes yeux, et sille ma paupière.",1,"[(0.95, '▁yeux', '▁yeux'), (0.91, '▁lumière', '▁lumière'), (0.88, '▁brille', '▁brille'), (0.78, '▁yeux', '▁yeux'), (0.74, '▁yeux', '▁brille')]"
521,COSME |La vérité est |que ses yeux sont des étoiles|du ciel de Lucifer.|,Carrille|Voyez-vous pas aussi qu'au plus creux de l'Enfer|Elle a pris cet éclat des yeux de Lucifer?,1,"[(0.97, 'if', 'if'), (0.97, 'er', 'er'), (0.89, '▁yeux', '▁yeux'), (0.76, '▁ciel', '▁éclat'), (0.75, '▁ciel', '▁pris')]"
522,MANUEL | Chaque cheveu est un éclair | del|soleil.,,0,[]
523,COSME |Ils les ont|volés.,,0,[]
524,MANUEL | Une étoile est chaque boucle.|,,0,[]
525,"COSME |Oui, car ils les ont aussi|amenés ici,|ou une partie des trois.|",,0,[]
526,MANUEL | Je n'ai jamais vu une beauté plus rare.,,0,[]
527,"COSME Tu ne dirais pas cela à la foi, |si tu voyais le pied, car ceux-ci|sont maudits par le pied.|",,0,[]
528,"MANUEL | Un émerveillement|de beauté, | c'est un bel ange.",Florêtan|Je ne notre puis donner d'assez dignes louanges|Et sans doute je crois qu'elle est du rang des Anges.,1,"[(0.71, 'émerveillement', '▁dignes'), (0.7, 'émerveillement', '▁louange'), (0.67, '▁beauté', '▁louange'), (0.65, 'émerveillement', 'êt'), (0.64, '▁beauté', '▁dignes')]"
529,"COSME | C'est vrai, mais stupide.","Carrille|Oui, mais du rang de ceux qui sont tombez du Ciel,|Tout ce que vous voyez n'est qu'artificiel,|Croyez qu'assurement vous craindrez ses approches,|Si vous voyez ses pieds, avec ses ongles croches",1,"[(0.67, '▁vrai', '▁Oui'), (0.64, '▁stupide', '▁rang'), (0.64, '▁stupide', '▁tombe'), (0.63, '▁stupide', '▁voyez'), (0.63, '▁stupide', 'ifi')]"
530,MANUEL |Qu'est-ce que c'est ? Que voudrez-vous faire | avec mes papiers ?,,0,[]
531,"COSME |Je parie|qu'il voudra regarder et voir|ceux que vous cherchez, car ici|nous avons moins à faire,|c'est un elfe très serviable.|",,0,[]
532,"MANUEL | Le paradis pour moi ! Que vais-je faire ?|Je ne me suis jamais vu comme un lâche,|mais seul cette fois...|",Florêtan|Qu'est devenu ce cœur que ci devant j'avais?|Je n'ai jamais tremblé que cette seule fois.,1,"[(0.83, '▁jamais', '▁jamais'), (0.78, '▁fois', '▁fois'), (0.77, '▁paradis', '▁cœur'), (0.71, '▁lâche', '▁cœur'), (0.66, '▁faire', '▁devenu')]"
533,COSME | J'en ai beaucoup.|,"Carrille|La frayeur dans mon cœur tant de craintes assemble|Que j'ai toujours tremblé, comme encore je tremble.",0,"[(0.61, '▁beaucoup', 'assemble'), (0.6, '▁beaucoup', '▁cœur'), (0.59, '▁beaucoup', '▁craintes'), (0.58, '▁beaucoup', '▁frayeur'), (0.49, '▁beaucoup', '▁tremble')]"
534,"MANUEL |...et, chaussé|dans une prison de glace à mon pied,|mes cheveux se dressent|et chaque soupir est|pour ma poitrine un poignard,|pour mon cou une corde.|Mais devrais-je avoir peur ? | Vive le ciel, je verrai si je sais vaincre un charme ! (Il arrive et la saisit.) Ange, démon ou femme,|par la foi tu n'échapperas pas de mes mains cette fois.|","Florêtan|Mes cheveux sur mon chef, de crainte hérissez|Me rendent le cœur lâche, et les sens tousglacés,|Mais faut il qu'un soubçon, une idée, un ombrage|Sans aucun fondement, ébranle mon courage?|Il faut voir ce que c'est.",1,"[(0.92, '▁cheveux', '▁cheveux'), (0.86, 'ssé', 'ssez'), (0.79, '▁chau', '▁crainte'), (0.79, '▁chau', 'ssez'), (0.79, 'ssé', '▁rendent')]"
535,,Carrille|Il faut voir ce que c'est. Ne soyez pas si fou|De vous jouer du Diable il vous tordrait le cou.,0,[]
536,,"Florêtan|Quoi? dans mon cœur la peur pourrait-elle être empreinte?|Non non, résolvons-nous, bannissons toute crainte.|Ombre, Ange, Diable, Esprit, femme, ou qui que tu sois|Tu n'échapperas pas de mes mains cette fois|(Il la prend au colt.)",0,[]
537,"ANGELA |Oh, comme je suis malheureuse !|//(Son absence était simulée,|//il en savait plus que moi).|","Angélique (surprise, bas.)|Je suis surprise, ô Dieux que je suis misérable!",1,"[(0.83, '▁malheureuse', '▁misérable'), (0.74, ').', 'lique'), (0.73, '▁absence', 'lique'), (0.68, '▁malheureuse', '▁surprise'), (0.66, '▁absence', '▁misérable')]"
538,COSME |De Dieu -c'est|//Troie du Diable- qu'il nous a donné...|,"Carrille|Si tu viens de Dieu parle, et si tu viens du Diable|Retourne t'en sur l'heure aux Enfers, sans parler.",1,"[(0.92, '▁Dieu', '▁Dieu'), (0.92, '▁Diable', '▁Diable'), (0.76, '▁Dieu', '▁Diable'), (0.76, '▁Diable', '▁Dieu'), (0.69, '▁donné', '▁Dieu')]"
539,ANGELA |(Mais je vais dissimuler).,,0,[]
540,COSME |...qui êtes-vous et qu'attendez-vous de nous ?,"Florêtan|Que me veux tu, responds?",0,"[(0.65, '▁êtes', '▁veux'), (0.56, '▁êtes', 'pond'), (0.56, 'attendez', '▁veux'), (0.55, '▁êtes', '▁res'), (0.53, 'attendez', 'pond')]"
541,"ÁNGELA |Généreux Don Manuel|Enríquez, à qui un bien immense est|en réserve,|ne me touche pas, ne m'atteins pas,|car tu finiras par perdre|le plus grand bonheur que le ciel|vous a empêché par la miséricorde| du sort qui vous parraine| par décrets de sa loi.|Je vous ai écrit cet après-midi|dans le dernier journal|que nous nous reverrions bientôt|et, par anticipation, ça y était.|Et bien j'ai tenu parole , |bien sûr, tu me vois déjà|sous la forme la plus humaine| que j'ai pu choisir, va|en paix et laisse-moi ici,|car ce n'est pas encore|le moment où mes événements|tu dois arriver et sachez.|Demain, vous les connaîtrez tous|et assurez-vous que je ne le révèle à personne, si vous ne voulez pas|une grosse chance à perdre.| | Vas en paix.","Oangélique (bas.)|Que me veux tu, responds? Il faut dissimuler.|Généreux Florêtan, à qui seul la Nature|Prépare dès longtempla plus rare adventure|Qui soit jamais des Cieux arrivée ici bas,|N'approche point de moi, va ne me touche pas,|Songe , à ce que tu fais, car s'il te prend envie|De passer plus avant tu perds l'heurde ta vie;|Tu verras, que jamais sous la voûte des Cieux|Ne fut homme si fort favorisé des Dieux,|Une félicité parfaite, et de durée|Qui t'est par ton destinaujourd'hui préparée|T'échappera des mains, crois-moi, si tu prétends|Contre l'arrêt du Ciel l'avoir avant le temps.|Je ne dis rien ici qui ne soit véritable,|Et pour t'en faire foi regarde sur ta table,|Je te laisse un écrit pour la dernière fois,|Consulte là-dessus Florêtan, et me crois;|Je t'écris qu'aujourd'hui je me rendrai visible|A telle heure qu'il est, il est donc infaillible|Que je ne te mens point si selon ton désir|Comme tu le peux voir, j'ai désiré choisir|La plus humaine forme, et la plus raisonnable|Que j'ai peu pour me rendre à tes yeux agréable.|Ne prétends rien de moi que ce que je voudrai,|Et crois que de tout point je te satisferai|Si tu sais observer l'ordre que je te donne,|Mais pren garde surtout de le dire à personne,|Et crois que tu seras malheureux à jamais|Si tu ne te résous de me laisser en paix.",1,"[(0.94, '▁touche', '▁touche'), (0.93, '▁paix', '▁paix'), (0.92, 'reux', 'reux'), (0.91, '▁Géné', '▁Géné'), (0.9, '▁humaine', '▁humaine')]"
542,"COSME |Eh bien|ça avec la paix | invitez-nous, monsieur, quoi| | nous attendons?","Carrille|Puisqu'elle la demande ainsi par courtoisie|Contentez sur ce point, Monsieur, sa fantaisie;|Accordez Seigneur la paix.",1,"[(0.87, '▁monsieur', '▁Monsieur'), (0.82, '▁paix', '▁fantaisie'), (0.81, '▁paix', '▁courtoisie'), (0.78, '▁bien', '▁demande'), (0.77, '▁bien', '▁courtoisie')]"
543,"Manuel | car je ne dois jamais croire|que tu es autre chose-|tant que Dieu vit, je dois savoir|qui tu es, comment tu es venu|ici, dans quel but et pour quoi !|Sans attendre demain|J'en profiterai bonheur,|si démon, pour un démon,|et, si femme, pour une femme,|que mes efforts n'ont rien à craindre ni à craindre|ta menace, quand tu étais|un démon, même si je sais bien|que, ayant un corps toi,|un démon n'est pas tu peux être,|mais une femme.","Florestan|Accordez luy la paix. Je ne crains rien icy|Avant qu'elle m'eschape il faut estre esclaircy.|Je veux presentement que tu me satisfasses,|Parle donc, je me ris de toutes tes menaces,|Je rougis seulement de honte que mon cœur|Ait en cet accident tesmoigné d'avoir peur.|Si j'en suis venu là, je te jure et proteste,|De ne te point quitter sans sçavoir ce qui reste.|Quand je devrois tout perdre, et tout mettre au hazard,|Femme donc, car tu l'es, respons moy par quel art|Par quel subtil moyen, que jusqu'icy j'ignore|Entres tu dans ma chambre, et quel dessein encore|As tu quand tu m'escrits ? dy qui te peut mouvoir?|Car je jure les Dieux que je le veux sçavoir,|Je l'ay presentement, sans vouloir plus attendre,|Et le souverain bien où tu me fais pretendre,|Je l'auray tout à l'heure, ou bien je le perdray|Je n'apprehende rien, croy que j'en joüiray|Si je tiens un Demon par le moyen du Diable,|Ou s'il faut que tu sois, comme il est plus croyable|Une femme mortelle, il faut presentement|Qu'une femme m'esclaire en cet aveuglement,|Quoy que je sçache bien, ayant un corps visible|Qui se laisse toucher, que c'est chose infaillible|Que tu n'es qu'une femme, et non pas un Demon.",1,"[(0.94, '▁corps', '▁corps'), (0.93, '▁femme', '▁femme'), (0.91, '▁savoir', '▁faut'), (0.9, '▁femme', '▁femme'), (0.9, '▁menace', '▁menaces')]"
