,DamaDuende,Google Trad,Esprit Folet,Modernisé,Unnamed: 4,Unnamed: 5,Unnamed: 6
503,COSME |¿Creerasme que tengo miedo?|Este duende bien pudiera|tenernos luz encendida.|,COSME |Croyez-vous que j'ai peur ?|Cet elfe aurait très bien pu|avoir la lumière pour nous.|,"['Carrille', 'Parle bas. Croyez moy, de crainte je frissonne,', 'Je crains plus que la mort cet Esprit enchanté,', 'Que ne nous secourt il à present de clarté ?', ""(Angelique entre par l'autre bout de la chambre avec sa lanterne sourde, et l'ouvre un peu par devant.)""]","Carrille|Parle bas. Croyez-moi, de crainte je frissonne,|Je crains plus que la mort cet Esprit enchanté,|Que ne nous secourt il à présent de clarté?|(Angélique entre par l'autre bout de la chambre avec sa lanterne sourde, et l'ouvre un peu par devant.)",,,
504,"ÁNGELA |La luz que truje escondida,|por que de aquesta manera|no se viese, es tiempo ya| |de descubrir. (Ellos|están apartados y ella saca una luz de una linterna|que trae cubierta.)","ANGELA |La lumière que j'apporte cachée,|parce que de cette façon|on ne pouvait pas la voir, il est temps maintenant| |à découvrir. (Ils|sont séparés et elle allume la lumière d'une lampe de poche|sur laquelle elle porte une couverture.)","['Angelique', 'Descouvrons la clarté que je tenois cachée.']",Angélique|Découvrons la clarté que je tenais cachée.,,,
505,"COSME |Nunca|ha andado |el duende tan bien mandado.|¡Qué presto la luz nos da!|Considera agora aquí|si te quiere bien el duende,|pues que para ti la enciende|y la apaga para mí.|","COSME |Jamais|l'elfe n'a été aussi bien commandé.|Avec quelle rapidité la lumière nous éclaire !|Maintenant, réfléchis ici|si l'elfe t'aime bien,|eh bien, il l'allume pour toi|et l'éteint pour moi.|","['Carrille', 'Dieux ! de quelle pitié cette dame est touchée,', 'Elle vous ayme bien à present je le voy,', ""La clarté vient pour vous, et l'on esteint pour moy.""]","Carrille|Dieux! de quelle pitié cette dame est touchée,|Elle vous aime bien à présent je le vois,|La clarté vient pour vous, et l'on éteint pour moi.",,,
506,"MANUEL |¡Válgame el cielo! Ya es|esto sobrenatural,|que traer con prisa tal| |luz no es obra humana.","MANUEL | Le paradis pour moi ! C'est déjà|ce surnaturel,|d'apporter avec tant de hâte| |la lumière n’est pas une œuvre humaine.","['Florestan', ""Que veut dire cela ? Dieux que j'en suis en peine,"", ""Cela ne peut venir d'invention humaine,"", ""Il est surnaturel qu'on puisse avoir le soin"", ""De m'apporter ainsi la lumiere au besoin""]","Florêtan|Que veut dire cela? Dieux que j'en suis en peine,|Cela ne peut venir d'invention humaine,|Il est surnaturel qu'on puisse avoir le soin|De m'apporter ainsi la lumière au besoin",,,
507,COSME |¿Ves| | cómo a confesar veniste | que es verdad?,COSME |Voir| | comment es-tu arrivé à te confesser | que c'est vrai?,"['Carrille', ""N'estes vous pas contraint de confesser vous mesme"", ""Qu'il revient des esprits ?""]",Carrille|N'êtes vous pas contraint de confesser vous-même|Qu'il revient des esprits?,,,
508,MANUEL |¡De mármol soy! |Por volverme atrás estoy.,MANUEL |Je suis en marbre ! |J'y retourne.,"['Florestan', ""Qu'il revient des esprits ? La surprise est extresme,"", ""Je ne sçay que penser tant j'ay l'esprit confus.""]","Florêtan|Qu'il revient des esprits? La surprise est extrême,|Je ne sais que penser tant j'ai l'esprit confus.",,,
509,COSME | Mortal eres. Ya temiste.,COSME | Mortel tu es. Vous aviez déjà peur.,"['Carrille', 'Mais contesterez vous encore là dessus ?', 'Peut on desavoüer ce qui nous est visible ?']",Carrille|Mais contesterez-vous encore là-dessus?|Peut on désavouer ce qui nous est visible?,,,
510,ÁNGELA |Hacia aquí la mesa veo|y con papeles está.|,ANGELA |Je vois le tableau ici|et il est avec des papiers.|,[],,,,
511,COSME | Hacia la mesa se va.,COSME | Il se met à table.,[],,,,
512,"MANUEL |¡Vive Dios, que dudo y creo|una admiración tan nueva!|","MANUEL |Vive Dieu, je doute et je crois|une admiration si nouvelle !|","['Florestan', 'Je suis quasi forcé de croire un impossible.', 'Angelique, Florestan, Carrille', '(Angelique tire la chandelle de la lanterne, et la met dans un chandelier, qui sera sur la table, et prend une chaire à dos, et se sied les espaules tournées vers eux.)']","Florêtan|Je suis quasi forcé de croire un impossible.|Angélique, Florêtan, Carrille|(Angélique tire la chandelle de la lanterne, et la met dans un chandelier, qui sera sur la table, et prend une chaire à dos, et se sièd les épaules tournées vers eux.)",,,
513,"COSME |¿Ves cómo nos va guiando|a lo que vamos buscando|sin que veamos quién la lleva?| | (Saca la luz de la linterna, pónela en un candelero que habrá en la mesa y toma una silla y siéntase de espaldas a los dos.)","COSME |Voyez-vous comment il nous guide|vers ce que nous recherchons|sans que nous voyions qui le porte ?| | (Éteignez la lumière de la lampe de poche, posez-la sur un chandelier qui sera sur la table et prenez une chaise et asseyez-vous dos à eux deux.)",[],,,,
514,ÁNGELA |Pongo aquí la luz y agora|la escribanía veré.|,ANGELA |J'allume la lumière ici et maintenant|Je vais voir le bureau.|,"['Mettons là la chandelle, et voyons ces escrits.', '(Tandis que Florestan et Carrille parlent bas ensemble, elle trouve tous les papiers et les lit et receutle portrait.)']","Mettons là la chandelle, et voyons ces écrits.|(Tandis que Florêtan et Carrille parlent bas ensemble, elle trouve tous les papiers et les lit et reçutle portrait.)",,,
515,"MANUEL |Aguarda, que a los reflejos|de la luz todo se ve|y no vi en toda mi vida|tan soberana mujer.|¡Válgame el cielo! ¿Qué es esto?|Hidras a mi parecer|son los prodigios, pues de uno|nacen mil. ¡Cielos! ¿Qué haré?|","MANUEL |Attendez, car dans les reflets|de la lumière tout se voit|et je n'ai jamais vu de toute ma vie une femme aussi souveraine.|Mon ciel ! Qu'est-ce que c'est ?|Les hydres, à mon avis|sont des merveilles, puisque d'un|mille naissent. Cieux! Que vais-je faire ?|","['Florestan', ""Carrille, vois tu bien ? atten, l'esprit est pris"", 'Parlons bas, vois tu point cette parfaite Dame,', ""Capable d'exciter mille feux dans une ame ?"", 'Vit on jamais au monde une telle beauté,', ""C'est à ce coup grands Dieux que je suis enchanté."", ""Ce prodige m'estonne, et me rend immobile,"", ""Car d'un Hydreabatu, j'en vois renaistre mille."", ""Je suis icy si fort saisi d'estonnement"", ""Que je manque d'esprit et perd le jugement"", 'Je suis quasi contraint de te croire, et me taire.', ""Elle prend mes papiers, qu'en pretend elle faire ?""]","Florêtan|Carrille, vois-tu bien? atten, l'esprit est pris|Parlons bas, vois tu point cette parfaite Dame,|Capable d'exciter mille feux dans une âme?|Vit on jamais au monde une telle beauté,|C'est à ce coup grands Dieux que je suis enchanté.|Ce prodige m'étonne, et me rend immobile,|Car d'un Hydreabatu, j'en vois renaître mille.|Je suis ici si fort saisi d'étonnement|Que je manque d'esprit et perd le jugement|Je suis quasi contraint de te croire, et me taire.|Elle prend mes papiers, qu'en prétend elle faire?",,,
516,COSME | De espacio lo va tomando. | Silla arrastra.,COSME | Cela prend de la place. | La chaise traîne.,"['Carrille', ""C'est pour les mettre d'ordre, et les arranger mieux,"", 'Car pour vous cet esprit est fort officieux.']","Carrille|C'est pour les mettre d'ordre, et les arranger mieux,|Car pour vous cet esprit est fort officieux.",,,
517,MANUELImagen|es |de la más rara beldad|que el soberano pincel| |ha obrado.,MANUELImage|est |d'une beauté plus rare|que le pinceau souverain| |a fonctionné.,"['Florestan', 'Que de charmes, grands Dieux, les Cieux et la Nature', 'Ont mis tous leurs tresors en cette creature,', 'On ne voit point au monde une telle beauté,', 'Il faut bien que ce soit quelque divinité,', 'Qui se fait voir à moy sous ce parfait image']","Florêtan|Que de charmes, grands Dieux, les Cieux et la Nature|Ont mis tous leurs trésors en cette créature,|On ne voit point au monde une telle beauté,|Il faut bien que ce soit quelque divinité,|Qui se fait voir à moi sous ce parfait image",,,
518,"COSME |Así|es verdad, |porque sólo la hizo él.","COSME |C'est vrai, |parce que lui seul l'a fait.","['Carrille', 'Si le diable devoit emprunter un visage', ""Il eut esté bien sot s'il en eust pris un laid,"", ""Il est, et me croyez, plus qu'un Esprit folet.""]","Carrille|Si le diable devait emprunter un visage|Il eut été bien sot s'il en eût pris un laid,|Il est, et me croyez, plus qu'un Esprit folet.",,,
519,MANUELMás que la luz resplandecen | sus ojos.,MANUELPlus que la lumière qu'ils brillent | ses yeux.,"['Florestan', ""L'esclat de ses yeux brille avec tant de lumiere"", ""Qu'il esbloüit mes yeux, et sille ma paupiere.""]","Florêtan|L'éclat de ses yeux brille avec tant de lumière|Qu'il éblouit mes yeux, et sille ma paupière.",,,
520,COSME |Lo|cierto es |que son sus ojos luceros|del cielo de Lucifer.|,COSME |La vérité est |que ses yeux sont des étoiles|du ciel de Lucifer.|,"['Carrille', ""Voyez vous pas aussi qu'au plus creux de l'Enfer"", 'Elle a pris cet esclat des yeux de Lucifer?']",Carrille|Voyez-vous pas aussi qu'au plus creux de l'Enfer|Elle a pris cet éclat des yeux de Lucifer?,,,
521,MANUEL | Cada cabello es un rayo | del|sol.,MANUEL | Chaque cheveu est un éclair | del|soleil.,[],,,,
522,COSME |Hurtáronlos|de él.,COSME |Ils les ont|volés.,[],,,,
523,MANUEL | Una estrella es cada rizo.|,MANUEL | Une étoile est chaque boucle.|,[],,,,
524,"COSME |Sí será, porque también|se las trujeron acá,|o una parte de las tres.|","COSME |Oui, car ils les ont aussi|amenés ici,|ou une partie des trois.|",[],,,,
525,MANUEL | No vi más rara hermosura.,MANUEL | Je n'ai jamais vu une beauté plus rare.,[],,,,
526,"COSMENo dijeras eso a fe, |si el pie la vieras, porque estos|son malditos por el pie.|","COSME Tu ne dirais pas cela à la foi, |si tu voyais le pied, car ceux-ci|sont maudits par le pied.|",[],,,,
527,"MANUEL | Un asombro|de belleza, | un ángel hermoso es.","MANUEL | Un émerveillement|de beauté, | c'est un bel ange.","['Florestan', ""Je ne luy puis donner d'assez dignes loüanges"", ""Et sans doute je croy qu'elle est du rang des Anges.""]",Florêtan|Je ne notre puis donner d'assez dignes louanges|Et sans doute je crois qu'elle est du rang des Anges.,,,
528,"COSME | Es verdad,|pero patudo.","COSME | C'est vrai, mais stupide.","['Carrille', 'Ouy, mais du rang de ceux qui sont tombez du Ciel,', ""Tout ce que vous voyez n'est qu'artificiel,"", ""Croyez qu'asseurement vous craindrez ses approches,"", 'Si vous voyez ses pieds, avec ses ongles croches']","Carrille|Oui, mais du rang de ceux qui sont tombez du Ciel,|Tout ce que vous voyez n'est qu'artificiel,|Croyez qu'assurement vous craindrez ses approches,|Si vous voyez ses pieds, avec ses ongles croches",,,
529,MANUEL |¿Qué es esto? ¿Qué querrá hacer | con mis papeles?,MANUEL |Qu'est-ce que c'est ? Que voudrez-vous faire | avec mes papiers ?,[],,,,
530,"COSME |Yo|apuesto |que querrá mirar y ver|los que buscas, por que aquí|tengamos menos que hacer,|que es duende muy servicial.|","COSME |Je parie|qu'il voudra regarder et voir|ceux que vous cherchez, car ici|nous avons moins à faire,|c'est un elfe très serviable.|",[],,,,
531,"MANUEL |¡Válgame el cielo! ¿Qué haré?|Nunca me he visto cobarde,|sino sola aquesta vez...|","MANUEL | Le paradis pour moi ! Que vais-je faire ?|Je ne me suis jamais vu comme un lâche,|mais seul cette fois...|","['Florestan', ""Qu'est devenu ce cœur que cy devant j'avois ?"", ""Je n'ay jamais tremblé que cette seule fois.""]",Florêtan|Qu'est devenu ce cœur que ci devant j'avais?|Je n'ai jamais tremblé que cette seule fois.,,,
532,"COSME | Yo sí, muchas.|",COSME | J'en ai beaucoup.|,"['Carrille', 'La frayeur dans mon cœur tant de craintes assemble', ""Que j'ay toujours tremblé, comme encore je tremble.""]","Carrille|La frayeur dans mon cœur tant de craintes assemble|Que j'ai toujours tremblé, comme encore je tremble.",,,
533,"MANUEL |...y, calzado|de prisión de hielo el pie,|tengo el cabello erizado|y cada suspiro es|para mi pecho un puñal,|para mi cuello un cordel.|Mas ¿yo he de tener temor?|¡Vive el cielo, que he de ver|si sé vencer un encanto!|(Llega y ásela.) Ángel, demonio o mujer,|a fe que no has de librarte |de mis manos esta vez.|","MANUEL |...et, chaussé|dans une prison de glace à mon pied,|mes cheveux se dressent|et chaque soupir est|pour ma poitrine un poignard,|pour mon cou une corde.|Mais devrais-je avoir peur ? | Vive le ciel, je verrai si je sais vaincre un charme ! (Il arrive et la saisit.) Ange, démon ou femme,|par la foi tu n'échapperas pas de mes mains cette fois.|","['Florestan', 'Mes cheveux sur mon chef, de crainte herissez', 'Me rendent le cœur lasche, et les sens tousglacez,', ""Mais faut il qu'un soubçon, une idée, un ombrage"", 'Sans aucun fondement, esbranle mon courage ?', ""Il faut voir ce que c'est.""]","Florêtan|Mes cheveux sur mon chef, de crainte hérissez|Me rendent le cœur lâche, et les sens tousglacés,|Mais faut il qu'un soubçon, une idée, un ombrage|Sans aucun fondement, ébranle mon courage?|Il faut voir ce que c'est.",,,
534,,,"['Carrille', ""Il faut voir ce que c'est. Ne soyez pas si fou"", 'De vous joüer du Diable il vous tordroit le cou.']",Carrille|Il faut voir ce que c'est. Ne soyez pas si fou|De vous jouer du Diable il vous tordrait le cou.,,,
535,,,"['Florestan', 'Quoy ? dans mon cœur la peur pouroit elle estre empreinte ?', 'Non non, resolvons nous, banissons toute crainte.', 'Ombre, Ange, Diable, Esprit, femme, ou qui que tu sois', ""Tu n'eschaperas pas de mes mains cette fois"", '(Il la prend au colet.)']","Florêtan|Quoi? dans mon cœur la peur pourrait-elle être empreinte?|Non non, résolvons-nous, bannissons toute crainte.|Ombre, Ange, Diable, Esprit, femme, ou qui que tu sois|Tu n'échapperas pas de mes mains cette fois|(Il la prend au colt.)",,,
536,"ÁNGELA |¡Ay, infelice de mí!|//(Fingida su ausencia fue,|//más ha sabido que yo).|","ANGELA |Oh, comme je suis malheureuse !|//(Son absence était simulée,|//il en savait plus que moi).|","['Angelique (surprise, bas.)', 'Je suis surprise, ô Dieux que je suis miserable !']","Angélique (surprise, bas.)|Je suis surprise, ô Dieux que je suis misérable!",,,
537,COSME |De parte de Dios -aquí es|//Troya del diablo- nos di...|,COSME |De Dieu -c'est|//Troie du Diable- qu'il nous a donné...|,"['Carrille', 'Si tu viens de Dieu parle, et si tu viens du Diable', ""Retourne t'en sur l'heure aux Enfers, sans parler.""]","Carrille|Si tu viens de Dieu parle, et si tu viens du Diable|Retourne t'en sur l'heure aux Enfers, sans parler.",,,
538,ÁNGELA |(Mas yo disimularé).,ANGELA |(Mais je vais dissimuler).,[],,,,
539,COSME |...quién eres y qué nos quieres.,COSME |...qui êtes-vous et qu'attendez-vous de nous ?,"['Florestan', 'Que me veux tu, respons ?']","Florêtan|Que me veux tu, responds?",,,
540,"ÁNGELA |Generoso don Manuel|Enríquez, a quien está|guardado un inmenso bien,|no me toques, no me llegues,|que llegarás a perder|la mayor dicha que el cielo|te previno por merced|del hado que te apadrina|por decretos de su ley.|Yo te escribí aquesta tarde|en el último papel|que nos veríamos presto|y, anteviendo, aquesto fue.|Y pues cumplí mi palabra, |supuesto que ya me ves|en la más humana forma|que he podido elegir, ve|en paz y déjame aquí,|porque aún cumplido no es|el tiempo en que mis sucesos|has de alcanzar y saber.|Mañana los sabrás todos|y mira que a nadie des|parte desto, si no quieres|una gran suerte perder.| | Ve en paz.","ÁNGELA |Généreux Don Manuel|Enríquez, à qui un bien immense est|en réserve,|ne me touche pas, ne m'atteins pas,|car tu finiras par perdre|le plus grand bonheur que le ciel|vous a empêché par la miséricorde| du sort qui vous parraine| par décrets de sa loi.|Je vous ai écrit cet après-midi|dans le dernier journal|que nous nous reverrions bientôt|et, par anticipation, ça y était.|Et bien j'ai tenu parole , |bien sûr, tu me vois déjà|sous la forme la plus humaine| que j'ai pu choisir, va|en paix et laisse-moi ici,|car ce n'est pas encore|le moment où mes événements|tu dois arriver et sachez.|Demain, vous les connaîtrez tous|et assurez-vous que je ne le révèle à personne, si vous ne voulez pas|une grosse chance à perdre.| | Vas en paix.","['angelique (bas.)', 'Que me veux tu, respons ? Il faut dissimuler.', 'Genereux Florestan, à qui seul la Nature', 'Prepare dés long tempsla plus rare adventure', 'Qui soit jamais des Cieux arrivée icy bas,', ""N'approche point de moy, va ne me touche pas,"", ""Songe à ce que tu fais, car s'il te prend envie"", ""De passer plus avant tu perds l'heurde ta vie ;"", 'Tu verras, que jamais sous la voute des Cieux', 'Ne fut homme si fort favorisé des Dieux,', 'Une felicité parfaite, et de durée', ""Qui t'est par ton destinaujourd'hui preparée"", ""T'eschapera des mains, croy moy, si tu pretends"", ""Contre l'arrest du Ciel l'avoir avant le temps."", 'Je ne dis rien icy qui ne soit veritable,', ""Et pour t'en faire foy regarde sur ta table,"", 'Je te laisse un escrit pour la derniere fois,', 'Consulte là dessus Florestan, et me crois;', ""Je t'escris qu'aujourd'huy je me rendray visible"", ""A telle heure qu'il est, il est donc infaillible"", 'Que je ne te mens point si selon ton desir', ""Comme tu le peux voir, j'ay desiré choisir"", 'La plus humaine forme, et la plus raisonnable', ""Que j'ay peu pour me rendre à tes yeux agreable."", 'Ne preten rien de moy que ce que je voudray,', 'Et croy que de tout point je te satisferay', ""Si tu sçais observer l'ordre que je te donne,"", 'Mais pren garde sur tout de le dire à personne,', 'Et croy que tu seras mal heureux à jamais', 'Si tu ne te resous de me laisser en paix.']","Oangélique (bas.)|Que me veux tu, responds? Il faut dissimuler.|Généreux Florêtan, à qui seul la Nature|Prépare dès longtempla plus rare adventure|Qui soit jamais des Cieux arrivée ici bas,|N'approche point de moi, va ne me touche pas,|Songe , à ce que tu fais, car s'il te prend envie|De passer plus avant tu perds l'heurde ta vie;|Tu verras, que jamais sous la voûte des Cieux|Ne fut homme si fort favorisé des Dieux,|Une félicité parfaite, et de durée|Qui t'est par ton destinaujourd'hui préparée|T'échappera des mains, crois-moi, si tu prétends|Contre l'arrêt du Ciel l'avoir avant le temps.|Je ne dis rien ici qui ne soit véritable,|Et pour t'en faire foi regarde sur ta table,|Je te laisse un écrit pour la dernière fois,|Consulte là-dessus Florêtan, et me crois;|Je t'écris qu'aujourd'hui je me rendrai visible|A telle heure qu'il est, il est donc infaillible|Que je ne te mens point si selon ton désir|Comme tu le peux voir, j'ai désiré choisir|La plus humaine forme, et la plus raisonnable|Que j'ai peu pour me rendre à tes yeux agréable.|Ne prétends rien de moi que ce que je voudrai,|Et crois que de tout point je te satisferai|Si tu sais observer l'ordre que je te donne,|Mais pren garde surtout de le dire à personne,|Et crois que tu seras malheureux à jamais|Si tu ne te résous de me laisser en paix.",,,
