,montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Cost,Operation Type
823,"('#andromaque', ""Penses-tu mes tourments consoler à crédit ?  Je garde trop au coeur ce que tu m'as prédit,  Pour m'allaiter encor d'une espérance folle ;  Comme le criminel qu'on mène de parole  Fol, s'aveugle soi-même au malheureux succès,  Tandis qu'un Juge entier travaille à son procès.  Ô douleur incroyable ! Ô tristesse commune !  Ô courage inflexible ! Ô maudite fortune !  Ô support de nos Dieux follement espéré !  Ô mal indubitable aux Troyens préparé !  Pleurez, Dames, pleurez vos maris et vos frères,  Pleurez les fers de Troie, et vos propres misères. "")","('#andromaque', ""Oh !  Non, Hélène !  Vous sentez bien ce qu'elle sera, cette lutte.  Le sort ne prend pas tant de précautions pour un combat vulgaire.  Il veut construire l'avenir sur elle, l'avenir de nos races, de nos peuples, de nos raisonnements.  Et que nos idées et que notre avenir soient fondés sur l'histoire d'une femme et d'un homme qui s'aimaient, ce n'est pas si mal.  Mais il ne voit pas que vous n'êtes qu'un couple officiel...  Penser que nous allons souffrir, mourir, pour un couple officiel, que la splendeur ou le malheur des âges, que les habitudes des cerveaux et des siècles vont se fonder sur l'aventure de deux êtres qui ne s'aimaient pas, c'est là l'horreur."")",0.43,Substitution
824,,"('#helene', 'Si tous croient que nous nous aimons, cela revient au même.')",1.0,Deletion
825,"('#le-choeur', ""C'est donner trop de cours à votre passion,  » Chaste épouse d'Hector, par cette affliction  » Et par ce vain transport s'en aigrit la colère  » Des Dieux dont nous cherchons la faveur salutaire. "")","('#andromaque', ""Ils ne le croient pas.  Mais aucun n'avouera qu'il ne le croit pas.  Aux approches de la guerre, tous les êtres sécrètent une nouvelle sueur, tous les événements revêtent un nouveau vernis, qui est le mensonge.  Tous mentent.  Nos vieillards n'adorent pas la beauté, ils s'adorent eux-mêmes, ils adorent la laideur.  Et l'indignation des Grecs est un mensonge.  Dieu sait s'ils se moquent de ce que vous pouvez faire avec Pâris, les Grecs !  Et leurs bateaux qui accostent là-bas dans les banderoles et les hymnes, c'est un mensonge de la mer.  Et la vie de mon fils, et la vie d'Hector vont se jouer sur l'hypocrisie et le simulacre, c'est épouvantable !"")",1.23,Substitution
826,,"('#helene', 'Alors ?')",1.0,Deletion
827,"('#andromaque', ""Qu'on ne m'arrête plus aux charmes de l'espoir,  Tout est perdu pour moi : je ne m'attends plus voir  Ce misérable Hector dont j'ai l'âme ravie,  Ou si je le dois voir il doit être sans vie.  Dedans moi comme flots s'abîment les malheurs,  Dedans moi comme traits pénètrent les douleurs,  Comme orages dans moi les tristesses s'émeuvent.  Mon coeur est un Enfer, toutes rages s'y trouvent. "")","('#andromaque', ""Alors je vous en supplie, Hélène.  Vous me voyez là pressée contre vous comme si je vous suppliais de m'aimer.  Aimez Pâris !  Ou dites-moi que je me trompe !  Dites-moi que vous vous tuerez s'il mourait.  Que vous accepterez qu'on vous défigure pour qu'il vive !...  Alors la guerre ne sera plus qu'un fléau, pas une injustice.  J'essaierai de la supporter."")",0.39,Substitution
828,,"('#helene', ""Chère Andromaque, tout cela n'est pas si simple.  Je ne passe point mes nuits, je l'avoue, à réfléchir sur le sort des humains, mais il m'a toujours semblé qu'ils se partageaient en deux sortes.  Ceux qui sont, si vous voulez, la chair de la vie humaine.  Et ceux qui en sont l'ordonnance, l'allure.  Les premiers ont le rire, les pleurs, et tout ce que vous voudrez en sécrétions.  Les autres ont le geste, la tenue, le regard.  Si vous les obligez à ne faire qu'une race, cela ne va plus aller du tout.  L'humanité doit autant à ses vedettes qu'à ses martyrs."")",1.0,Deletion
829,,"('#andromaque', 'Hélène !')",1.0,Deletion
830,"('#le-choeur', ""Tenez ferme la bride à ce ravissement ;  Rentrez dedans vous-même et sortez du tourment  Qui gêne votre esprit, quand la fureur déborde,  C'est comme un fier Torrent qui sans miséricorde  Emporte ce qu'il trouve, et n'arrête ses pas  Qu'il n'ait victorieux mis la raison à bas. "")","('#helene', ""D'ailleurs vous êtes difficile...  Je ne le trouve pas si mal que cela, mon amour.  Il me plaît, à moi.  Évidemment cela ne tire pas sur mon foie ou ma rate quand Pâris m'abandonne pour le jeu de boules ou la pêche au congre.  Mais je suis commandée par lui, aimantée par lui.  L'aimantation, c'est aussi un amour, autant que la promiscuité.  C'est une passion autrement ancienne et féconde que celle qui s'exprime par les yeux rougis de pleurs ou se manifeste par le frottement.  Je suis aussi à l'aise dans cet amour qu'une étoile dans sa constellation.  J'y gravite, j'y scintille, c'est ma façon à moi de respirer et d'étreindre.  On voit très bien les fils qu'il peut produire, cet amour, de grands êtres clairs, bien distincts, avec des doigts annelés et un nez court.  Qu'est-ce qu'il va devenir, si j'y verse la jalousie, la tendresse et l'inquiétude !  Le monde est déjà si nerveux : voyez vous-même !"")",0.48,Substitution
831,"('#andromaque', ""Si jusques au tombeau le désespoir m'emporte  Il me sera bien doux en sa rigueur plus forte :  Car je suis résolue à mourir paravant  Qu'Hector mon bien, mon tout, cesse d'être vivant. "")","('#andromaque', ""Versez-y la pitié, Hélène.  C'est la seule aide dont ait besoin le monde."")",1.06,Substitution
832,"('#le-choeur', ""Quoique ce seul désir règne dedans votre âme,  Retardez-en l'effet, ô magnanime Dame,  Pour jouir de la joie où baigneront vos yeux  Tantôt qu'il reviendra sur un char glorieux  Suivi par le pavé d'une pompe Guerrière. "")","('#helene', 'Voilà, cela devait venir, le mot est dit.')",1.23,Substitution
833,"('#andromaque', 'Mais plutôt étendu dans une longue bière,  Prêt de mettre au tombeau sa dernière maison.  Si je veux donc mourir ai-je pas bien raison ? ')","('#andromaque', 'Quel mot ?')",1.84,Substitution
834,"('#le-choeur', ""Votre appréhension qui toujours continue,  Vous ombrage l'esprit d'une grossière nue  À travers de laquelle un péril fort léger  Se transforme à vos yeux en extrême danger. "")","('#helene', 'Le mot pitié.  Adressez-vous ailleurs.  Je ne suis pas très forte en pitié.')",1.62,Substitution
835,"('#andromaque', ""L'âme n'est pas toujours de son sort ignorante. "")","('#andromaque', 'Parce que vous ne connaissez pas le malheur !')",0.85,Substitution
836,"('#le-choeur', 'Telle pour son malheur est accorte et savante. ')","('#helene', ""Je le connais très bien.  Et les malheureux aussi.  Et nous sommes très à l'aise ensemble.  Tout enfant, je passais mes journées dans les huttes collées au palais, avec les filles de pêcheurs, à dénicher et à élever des oiseaux.  Je suis née d'un oiseau, de là, j'imagine, cette passion.  Et tous les malheurs du corps humain, pourvu qu'ils aient un rapport avec les oiseaux, je les connais en détail : le corps du père rejeté par la marée au petit matin, tout rigide, avec une tête de plus en plus énorme et frissonnante car les mouettes s'assemblent pour picorer les yeux, et le corps de la mère ivre plumant vivant notre merle apprivoisé, et celui de la soeur surprise dans la haie avec l'ilote de service au-dessous du nid de fauvettes en émoi.  Et mon amie au chardonneret était difforme, et mon amie au bouvreuil était phtisique.  Et malgré ces ailes que je prêtais au genre humain, je le voyais ce qu'il est, rampant, malpropre, et misérable.  Mais jamais je n'ai eu le sentiment qu'il exigeait la pitié."")",1.7,Substitution
837,,"('#andromaque', 'Parce que vous ne le jugez digne que de mépris.')",1.0,Deletion
838,"('#andromaque', 'La mienne est de ce rang : car pour ne celer rien,  Je vois plus clair au mal que je ne fais au bien. ')","('#helene', ""C'est à savoir.  Cela peut venir aussi de ce que, tous les malheureux, je les sens mes égaux, de ce que je les admets, de ce que ma santé, ma beauté et ma gloire, je ne les juge pas très supérieures à leur misère.  Cela peut être de la fraternité."")",1.03,Substitution
839,,"('#andromaque', 'Vous blasphémez, Hélène.')",1.0,Deletion
840,"('#le-choeur', ""Mais il faut que l'espoir en modère la crainte.  Par quoi, si la raison n'est dedans vous éteinte,  Ramassez l'espérance et dissipez la peur.  » Il vaut mieux avoir mal qu'avoir faute de coeur. "")","('#helene', ""Les gens ont pitié des autres dans la mesure où ils auraient pitié d'eux-mêmes.  Le malheur ou la laideur sont des miroirs qu'ils ne supportent pas.  Je n'ai aucune pitié pour moi.  Vous verrez, si la guerre éclate.  Je supporte la faim, le mal sans souffrir, mieux que vous.  Et l'injure.  Si vous croyez que je n'entends pas les Troyennes sur mon passage !  Et elles me traitent de garce !  Et elles disent que le matin j'ai l'oeil jaune.  C'est faux ou c'est vrai.  Mais cela m'est égal, si égal !\n"")",0.99,Substitution
841,,"('#andromaque', 'Arrêtez-vous, Hélène !')",1.0,Deletion
842,"('#andromaque', ""Voici venir Priam. Ha, père misérable,  Quelle vigueur as-tu que le deuil ne t'accable ! "")","('#helene', ""Et si vous croyez que mon oeil, dans ma collection de chromos en couleurs, comme dit votre mari, ne me montre pas parfois une Hélène vieillie, avachie, édentée, suçotant accroupie quelque confiture dans sa cuisine !  Et ce que le plâtre de mon grimage peut éclater de blancheur !  Et ce que la groseille peut être rouge !  Et ce que c'est coloré et sûr et certain !...  Cela m'est complètement indifférent."")",1.25,Substitution
843,,"('#andromaque', 'Je suis perdue...')",1.0,Deletion
844,,"('#helene', ""Pourquoi ?  S'il suffit d'un couple parfait pour vous faire admettre la guerre, il y a toujours le vôtre, Andromaque."")",1.0,Deletion
845,,"('#oiax', 'Où est-il ?  Où se cache-t-il ?  Un lâche !  un Troyen !')",1.0,Deletion
846,,"('#hector', 'Qui cherchez-vous ?')",1.0,Deletion
847,,"('#oiax', 'Je cherche Pâris...')",1.0,Deletion
848,,"('#hector', 'Je suis son frère.')",1.0,Deletion
849,,"('#oiax', 'Belle famille !  Je suis Oiax !  Qui es-tu ?\n')",1.0,Deletion
850,"('#priam', ""Hécube, notre Hector s'est dérobé de nous. "")","('#hector', ""On m'appelle Hector."")",0.37,Substitution
851,,"('#oiax', ""Moi je t'appelle beau-frère de pute !"")",1.0,Deletion
852,,"('#hector', 'Je vois que la Grèce nous a envoyé des négociateurs.  Que voulez-vous ?')",1.0,Deletion
853,,"('#oiax', 'La guerre !')",1.0,Deletion
854,"('#hecube', ""On me le dit ainsi, j'en tremble de courroux. "")","('#hector', 'Rien à espérer.  Vous la voulez pourquoi ?')",1.42,Substitution
855,,"('#oiax', 'Ton frère a enlevé Hélène.')",1.0,Deletion
856,"('#priam', ""J'appréhende ce jour ; car il nous est contraire. "")","('#hector', ""Elle était consentante, à ce que l'on m'a dit."")",1.54,Substitution
857,,"('#oiax', ""Une Grecque fait ce qu'elle veut.  Elle n'a pas à te demander la permission.  C'est un cas de guerre."")",1.0,Deletion
858,,"('#hector', 'Nous pouvons vous offrir des excuses.')",1.0,Deletion
859,,"('#oiax', ""Les Troyens n'offrent pas d'excuses.  Nous ne partirons d'ici qu'avec votre déclaration de guerre."")",1.0,Deletion
860,,"('#hector', 'Déclarez-la vous-mêmes.')",1.0,Deletion
861,,"('#oiax', 'Parfaitement, nous la déclarerons, et dès ce soir.')",1.0,Deletion
862,,"('#hector', ""Vous mentez.  Vous ne la déclarerez pas.  Aucune île de l'archipel ne vous suivra si nous ne sommes pas les responsables...  Nous ne le serons pas."")",1.0,Deletion
863,,"('#oiax', 'Tu ne la déclareras pas, toi, personnellement, si je te déclare que tu es un lâche ?')",1.0,Deletion
864,,"('#hector', ""C'est un genre de déclaration que j'accepte."")",1.0,Deletion
865,,"('#oiax', ""Je n'ai jamais vu manquer à ce point de réflexe militaire !...  Si je te dis ce que la Grèce entière pense de Troie, que Troie est le vice, la bêtise ?..."")",1.0,Deletion
866,"('#hecube', ""C'est grand cas voirement qu'on ne l'ait su distraire. "")","('#hector', ""Troie est l'entêtement.  Vous n'aurez pas la guerre."")",1.07,Substitution
867,,"('#oiax', 'Si je crache sur elle ?\n')",1.0,Deletion
868,,"('#hector', 'Crachez.')",1.0,Deletion
869,,"('#oiax', 'Si je te frappe, toi son prince ?')",1.0,Deletion
870,"('#priam', ""Et c'est aussi le point qui me trouble plus fort. "")","('#hector', 'Essayez.')",1.18,Substitution
871,,"('#oiax', 'Si je te frappe en plein visage le symbole de sa vanité et de son faux honneur ?')",1.0,Deletion
872,"('#hecube', 'Ô bons Dieux ! Détournez la menace du sort. ')","('#hector', 'Frappez...')",1.19,Substitution
873,,"('#oiax', 'Voilà...  Si madame est ta femme, madame peut être fière.')",1.0,Deletion
874,,"('#hector', 'Je la connais...  Elle est fière.')",1.0,Deletion
875,,"('#demokos', 'Quel est ce vacarme !  Que veut cet ivrogne, Hector ?')",1.0,Deletion
876,,"('#hector', ""Il ne veut rien.  Il a ce qu'il veut."")",1.0,Deletion
877,,"('#demokos', 'Que se passe-t-il, Andromaque ?')",1.0,Deletion
878,"('#priam', '» Quelle barrière arrête un généreux courage ! ')","('#andromaque', 'Rien.')",1.12,Substitution
879,,"('#oiax', 'Deux fois rien.  Un Grec gifle Hector, et Hector encaisse.')",1.0,Deletion
880,"('#hecube', 'Mais quoi ? Les autres fois il me semblait si sage. ')","('#demokos', ""C'est vrai, Hector ?"")",1.31,Substitution
881,,"('#hector', ""Complètement faux, n'est-ce pas Hélène ?"")",1.0,Deletion
882,,"('#helene', 'Les Grecs sont très menteurs.  Les hommes grecs.')",1.0,Deletion
883,"('#priam', ""Il l'est toujours beaucoup, mais il brûle d'honneur. "")","('#oiax', ""C'est de nature qu'il a une joue plus rouge que l'autre ?"")",1.92,Substitution
884,"('#hecube', '» On doit à la raison mesurer son bonheur. ')",,1.0,Insertion
885,"('#priam', 'Il espère toujours avoir Mars favorable. ')","('#hector', 'Oui.  Je me porte bien de ce côté-là.')",1.55,Substitution
886,,"('#demokos', 'Dis la vérité, Hector.  Il a osé porter la main sur toi ?')",1.0,Deletion
887,,"('#hector', ""C'est mon affaire."")",1.0,Deletion
888,"('#hecube', 'Plusieurs sous tel espoir ont un sort lamentable. ')",,1.0,Insertion
889,"('#priam', ""Grand auteur des combats, plaise-toi l'assister. "")","('#demokos', ""C'est affaire de guerre.  Tu es la stature même de Troie."")",1.2,Substitution
890,,"('#hector', 'Justement.  On ne gifle pas les statues.')",1.0,Deletion
891,,"('#demokos', ""Qui es-tu, brute ?  Moi, je suis Demokos, second fils d'Achichaos !"")",1.0,Deletion
892,,"('#oiax', ""Second fils d'Achichaos ?  Enchanté.  Dis-moi, cela est-il aussi grave de gifler un second fils d'Achichaos que de gifler Hector ?"")",1.0,Deletion
893,"('#hecube', ""Avec lui je t'en prie, ô Sauveur Jupiter. "")","('#demokos', ""Tout aussi grave, ivrogne.  Je suis le chef du Sénat.  Si tu veux la guerre, la guerre jusqu'à la mort, tu n'as qu'à essayer."")",1.29,Substitution
894,"('#priam', 'Allons en rechercher plus certaine nouvelle. ')","('#oiax', ""Voilà...  J'essaie. Il gifle Demokos."")",1.84,Substitution
895,,"('#demokos', 'Troyens !  Soldats !  Au secours !')",1.0,Deletion
896,"('#hecube', 'Je vois son Andromaque et Cassandre avec elle. ')","('#hector', 'Tais-toi, Demokos.')",1.5,Substitution
897,"('#priam', 'Les voilà toutes deux, Hécube, approchons-nous. ')","('#demokos', 'Aux armes !  On insulte Troie !  Vengeance !')",1.56,Substitution
898,"('#hecube', 'Mes filles, venez çà ; parlez, que faites-vous ? ')","('#hector', 'Je te dis de te taire.')",1.52,Substitution
899,,"('#demokos', ""Je crierai !  J'ameuterai la ville !"")",1.0,Deletion
900,,"('#hector', 'Tais-toi !...  Ou je te gifle !')",1.0,Deletion
901,"('#andromaque', 'Nous pleurons par avance, ô Reine vénérable,  De notre grand Hector le malheur lamentable. ')","('#demokos', 'Priam !  Anchise !  Venez voir la honte de Troie.  Elle a Hector pour visage.\n')",0.74,Substitution
902,,"('#hector', ""Tiens ! Hector a giflé Demokos. Oiax s'esclaffe."")",1.0,Deletion
903,"('#hecube', 'Pourquoi le pleurez-vous au comble de son heur ? ')","('#priam', 'Pourquoi ces cris, Demokos ?')",1.08,Substitution
904,,"('#demokos', ""On m'a giflé."")",1.0,Deletion
905,,"('#oiax', 'Va te plaindre à Achichaos !')",1.0,Deletion
906,,"('#priam', ""Qui t'a giflé ?"")",1.0,Deletion
907,,"('#demokos', 'Hector !  Oiax !  Hector !  Oiax !')",1.0,Deletion
