,mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Cost,Operation Type
372,"('#mironte', ""C'est de quoi je me plains, et me sens offensé :  Le mal vient assez tôt, sans qu'il soit avancé ;  De l'attirer à nous par soupçon et par crainte,  C'est prendre un vrai tourment d'une ombre, et d'une feinte,  C'est témoigner du coeur dans une lâcheté,  Et combattre un Lion qu'on aurait acheté ;  Le mal, qui n'adviendrait, dès qu'il est craint, arrive.  Dans la peur du futur le présent nous captive ;  Remettez-vous, ma Nièce, et quittez ces humeurs,  Qui vous troublent les sens, et qui font que je meurs ;  Rendez-moi mes plaisirs, reprenant votre joie. "")","('#elyse', ""Ménipe par ma voix vous conjure au surplus  De ne vous point aigrir en discours superflus,  De trahir leurs soupçons, brider votre colère,  Les empêcher de voir plus outre en ce mystère ;  Surtout de mettre au feu les lettres, les écrits  Qui touchent le dessein, de crainte d'être pris. "")",0.27,Substitution
373,"('#camille', ""Jamais, qu'il ne revienne, et que je ne le voie. "")","('#camille', 'Je ne le puis ; voilà ce qui me tient en peine,  Sans cela je rirais de leur poursuite vaine. ')",1.29,Substitution
374,"('#mironte', 'Nous touchons à ce jour qui doit le ramener. ')",,1.0,Insertion
375,"('#camille', ""Jour qui flatte ma vie, ou la doit terminer ;  Si tu ne veux, ô Ciel ! À mes larmes le rendre,  Permets à ma douleur ce qu'elle ose entreprendre. "")","('#elyse', ""Encore n'avons-nous qu'à louer le destin,  Qui toujours à vos maux trouve une douce fin ;  Par Ménipe il travaille en celui-ci sans doute. "")",0.21,Substitution
376,"('#cloriande', ""Il s'en est allé, le Tigre, sans me voir,  Sans joindre autre faveur à celle du devoir ?  Il s'en est donc allé ? Ce fugitif Énée  Pour tromper deux Didons n'a pris qu'une journée :  Cours, infidèle, cours : mais non, reviens ici ;  Je suis plus que jamais soumise à ta merci,  Ton départ me plaira, prends mon coeur à ta suite,  Et laisse-moi le tien pour vivre dans ta fuite,  Tout cruel, tout ingrat je ne le puis haïr,  Tu portes un rocher, comment peux-tu fuir ?  Le laissant, ton absence aura même mes charmes,  Moi, je le nourrirai de mes feux, de mes larmes.  Mais que veux-je ? Ou que dis-je ? Ah ! C'est battre le vent ;  Ma Soeur l'a déchargé de ce fardeau vivant.  Fais gloire de l'avoir, je te le veux bien vendre,  Infâme à le laisser de même qu'à le prendre,  De mort, ou de prison tu me le dois payer ;  Ma passion se veut en ta perte égayer ;  Il faut qu'à ma langueur tu serves de victime,  Que du mal qu'on me fait je me venge en ton crime,  Que j'allège en tes maux ma honte et ma douleur,  Que sur toi enfin tombe tout ce malheur ;  Mon frère instruit déjà de ses sourdes menées,  À ma discrétion je tiens tes destinées ;  Ta vie entre mes mains qui balancent ton sort  N'attend plus qu'à mon gré les tourments, ou la mort ;  Ton destin, ni ton Dieu n'est que ma fantaisie ;  Jamais on ne trouva plus forte jalousie ;  Je règne en mes desseins, je puis ce que je veux,  Tout cède à mon esprit, s'il ne cède à mes feux ;  J'ai de l'art à couver les feintes que je cache ;  Je la ferai languir, sans que même elle sache  D'où lui viendra ce coup, et cette charité.  Quelle pointe de feu perce un coeur irrité ?  Ah ! Trop mauvaise Soeur, qu'ai-je fait ? Et que dis-je ?  Tout mon sang ou d'horreur ou de pitié se fige ;  À ta perte, ma Soeur, ai-je pu consentir ?  Le sang, et l'amitié ne peuvent pas mentir :  Je sens mille serpents qui courent par mes veines,  Et mon impiété de soi tire ses peines ;  Trahir qui me chérit, une Amie, une Soeur,  De qui l'esprit n'était que paix et que douceur,  Une, qui ne vivait que dans ma confidence,  Qu'on ne peut qu'en ce choix accuser d'imprudence ?  Ô prodige ! Et, perfide, ai-je pu l'offenser ?  L'amitié se doit-elle ainsi récompenser ?  Et puis, que l'on s'y fie ; Ô quelle confidente !  Qu'on est malaisément amoureuse, et prudente !  Je serai l'une et l'autre ; et je crois que l'Amour,  Puisqu'il me l'a fait faire, excusera ce tour ;  À qui des deux enfin suis-je plus obligée ?  Qu'en délivrant ma Soeur, je demeure engagée ?  Si je ne la pouvais servit que contre moi ?  Toujours notre intérêt fait la première Loi,  Non, le bien d'un ami ne va qu'après le nôtre ;  Faudrait-il nous haïr, pour bien aimer un autre ?  Moi, j'attache à mon bien ma libre volonté,  C'est avoir plus d'esprit, d'avoir moins de bonté ;  Et puisque toutes deux nous sommes dans l'injure,  Qu'une n'en peut sortir, sans que l'autre l'endure ;  Échappe qui pourra, le sort est arrêté,  Oui, que le dé demeure au point qu'on l'a jeté.  Tais-toi, pitié, dans moi tes pointes sont faussées,  Je ne t'écoute plus, j'ai bien d'autres pensées ;  Et comme si l'Amour m'avait voulu choisir  Pour un but à ses traits, je n'ai pas le loisir  Se soupirer un mal, qu'un autre me fait plaindre,  Toujours à les souffrir, ou toujours à les craindre :  Aristandre me quitte, et Vachles me poursuit ;  Cet Amant m'importune, et cet autre me fuit ;  Ils font également le soin qui me dévore,  Celui qui me dédaigne, et celui qui m'adore,  L'absence et la présence affligent mes esprits ;  Vachles n'est à mes yeux qu'un objet de mépris,  Que sa témérité fit perdre dans ma vue,  Et pour aimer trop haut, embrasser une nue,  Une foudre plutôt, qui le précipita,  Et, qui toujours perdu sans repos l'agita,  Jusqu'à ce qu'un destin dissipant la tempête  Dans Brunswick à couvert il put mette sa tête ;  Depuis, à ce qu'il dit, cette agréable erreur  Sans espoir a toujours augmenté sa fureur ;  Tant qu'ayant pris enfin un sujet d'Ambassade,  Il est venu chercher à son âme malade  Le remède qu'il croit trouver dedans mes yeux,  Papillon qui s'y brûle, et ne fait rien de mieux.  Certes sa passion trouverait son estime  Vers une autre que moi, qui la tiens pour un crime ;  Il connaît bien sa perte, et demande à périr,  Dans une belle Fable Icare il veut mourir ;  Il mérite en sa foi : mais c'est trop entreprendre,  Un Dieu n'irait que mal sur les pas d'Aristandre ;  La grâce est en lui seul, hors de lui la beauté  N'est qu'un Soleil sans force, et dans l'obscurité,  La valeur est sans âme, et le feu n'est que glace ;  Auprès de lui l'Amour aurait mauvaise grâce ;  Et de voir après lui Vachles faire sa Cour,  Dieu ! Qu'est-ce, que souffrir la nuit après le jour ?  Autre que mon Français n'a d'appas, ni de piège ;  Vachles pense me plaire, importun il m'assiège,  Et l'ardeur qui le porte aux devoirs qu'il me rend  Me donne plus de peine encore qu'il n'en prend ;  Je souffre plus que lui, quand je fais qu'il endure,  Plus je lui fais de mal, obstiné plus il dure ;  Subtil il sait montrer et cacher son ardeur  Sous cette qualité qu'il a d'Ambassadeur,  Si bien qu'en même temps de deux traits combattue  Mon amour me fait vivre, et la sienne me tue ;  Punie en la fureur où je suis aujourd'hui,  Cieux ! Ne me blessez pas des sottises d'autrui,  Je prendrai mon tourment à faveur, et pour grâce.  Mais quelque autre en mon coeur vient prendre encore place ;  Ne voici pas le bras de mon impiété ? "")","('#camille', ""Le Ciel t'en veut ouïr, s'il est juste il m'écoute. "")",0.93,Substitution
377,"('#coryleon', ""L'infâme ! Elle en mourra ; son sort est arrêté. "")","('#elyse', 'Ne faut-il pas, Madame, enfin vous retirer ?  Comment passer la nuit ? ')",1.75,Substitution
378,"('#cloriande', ""Non, mon frère, un peu moins ; quoi donc ? À vous entendre  On dirait que ma Soeur n'est déjà plus que cendre. "")","('#camille', ""À rien qu'à soupirer :  Mange, dors, si tu veux ; moi, je ne veux rien prendre,  Ni vivres, ni sommeil, afin qu'il puisse apprendre,  Le Tyran, comme il faut traiter ma qualité. "")",0.95,Substitution
379,"('#coryleon', 'Dites-la ma Mégère, et non pas votre Soeur. ')","('#elyse', 'Madame… ')",1.84,Substitution
380,"('#cloriande', ""De Prince, et de Mari, serez-vous oppresseur ?  Je courrai son destin, je lui suis trop unie ;  Quel mouvement vous tient ? Bon Dieu ! Quelle manie ?  Faut-il sue l'incertain s'aigrir de la façon ?  Faut-il tant élever de bruit sur un soupçon ? "")","('#camille', ""Laisse-moi, ce dessein limité  Porte moins de fureur, crois moi, que d'artifice. "")",0.15,Substitution
381,"('#coryleon', 'Un soupçon ? Mais plutôt une preuve assurée  De son honneur perdu, de sa foi parjurée. ')","('#elyse', ""Artifice cruel, qui va jusqu'au supplice. "")",1.65,Substitution
382,"('#cloriande', ""Nullement ; j'oserais, malgré ma passion,  La pleiger vertueuse en son intention ;  Et le mal est petit, s'il n'est que de la sorte. "")","('#camille', ""Bien, je me veux punir ainsi de mon courroux :  La crainte en nous perdant de répondre de nous  Les jettera peut-être en quelque complaisance ;  Pour ne vouloir dormir ni vivre en leur présence  Mes Gardes me lairront la chambre en liberté ;  Et je n'ai rien perdu, ce point seul emporté :  Qu'on ne m'en parle plus ; je puis, je veux le faire :  Si tu m'aimes, tu dois en cela me complaire"")",0.0,Match
383,,"('#elyse', ""Retirons-nous au moins d'une si noire nuit. "")",1.0,Deletion
384,,"('#camille', ""Allons, tout mon repos n'est plus que dans le bruit. "")",1.0,Deletion
385,"('#coryleon', ""C'est trop, vous voulez peindre une personne morte ;  La plus belle couleur qu'on lui puisse donner… "")",,1.0,Insertion
386,"('#cloriande', ""Mais à votre transport, c'est de lui pardonner  Une erreur sans dessein, et je dirai sans crime,  Une faute, qui n'a de foi qu'en votre estime. "")","('#roseline', ""Horreur de ces lieux où je suis, Qui me souffrent avecque peine, Que je trouble de mes ennuis, Et j'offense de mon haleine ; Infâme jouet du malheur, Vois que le jour perd sa couleur; Qu'à ton objet, il se retire, Que le soleil pâlit à l'abord de ces lieux, Que l'air sous tes plaintes soupire Profané dans ta bouche, infecte de tes yeux. Ici désirant de périr  Dans les assauts que je me livre, On m'a condamné à mourir, Et j'y suis contrainte de vivre : En vain j'anime ma raison A courir au fer, au poison, La mort se rit de ma poursuite ; Elle qui force tout, s'épargne à me toucher, Sa cruauté vient de sa fuite; Et je vis seulement afin de la chercher. Pour rendre infinis mes tourments Mon supplice est joint à ma vie, Et pour mourir à tous moments Jamais elle ne m'est ravie ; Elle conserve sa vigueur  À faire durer ma langueur ;  Mon plus grand mal est ma constance :  Et le Ciel, ce vrai jour des esprits aveuglés,  Me fait vivre par pénitence  D'avoir fait à la mort tant de voeux déréglés. Arrière ces lâches désirs,  Par qui ma honte découverte  Me figurait de faux plaisirs  Dedans ma véritable perte ;  Ce désespoir est écarté,  Mon âme reprend sa clarté,  Je viens au Ciel par le naufrage ;  Contre ces vains soupirs il me fait soupirer,  Et me dit que même en l'orage  C'est mériter la mort que de la désirer.  Il est vrai que ma passion,  Aux désirs que la rage imprime  De mourir dans l'affliction,  De mon erreur a fait un crime :  Mon courage presque innocent  Dans le feu d'amour languissant,  Pouvait l'éteindre de mes larmes ;  N'avoir péché qu'en songe, et souffrir en effet,  C'était par de célestes charmes  En effacer le mal, avant de l'avoir fait.  Que le Ciel se plaît en ses coups  De tenter notre résistance !  Que les marques de son courroux  Soient celles de notre constance !  Souvent l'esprit est combattu  Pour faire éclater sa vertu,  Il s'élève de ses ruines ;  Et celui, dont le soin nourrit tant d'animaux,  Sait joindre les fleurs aux épines,  Et tirer nos plaisirs du milieu de nos maux.  C'est aussi dans l'obscurité  Que j'ai trouvé cette lumière,  Dans un songe la vérité,  Ma gloire en ma honte première ;  Ce Soleil me vient de la nuit,  Je me suis quand chacun me fuit ;  Le faux éclat d'un Diadème,  Ces titres, ces honneurs, pour m'être défendus  Font que je me gagne moi-même,  Et trouve le prix des biens que j'ai perdus.  Que je me plais dans mes travaux !  Que je me flatte en ma victoire !  Mon esprit revient aux assauts,  Et triomphe dans ma mémoire :  J'y vois de nouveau la fureur  S'animer contre ma terreur,  Ici l'outrage, là mes plaintes ;  Mes larmes, mes soupirs, ma honte, ma prison,  Et mes plus sensibles atteintes  Choquent le désespoir, et flattent ma raison.  Cet antre tapissé de deuil,  Figure de mon infamie,  Où ; comme dedans un cercueil,  La clarté meurt toute blêmie ;  Bien qu'il soit lieu d'un noir dessein,  Qu'il couve la Parque dans son sein,  Que l'horreur partout s'y promène,  Je vois qu'il s'éclaircit, et ce divin Soleil  Qui dissipe et chasse ma peine  Porte jusqu'aux objets son éclat nonpareil.  Ici tout s'accorde à mes sens,  Pour me plaindre en ces lieux funèbres  Les murs demandent des accents  Et des soupirs à ces ténèbres ;  L'air qui semblait empoisonné  Y tient Zéphyr emprisonné,  Je ne marche que sur des roses ;  Ce n'est que marbre et qu'or, ces pierres et ce fer ;  Mon coeur y change toutes choses,  Et fait son Paradis du lieu de mon Enfer.  Elle paraît dans une chambre tendue de noir où elle est condamnée à passer le reste de ses jours en prison perpétuelle."")",0.6,Substitution
387,"('#coryleon', ""Ma foi vient de la vôtre ; et quoi ? Vous démentir ?  Que je flatte ma honte, et sans m'en ressentir ? "")",,1.0,Insertion
388,"('#cloriande', ""Je la ressentirais moi-même la première ;  Mais voulez-vous fermer les yeux à la lumière,  De crainte qu'éclairci vous vous trouviez heureux ?  Pour lui nuire, faut-il vous être rigoureux  Premier qu'en ce dépit votre amour la querelle,  Prenez sa cause en main, et disputer pour elle ;  Et quoi ? Pour estimer un homme si parfait,  Pour l'avoir accueilli de caresse en effet,  L'avoir vu de bon oeil, chéri sa compagnie,  Honoré ses vertus, doit-elle être punie ?  Pour l'avoir regretté dans son éloignement,  A-t-elle mérité ce mauvais traitement ?  Elle, et moi, l'avons fait ; mais autant pour vous plaire,  Que pour bien qu'on voulût à ce doux Adversaire :  Tournerez-vous en crime un effet si flatteur,  Dont vous êtes la cause, et l'exemple, et l'auteur ?  Il faut doncque bannir toute la gentillesse,  N'oser voir, ni parler ; est-ce vivre en Princesse ?  On peut honnêtement suivre la liberté. "")","('#felismon', ""À la fin, nous verrons l'effet de l'entreprise ;  J'ai fait toucher l'argent, il n'est plus de remise,  Adraste n'attend plus que l'heure de venir ;  Je vais trouver Camille, et l'en entretenir.  Mais la Ville à l'entrée a fait mon sang de glace,  Elle m'est apparue avec une autre face,  Les soldats à la porte, et le peuple alarmé  Ont tenu mon esprit tout confus et charmé ;  Quel suis-je devenu, Ménipe, à ta rencontre ?  Que ta folle fureur de sagesse nous montre !  Enfin j'ai su le tout ; et je viens pour savoir  À quoi Camille veut employer mon devoir ;  Si mon retardement a causé tout ce trouble,  J'apporte assez de quoi pour le payer au double ;  Voici qui bridera la fureur du mâtin,  S'il jappe plus, je tiens en mes mains son destin ;  L'Empereur irrité porte à ce coup le foudre,  Menace son État, proteste de résoudre  Partout en sang et feu hommes, Ville, pays,  Si les commandements ne sont mieux obéis ;  Contre un si grand courroux il n'est Dieu qui le garde :  Chaque mot, chaque pas me pèse, et me retarde ;  J'approche du logis.  Ici il apporte des dernières défenses de l'Empereur, et un ban de l'Empire contre Coryléon. "")",0.0,Match
389,"('#coryleon', 'Oui bien, honnêtement, mais quelle honnêteté ? ')","('#garde-i', ""N'allez pas plus avant. "")",1.63,Substitution
390,"('#cloriande', 'Est-elle du contraire auprès de vous atteinte ? ')",,1.0,Insertion
391,"('#coryleon', ""Que m'avez-vous dit ? "")","('#felismon', 'Pourquoi ? ')",0.6,Substitution
392,,"('#camille', 'Bon Dieu ! Je vois Félismon là-devant :  Ouvrez ; il est à moi. Que mon âme est ravie !  Maintenant je respire et goûte un peu la vie. ')",1.0,Deletion
393,,"('#elyse', 'Madame, vous voyez que le sort inconstant  Finit le mal en bien, le change en un instant ;  Cet heureux accident relève mon courage. ')",1.0,Deletion
