,barante-arlequin-misanthrope,mongin-promenades-de-paris,Cost,Operation Type
506,"('#arlequin', 'À la bonne heure.')",,1.0,Insertion
507,"('#monsieur-de-la-cabriole', ""Pour votre petite Bicoque, tout y sera de travers, et puisque vous en excluez les Maîtres à Danser, jamais rien n'y sera sur le bon pied."")",,1.0,Insertion
508,"('#arlequin', 'Soit.')",,1.0,Insertion
509,"('#monsieur-de-geresol', 'Que les habitants de cette Ville ne puissent jamais ouvrir la bouche sans détonner.')",,1.0,Insertion
510,"('#monsieur-de-la-cabriole', 'Que quand ils voudront danser la Courante, ils dansent le Rigodon.')",,1.0,Insertion
511,"('#monsieur-de-geresol', ""Qu'ils chantent par bécarre les airs de bémol."")",,1.0,Insertion
512,"('#monsieur-de-la-cabriole', ""En un mot, qu'ils soient impolis, malfaits, et sans goût, comme des gens qui méprisent la danse et la Musique."")",,1.0,Insertion
513,"('#monsieur-de-geresol', 'Que les femmes y aient des maris jaloux, et soupirent inutilement après un Maître à Chanter, pour rendre leurs Billets.')","('#jeanneton', ""Non, ce n'est plus comme autrefois.  Je gagnais hautement ma vie  À rendre des poulets jadis en tapinois.  Mais à présent c'est fait de la galanterie.  Les billets doux n'ont plus que de faibles attraits  La belle mode en est cause ;  Et les poulets en fricassée  En amour aujourd'hui font les meilleurs poulets."")",0.97,Substitution
514,"('#arlequin', 'Quelles imprécations !  Mais voici mon Architecte.')","('#elise', ""Que dis-tu des Tuileries, Jeanneton ; et comment les trouves-tu aujourd'hui ?"")",1.33,Substitution
515,"('#madame-de-l-architrave', ""Ma foi, Monsieur, voilà qui ne va point mal, j'ai mis bien des gens en besogne, la Ville s'avance, et nos Ouvriers travaillent comme il faut."")","('#jeanneton', ""Je les trouve comme à l'ordinaire, dans une furieuse disette de beau monde masculin ; et on peut dire qu'après les diamants et l'argent, ce qu'il y a de plus rare en été à Paris, ce font les jolis hommes."")",1.16,Substitution
516,"('#arlequin', 'Comment, travaillent ?  À peine avez-vous eu le temps de faire le plan de ce que vous avez à bâtir ?')",,1.0,Insertion
517,"('#madame-de-l-architrave', ""Bon !  Vous me prenez donc pour un architecte d'eau-douce ?  J'ai déjà fait mettre des Écriteaux pour attirer des Acheteurs et des Locataires."")","('#elise', 'On y trouve cependant encore des plumets malgré la guerre, comme tu vois. Elle lui montre Calmar.')",1.59,Substitution
518,"('#arlequin', 'Elle est folle ?  Quoi, des maisons qui ne sont pas encore faites...')",,1.0,Insertion
519,"('#madame-de-l-architrave', ""Vous voilà bien nouveau !  Et ne savez-vous pas qu'il est à présent du bel usage de vendre les maisons dix ans avant d'en jeter les premiers fondements ?"")",,1.0,Insertion
520,"('#arlequin', ""D'accord.  Mais il faut..."")","('#jeanneton', 'Ah, ah, ah !  Que vois-je ?  Est-ce Monsieur_Calmar ?  Ah, ah, ah !')",1.48,Substitution
521,"('#madame-de-l-architrave', 'Et, que diriez-vous donc, si je vous montrais à présent les troisièmes étages tout faits ?')","('#colombine', 'Te tairas-tu ?')",1.44,Substitution
522,"('#arlequin', 'Je dirais, je dirais...  Morbleu, je ne dirais rien, et je dis que vous êtes une extravagante.')","('#jeanneton', 'Ah, ah , ah !  La plaisante métamorphose !  Et que Monsieur_Calmar est drôle comme cela !  Ah, ah, ah !')",1.08,Substitution
523,"('#madame-de-l-architrave', ""Mais sérieusement je vous dis, que c'est là ma manière, je commence toujours par le haut, on travaille ensuite au reste."")",,1.0,Insertion
524,"('#arlequin', 'La folle !')",,1.0,Insertion
525,"('#madame-de-l-architrave', ""Chacun a son humeur, les uns bâtissent sur la terre, d'autres sur la mer : pour moi l'air est mon élément ; je bâtis toujours en l'air.  Mais parlons d'autre chose.  Ces trois filles, ou soi-disant telles, qui ont deux doigts de plâtre sur le nez, et qui sont arrivées avec un vieux Commandeur dans un Carrosse, dont les chevaux semblaient prêts à rendre l'âme..."")","('#calmar', ""Qu'est-ce donc, que signifie cela ?  Jeanneton, de quoi ris-tu ?"")",1.39,Substitution
526,"('#arlequin', 'Hé bien ?')","('#jeanneton', 'Ah, ah, ah!')",1.19,Substitution
527,,"('#calmar', 'Ouais !  Il semble que ce soit moi qui lui donne à rire !')",1.0,Deletion
528,"('#madame-de-l-architrave', ""Hé bien, elles disent qu'elles c'accommoderont du troisième étage de la maison qui fera le coin auprès du Marché, à condition que vous leur ferez faire une allée à part, et une porte de derrière sur la petite rue."")","('#colombine', ""Point du tout, Monsieur, c'est une fille qui rit ainsi de tout le monde.  Donnez lui seulement la pièce pour l'engager à nous montrer les poulets, et l'empêcher de rire."")",1.11,Substitution
529,"('#arlequin', ""Les allées à part, et les portes de derrière sont merveilleuses, pour donner de l'air à l'honneur d'une femme.  Mais gare le serein."")","('#calmar', ""Volontiers. Tiens, Jeanneton, cesse de rire, et montre-nous quelques-uns de tes poulets tendres, de ces poulets que l'on confie à ta discrétion, et que tu rends ponctuellement à leur adresse. Il tire sa bourse et donne un Louis à Jeanneton."")",1.46,Substitution
530,"('#madame-de-l-architrave', ""C'est de l'argent comptant, elles paieront le premier quartier d'avance."")",,1.0,Insertion
531,"('#arlequin', ""Elles feront bien.  Tout le monde n'est pas en humeur de se payer par ses mains comme leur dernier hôte."")",,1.0,Insertion
532,"('#madame-de-l-architrave', ""Il est encore venu un procureur qui prendra la maison la plus élevée de la grande rue : mais il lui faut cinq pièces parquetées au premier étage.  C'est pour loger sa femme."")",,1.0,Insertion
533,"('#arlequin', ""Un Procureur ?  Je ne veux point de cette vermine dans l'enceinte des murs.  Aux Faubourgs, aux Faubourgs."")",,1.0,Insertion
534,"('#madame-de-l-architrave', 'Ah, Monsieur, gardez-vous en bien ; il ferait payer à ses parties ce qui lui en coûterait pour se faire voiturer au Palais.  Nous ne sommes pas dans un temps où les Procureurs puissent aller à pied.')","('#jeanneton', ""Que pour te voir je me hasarde !  Mais je veux te persuader,  Mon cher, qu'une femme qu'on garde  En donne souvent à garder.  Avec deux commodes amies,  Pour tromper mon maudit époux,  Je viens descendre aux écuries :  Ce vieux penard, ce vieux jaloux,  Croit que pour tout le jour je suis aux Tuileries,  Et pour mieux duper ce vrai sot,  Je cours, je passe et je repasse  Dedans la grande Allée, et dessus la terrasse,  Pour aller tout droit à Chaillot.  À mon bonheur aujourd'hui tout conspire,  Pourvu que mon vieux sot ne sache point cela.  Mais il n'est que son front qui pourrait l'en instruire.  Et le front d'un cocu souffre tout sans rien dire.  Un tel front jamais ne parla.  Il faut que mon amour avorte.  Cadédis ! Je suis mort, si jamais il en fut.  Oui ; je suis mort, ma Reine, ou le Diable m'emporte ;  Vos yeux ont frappé droit au but.  Je ne suis point de ces gens d'écritoire,  Qui traitent l'Amour en Roman.  Songez à me guérir, et ce tout promptement.  Car pour peu que ce Dieu me rende l'humeur noire,  Oui, pour peu que l'Amour me cause de tourment,  Aussitôt je le rend net comme un lavement. On ne saurait rien refuser à Monsieur_Calmar.  Mais, motus, surtout.  Tenez voilà toute ma boutique. Il n'est point de poule qui couve tant de poulets, comme vous voyez.  Oh ça, commençons donc par un bout, et finissons par l'autre.  Qui est celui-ci ?  Ah, je sais !  C'est un billet de la jeune Aminthe.  Vous connaissez bien cette jeune enfant, ce tendron qui a épousé ce vieux penard qui serait bien le trisaïeul de sa femme.  Voici ce qu'elle écrit à un jeune cadet. Voilà comme la jeune Aminthe traite son époux.  En voici un d'un Gascon, qui fait sa déclaration d'amour à cette jeune Marchande du Palais qui a tant la vogue maintenant.  Elle fait voir plusieurs billets. "")",0.88,Substitution
535,"('#arlequin', ""Madame de l'Architrave ?"")","('#elise', 'Voilà bien le caractère Gascon !')",1.73,Substitution
536,"('#madame-de-l-architrave', 'Monsieur ?')","('#jeanneton', 'En voici un Suisse.')",1.65,Substitution
537,"('#arlequin', 'Avez-vous fait le plan des petites maisons ?')","('#colombine', 'Comment ?  Un Poulet suisse ?  Et les Suisses se mêlent-ils aussi de Galanteries ?')",1.64,Substitution
538,"('#madame-de-l-architrave', 'Des petites maisons ?  Et vous ne voulez, dites-vous, que des gens raisonnables.')","('#jeanneton', ""Les Suisses, à bien des Philis,  Semblent grossiers, ivrognes, impolis.  Mais combien de Français combien de nos Narcisses,  Sont encore pis que des Suisses ?  OuI, les Suisses en France sont tout galants, et la Galanterie Française sent aujourd'huI le Suisse à pleine gorge. Écoutez donc ce jargon-ci.  Il s'adresse à une femme de la moyenne vertu.  C'est à Bélise, là...  Cet atelier public, cette maîtresse banale et universelle."")",1.37,Substitution
539,"('#arlequin', 'Il me faut des petites maisons, vous dis-je.  Mais je les voudrais petites, petites.')",,1.0,Insertion
540,"('#madame-de-l-architrave', ""Et pourquoi si petites, dès qu'il vous en faut ?"")","('#calmar', ""Ce sont là les preuves qu'il faut faire, pour posséder un coeur quisse."")",1.23,Substitution
541,"('#arlequin', ""C'est que j'y veux enfermer les gens raisonnables, de peur que le commerce des autres ne les gâte.  Vous voyez qu'il ne faut pas pour cela grand espace."")",,1.0,Insertion
542,"('#madame-de-l-architrave', ""À propos, que voulez-vous faire de ce grand Hôpital d'Incurables ?"")",,1.0,Insertion
543,"('#arlequin', ""Diable, faites-le grand.  Je le destine pour loger les Marchands qui vendent à crédit aux gens de Cour, les vieilles qui épousent de jeunes gens, s'il y avait place, j'y logerais aussi les amants contemplatifs et les filles qui s'embarquent sur la parole des épouseurs."")","('#jeanneton', ""Quand moi ne fou foir boint ici,  Bour moi l'être tout gros de chagrin, de souci.  Fou l'être mon cher coeur, ma chère âme, mon mie ;  Fou tout mon tibertissement ;  Fou mon cour, fou mon Tuileries,  Et moi li devenir par mon foi votre amant,  Et mandir par sti femme à betite pesogne,  Si li foudrez pien fou, dans un petit moment,  Mangir un matelote en ce Bois di Poulogne ? Écoutez :"")",0.47,Substitution
544,"('#madame-de-l-architrave', ""On y travaille déjà, il sera au coin de la grande place vis-à-vis de l'horloge."")","('#elise', ""Rien n'est au monde plus divertissant"")",1.94,Substitution
545,"('#arlequin', ""Comment l'horloge ?  Je ne veux dans ma Ville ni horloge ni cadran."")","('#jeanneton', 'Voici la réponse que la Dame a faite au dos du billet.')",1.76,Substitution
546,"('#madame-de-l-architrave', ""Point d'horloge ?"")","('#calmar', 'Répond-elle aussi en Suisse ?')",1.25,Substitution
547,"('#arlequin', ""Non, sans doute, je veux qu'on fasse toutes choses selon l'occasion, et l'opportunité, et qu'on ne se règle pas sur un coup de marteau.  D'ailleurs, les femmes des gens de Robe n'entendant pas sonner les heures, ne se précautionneront pas contre l'arrivée de leur mari, qui trouvera au retour du Palais, les Galants à la toilette de sa femme."")","('#jeanneton', ""Pour un Suisse, Monsieur, vous parlez bon François.  Je vous entends, je vous conçois ;  Mais changez, s'il vous plait, de note.  Avec ton coeur offrir la matelote,  C'est faire l'Amour en bourgeois,  Le Proverbe est commun en amour comme en guerre.  Avecque bourse vide on n'est jamais vainqueur ;  Et courez par toute la terre,  Je me donne pour rien, si vous trouvez un coeur  Qui gratis aime et s'attendrisse.  À présent sans le quart d'écu,  Fut-on un Adonis on n'est qu'un malotru.  Ainsi donc le ciel vous bénisse.  Chez moi point d'argent, point de Suisse.  Les Tuileries,  Toutes fleuries,  N'auront jamais  Ma Belle, vos attraits.  Les fleurs nouvelles  Qu'on voit chez elles,  Près de vous, Philis,  Sont gratte-culs et pissenlits.  Les Tuileries  Ne font fleuries  Qu'en certain temps ;  Et vous, Princesse.  Objet de ma tendresse,  Et vous, Princesse,  Vous êtes fleurie en tout temps.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Ils font l'amour à juste prix.  Heureux les Bourgeois de Paris !  Du beau sexe ils font tous chéris ;  Sans combattre ils chantent victoire.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Vous n' y songez pas, Monsieur_Calmar ; il faudrait qu'elle fut du pays de son amant, et elle est parisienne.  Écoutez. Voici une chanson, d'un Marquis d'Été... là, de ces héros qui préfèrent les fleurs des Tuileries à tous les lauriers du Champ de Mars.  Ce fat du bel air l'envoie à Uranie, cette belle étrangère. Que nos Prairies, etc.  Que dites-vous de cela Monsieur_Calmar ?  Tenez, tenez, à vous le dé.  Voici un couplet qu'un guerrier adresse à un de vos confrères. Hé bien, vous reconnaissez-vous là, Monsieur_Calmar ? Jeanneton chante les paroles suivantes sur un air de Thesée qui commence."")",0.66,Substitution
548,,"('#calmar', ""Non, ceux à qui s'adresse cette chanson ne sont point mes confrères."")",1.0,Deletion
549,,"('#jeanneton', 'Je vois bien que vous aimez mieux avoir un éventail pour confrère.')",1.0,Deletion
550,"('#madame-de-l-architrave', 'Quelle malice !')","('#calmar', 'Un éventail pour confrère ?  Te moques-tu ?')",1.37,Substitution
551,"('#arlequin', ""Et les écornifleurs n'entendant jamais sonner midi, ne se précautionneront pas pour dîner en Ville."")",,1.0,Insertion
552,"('#madame-de-l-architrave', ""Oh ; pour cela, précaution inutile, je vous garantis les parasites suffisamment avertis par l'acide de leur estomac, et assez réveillés par l'odeur des viandes.  Mais qui est cet homme qui vient ?  Ne serait-ce point quelque futur habitant ?"")","('#jeanneton', ""Votre sort et le sien chez le sexe est le même.  Ce n'est que dans le chaud extrême  Que l'on vous voit tous deux  Des Belles éteindre les feux.  Non, ce n'est qu'en été que vous êtes d'usage ;  Et dés lors qu'à Paris l'on verra des glaçons,  L'éventail aussitôt vous tiendra ce langage.  Confrère Calmar décampons  Allons au Garde-meuble allons. Je ne me moque point, vous allez voir si l'éventail n'est pas votre confrère dans toutes les règles."")",0.45,Substitution
553,"('#arlequin', 'Nous allons voir.')",,1.0,Insertion
554,"('#madame-de-l-architrave', ""Pour moi je vais donner ordre à tout, afin que les choses s'avancent."")",,1.0,Insertion
555,"('#le-libraire', ""Vous voyez, Monsieur, un homme qui, si la fortune lui en avait dit, se serait tenu en carrosse aussi bien qu'un autre.  Je n'ai jamais manqué de coeur, Dieu merci, et j'ai bien autant d'ambition qu'aucun Libraire de Paris."")","('#colombine', ""Que tu es folle, Jeanneton !  Allons faire un tour, Monsieur_Calmar, et en nous promenant, Jeanneton nous chantera le reste de ses chansons. Ils s'en vont, et Jeanneton en s'en allant reprend Les Tuileries, toutes fleuries, etc."")",1.2,Substitution
556,"('#arlequin', ""Ce n'est pas peu."")",,1.0,Insertion
557,"('#le-libraire', ""Quant à moi, je crus en m'établissant, qu'une belle femme était le premier ornement d'une bibliothèque, et qu'un joli minois faisait plus d'effet derrière un comptoir que cent in-folio sur des tablettes."")",,1.0,Insertion
558,"('#arlequin', ""Il y a du vrai à cela, au moins ; et je connais plus d'un marchand dont l'étalage vaut mieux que le fonds."")",,1.0,Insertion
559,"('#le-libraire', 'Je choisis pour épouse une jeune personne, belle, bien faite, de bon air, et par-dessus cela, bel esprit, et bel esprit juré.')",,1.0,Insertion
