,barante-arlequin-misanthrope,biancolelli-ecole-galante,Cost,Operation Type
456,"('#arlequin', ""C'est là le grand talent du sage d'aujourd'hui, Loup-garou, fier, hargneux, farouche, impraticable, Sur les moindres défauts toujours inexorable, Regardant les plaisirs d'un oeil indifférent, Voilà comme il se montre au vulgaire ignorant. Mais quand se dérobant aux yeux de tout le monde, En un réduit rustique il peut mener sa blonde, Qu'il sait bien au milieu des plaisirs les plus doux, Apprécier de l'amour les plus exquis ragoûts ! Tout cela ne nuit pas à l'austère sagesse, Et la vertu ne gît qu'à cacher sa faiblesse, Ne vous entêtez point d'un chimérique honneur, Croyez-moi."")","('#leandre', ""C'en est fait, j'ai cédé malgré moi, Je n'ai pu me soustraire à l'amoureuse loi : Vainement les plus fiers cherchent à s'en défendre, Et cent fois plus que vous, ami j'ai le coeur tendre. Pour marquer à ma belle un violent amour, Je la dois enlever avant la fin du jour ; Et pour la délivrer du jaloux qui l'obsède, Cette grande entreprise en est le seul remède."")",0.43,Substitution
457,"('#colombine', ""Je ne puis en revenir, Seigneur, Quoi vous, qui détestant tous les mauvais usages ; Cherchez de la vertu dans ces antres sauvages, Qui voyez en pitié le reste des humains ; Osez faire éclater de criminels desseins ? Mais quand il serait vrai que votre âme enflammée De mes faibles attraits se sentirait charmée, Faut-il presser les gens, faut-il brusquer les coeurs ? Si vous avez pour moi de sincères ardeurs, D'un air moins violent faites-le moi paraître."")","('#octave', ""Nos desseins sont égaux, pour preuve de mes feux, Je tromperai les soins d'un père trop fâcheux ; Par un enlèvement digne de ma tendresse, Je m'assure aujourd'hui de ma chère Maîtresse : Mais quelle est la beauté dont vous êtes épris ? Vous le savez assez, je suis de vos amis, Ne me déguisez rien. "")",0.0,Match
458,"('#arlequin', ""La mode est aujourd'hui d'aimer en Petit Maître, C'est le goût général, Madame, et les abbés Même avant les Robins y sont enfin tombés. Tous nos hommes ont l'art d'attaquer et de prendre, Mais nos femmes n'ont pas celui de se défendre."")","('#leandre', ""Non, c'est vôtre voisine, Elle loge ici près, et se nomme Argentine."")",1.66,Substitution
459,"('#colombine', 'Mais nous voyons de graves Magistrats, Des Abbés réservés...')",,1.0,Insertion
460,"('#arlequin', ""Ne vous y fiez pas, Tel qu'on voit en public faire le bon apôtre, Sous deux doigts de verrouil, est homme comme un autre. La différence enfin du rabat au plumet, Se réduit à ceci : l'un dit plus qu'il ne fait, L'autre en ses actions tout rempli de mystère, Sait chercher son plaisir, en jouir et se taire. Mais qui vient nous troubler en ce doux entretien ? Examinons si c'est ou quelque chose, ou rien. Vous fuyez mes transports, en Amante discrète ? Allez, j'irai bientôt être leur interprète."")","('#octave', ""Comment, que dites-vous ? Vous me surprenez fort, Argentine ! Vraiment d'un si tendre transport Vôtre Maître Arlequin vous sera redevable, Vous en usez fort bien avec ce pauvre Diable, Qui charitablement vous a tantôt instruit : Il devait, ce dit on, l'épouser cette nuit."")",0.17,Substitution
461,"('#arlequin', ""Quelle révérence !  Encore...  Ouf.  Je n'y saurais durer."")",,1.0,Insertion
462,"('#monsieur-de-geresol', 'Je ne sais, Monsieur, si vous nous connaissez.')","('#leandre', ""Arlequin, dites-vous ! L'aventure est plaisante, Je ne le savais pas."")",1.13,Substitution
463,"('#arlequin', ""Non, et je n'en ai même aucune envie."")",,1.0,Insertion
464,"('#monsieur-de-geresol', 'Nous venons vous assurer de nos respects.')",,1.0,Insertion
465,"('#monsieur-de-la-cabriole', ""Nous n'avons pas voulu manquer cette occasion de vous faire la révérence."")",,1.0,Insertion
466,"('#arlequin', 'En voilà déjà plus de quinze de faites.')",,1.0,Insertion
467,"('#monsieur-de-geresol', ""Vous voyez, Monsieur, dans Monsieur de la Cabriole, les meilleurs pieds, et la plus belle jambe du monde.  C'est le héros des chaconnes et des rigodons."")",,1.0,Insertion
468,"('#monsieur-de-la-cabriole', ""Monsieur de Geresol est de mes amis, il me flatte ; mais il parlerait plus sincèrement, s'il vous disait qu'il est le Lulli de Quatre-vingt-seize."")",,1.0,Insertion
469,"('#arlequin', 'À vous la balle, Monsieur.')",,1.0,Insertion
470,"('#monsieur-de-geresol', 'Monsieur de la Cabriole est le Coryphée des Danseurs.')",,1.0,Insertion
471,"('#monsieur-de-la-cabriole', 'Monsieur de Geresol est la fleur, et la crème des musiciens.')",,1.0,Insertion
472,"('#arlequin', 'Hé bien, monsieur le Coryphée, et vous monsieur la Crème, que voulez-vous ?')",,1.0,Insertion
473,"('#monsieur-de-geresol', 'Vous faire une proposition que vous ne pouvez refuser ?')",,1.0,Insertion
474,"('#monsieur-de-la-cabriole', ""Vous donner des moyens assurés de joindre l'agréable à l'utile."")",,1.0,Insertion
475,"('#arlequin', 'Promesses de Musicien !')",,1.0,Insertion
476,"('#monsieur-de-geresol', 'Dites un mot, et nous vous faisons trente mille livres de rente.')",,1.0,Insertion
477,"('#monsieur-de-la-cabriole', 'Vous vous enrichissez sans appauvrir personne.')",,1.0,Insertion
478,"('#arlequin', ""Ce n'est guères la manière de ce temps-ci.  Mais enfin ?"")",,1.0,Insertion
479,"('#monsieur-de-la-cabriole', 'Mais enfin, si vous voulez nous croire, vous ferez dans votre nouvelle Ville, une Académie de Danse et de Musique.')",,1.0,Insertion
480,"('#monsieur-de-geresol', ""Il n'y a pas de divertissement plus agréable au public, ni plus utile aux particuliers."")",,1.0,Insertion
481,"('#arlequin', ""Il est vrai que personne ne se plaint de l'Opéra, et que tout le monde y trouve son compte."")",,1.0,Insertion
482,"('#monsieur-de-la-cabriole', ""Son compte !  Et sans l'Opéra que deviendraient les bons airs, les pieds bien tournés, les visages plâtrés, et les jolis gosiers ?"")",,1.0,Insertion
483,"('#arlequin', ""Il est vrai.  Sans l'Opéra comment subsisteraient tant d'honnêtes fainéants ?  Que deviendraient tant de beautés, qui tirent tout leur mérite de l'Orchestre ?"")",,1.0,Insertion
484,"('#monsieur-de-la-cabriole', ""L'Opéra est un trésor inépuisable dont on ne voit jamais le fonds."")",,1.0,Insertion
485,"('#monsieur-de-geresol', ""C'est un abyme, un labyrinthe de ressources qu'on ne connaît qu'à mesure qu'on les creuse."")",,1.0,Insertion
486,"('#monsieur-de-la-cabriole', ""Tout y rapporte son revenu jusqu'aux rides d'une Coquette surannée."")",,1.0,Insertion
487,"('#monsieur-de-geresol', ""C'est une terre où on sème des sons et des gambades pour recueillir des pistoles."")",,1.0,Insertion
488,"('#arlequin', 'Mais encore, sur quoi assignez-vous les trente milles pistoles de rente que vous proposez ?')",,1.0,Insertion
489,"('#monsieur-de-la-cabriole', 'Sur la souplesse de mon jarret. Il saute.')",,1.0,Insertion
490,"('#monsieur-de-geresol', 'Sur la douceur de mon gosier. Il fredonne.')","('#octave', ""Un tel aveu m'enchante."")",1.15,Substitution
491,"('#monsieur-de-la-cabriole', ""Sur la fraîcheur d'Oriane."")",,1.0,Insertion
492,"('#monsieur-de-geresol', 'Sur les petites façons de Corisande.')",,1.0,Insertion
493,"('#monsieur-de-la-cabriole', 'Sur les Minauderies des Chanteuses.')",,1.0,Insertion
494,"('#monsieur-de-geresol', 'Sur le blanc et le rouge des Danseuses.')",,1.0,Insertion
495,"('#arlequin', ""Sur les brouillards de la rivière de Seine, et sur la constance de l'amour.  Je ne vois point mes sûretés là-dedans, et il me semble qu'une Chacone, et une Sarabande ne sont pas des Marchandises de bon débit."")","('#leandre', ""Je l'ai trouvé tantôt, et comme un imprudent Je l'ai de mes secrets rendu le confident, En l'instruisant d'abord de ma flamme nouvelle : Mais que faire ? Mon cher, j'adore cette belle, A ses yeux Arlequin est un monstre odieux, Si j'en crois ses discours, je lui plais beaucoup mieux : M'avoir pour son époux est ce qu'elle désire, Et mon coeur amoureux à ce bonheur aspire. Malgré le noir souci du jaloux Arlequin, J'ai chargé d'un billet mon valet Mezzetin ; Lui-même à cette belle aura soin de le rendre ; Il sait où la conduire, et moi je vais l'attendre."")",0.56,Substitution
496,"('#monsieur-de-la-cabriole', ""Hé, morbleu, si vous êtes si délicat, tant pis pour vous ; mais sachez qu'aujourd'hui dans le commerce, les meilleures Lettres de Change sont celles qu'on tire sur l'Opéra."")",,1.0,Insertion
497,"('#monsieur-de-geresol', ""Et qu'un créancier remet toujours le tiers de la dette, pour une rescription sur la Caisse de l'Académie Royale de Danse et de Musique."")",,1.0,Insertion
498,"('#arlequin', ""Je le crois.  Mais je ne suis point tenté ; je ne veux dans la ville que je bâtis, ni Musiciens, ni Danseurs, il n'y aura que des gens sobres."")","('#octave', ""De grâce, cher ami, ne m'abandonnez pas, Je veux avec Spinette accompagner vos pas, Et dans le même endroit conduisant nos Maîtresses, Nous ferons éclater nos égales tendresses. Le Docteur doit dans peu sortir de la Maison, Vous pouvez me servir en cette occasion."")",0.78,Substitution
499,"('#monsieur-de-la-cabriole', ""Ma foi, Monsieur le petit fondateur, nous y perdrons beaucoup !  La menace est terrible, mais l'Opéra de Lyon nous tend les bras."")",,1.0,Insertion
500,"('#monsieur-de-geresol', ""En tous cas, il ne tiendra qu'à nous d'assister au rétablissement de celui de Rouen."")",,1.0,Insertion
501,"('#arlequin', 'À la bonne heure.')",,1.0,Insertion
502,"('#monsieur-de-la-cabriole', ""Pour votre petite Bicoque, tout y sera de travers, et puisque vous en excluez les Maîtres à Danser, jamais rien n'y sera sur le bon pied."")",,1.0,Insertion
503,"('#arlequin', 'Soit.')","('#leandre', ""Octave j'y consens. Et vôtre amour me touche."")",1.47,Substitution
504,"('#monsieur-de-geresol', 'Que les habitants de cette Ville ne puissent jamais ouvrir la bouche sans détonner.')",,1.0,Insertion
505,"('#monsieur-de-la-cabriole', 'Que quand ils voudront danser la Courante, ils dansent le Rigodon.')",,1.0,Insertion
506,"('#monsieur-de-geresol', ""Qu'ils chantent par bécarre les airs de bémol."")",,1.0,Insertion
507,"('#monsieur-de-la-cabriole', ""En un mot, qu'ils soient impolis, malfaits, et sans goût, comme des gens qui méprisent la danse et la Musique."")",,1.0,Insertion
508,"('#monsieur-de-geresol', 'Que les femmes y aient des maris jaloux, et soupirent inutilement après un Maître à Chanter, pour rendre leurs Billets.')",,1.0,Insertion
509,"('#arlequin', 'Quelles imprécations !  Mais voici mon Architecte.')","('#octave', 'Voici fort à propos mon valet Scaramouche.')",1.2,Substitution
510,"('#madame-de-l-architrave', ""Ma foi, Monsieur, voilà qui ne va point mal, j'ai mis bien des gens en besogne, la Ville s'avance, et nos Ouvriers travaillent comme il faut."")","('#octave', ""Attends ici Spinette. Il faut enlever, Avec elle bien-tôt tu viendras me trouver Au coin de cette rue, où nous allons l'attendre."")",1.07,Substitution
511,"('#arlequin', 'Comment, travaillent ?  À peine avez-vous eu le temps de faire le plan de ce que vous avez à bâtir ?')","('#scaramouche', 'Vous êtes de moitié, vous et Monsieur Léandre, Et vous avez acquis ce bien à fond perdu.')",1.51,Substitution
512,"('#madame-de-l-architrave', ""Bon !  Vous me prenez donc pour un architecte d'eau-douce ?  J'ai déjà fait mettre des Écriteaux pour attirer des Acheteurs et des Locataires."")",,1.0,Insertion
513,"('#arlequin', 'Elle est folle ?  Quoi, des maisons qui ne sont pas encore faites...')",,1.0,Insertion
514,"('#madame-de-l-architrave', ""Vous voilà bien nouveau !  Et ne savez-vous pas qu'il est à présent du bel usage de vendre les maisons dix ans avant d'en jeter les premiers fondements ?"")",,1.0,Insertion
515,"('#arlequin', ""D'accord.  Mais il faut..."")","('#octave', ""Réponds-moi comme il faut, m'as-tu bien entendu ?"")",0.99,Substitution
516,"('#madame-de-l-architrave', 'Et, que diriez-vous donc, si je vous montrais à présent les troisièmes étages tout faits ?')",,1.0,Insertion
517,"('#arlequin', 'Je dirais, je dirais...  Morbleu, je ne dirais rien, et je dis que vous êtes une extravagante.')",,1.0,Insertion
518,"('#madame-de-l-architrave', ""Mais sérieusement je vous dis, que c'est là ma manière, je commence toujours par le haut, on travaille ensuite au reste."")",,1.0,Insertion
519,"('#arlequin', 'La folle !')",,1.0,Insertion
520,"('#madame-de-l-architrave', ""Chacun a son humeur, les uns bâtissent sur la terre, d'autres sur la mer : pour moi l'air est mon élément ; je bâtis toujours en l'air.  Mais parlons d'autre chose.  Ces trois filles, ou soi-disant telles, qui ont deux doigts de plâtre sur le nez, et qui sont arrivées avec un vieux Commandeur dans un Carrosse, dont les chevaux semblaient prêts à rendre l'âme..."")",,1.0,Insertion
521,"('#arlequin', 'Hé bien ?')",,1.0,Insertion
522,"('#madame-de-l-architrave', ""Hé bien, elles disent qu'elles c'accommoderont du troisième étage de la maison qui fera le coin auprès du Marché, à condition que vous leur ferez faire une allée à part, et une porte de derrière sur la petite rue."")",,1.0,Insertion
523,"('#arlequin', ""Les allées à part, et les portes de derrière sont merveilleuses, pour donner de l'air à l'honneur d'une femme.  Mais gare le serein."")",,1.0,Insertion
524,"('#madame-de-l-architrave', ""C'est de l'argent comptant, elles paieront le premier quartier d'avance."")",,1.0,Insertion
525,"('#arlequin', ""Elles feront bien.  Tout le monde n'est pas en humeur de se payer par ses mains comme leur dernier hôte."")",,1.0,Insertion
526,"('#madame-de-l-architrave', ""Il est encore venu un procureur qui prendra la maison la plus élevée de la grande rue : mais il lui faut cinq pièces parquetées au premier étage.  C'est pour loger sa femme."")",,1.0,Insertion
527,"('#arlequin', ""Un Procureur ?  Je ne veux point de cette vermine dans l'enceinte des murs.  Aux Faubourgs, aux Faubourgs."")","('#scaramouche', ""Qui ne vous entendrait serait bien dur d'oreille."")",1.5,Substitution
528,"('#madame-de-l-architrave', 'Ah, Monsieur, gardez-vous en bien ; il ferait payer à ses parties ce qui lui en coûterait pour se faire voiturer au Palais.  Nous ne sommes pas dans un temps où les Procureurs puissent aller à pied.')",,1.0,Insertion
529,"('#arlequin', ""Madame de l'Architrave ?"")",,1.0,Insertion
530,"('#madame-de-l-architrave', 'Monsieur ?')",,1.0,Insertion
531,"('#arlequin', 'Avez-vous fait le plan des petites maisons ?')",,1.0,Insertion
532,"('#madame-de-l-architrave', 'Des petites maisons ?  Et vous ne voulez, dites-vous, que des gens raisonnables.')",,1.0,Insertion
533,"('#arlequin', 'Il me faut des petites maisons, vous dis-je.  Mais je les voudrais petites, petites.')",,1.0,Insertion
534,"('#madame-de-l-architrave', ""Et pourquoi si petites, dès qu'il vous en faut ?"")","('#octave', 'Il la faut enlever...')",1.34,Substitution
535,"('#arlequin', ""C'est que j'y veux enfermer les gens raisonnables, de peur que le commerce des autres ne les gâte.  Vous voyez qu'il ne faut pas pour cela grand espace."")","('#scaramouche', ""Je comprends à merveille. Vous êtes en amour tous deux associés, J'y serais pour un tiers si vous me receviez."")",1.47,Substitution
536,"('#madame-de-l-architrave', ""À propos, que voulez-vous faire de ce grand Hôpital d'Incurables ?"")",,1.0,Insertion
537,"('#arlequin', ""Diable, faites-le grand.  Je le destine pour loger les Marchands qui vendent à crédit aux gens de Cour, les vieilles qui épousent de jeunes gens, s'il y avait place, j'y logerais aussi les amants contemplatifs et les filles qui s'embarquent sur la parole des épouseurs."")","('#octave', ""Si-tôt que le Docteur aura quitté Spinette, Cours l'appeler, et songe à battre la retraite ; Adieu, nous t'attendons."")",1.03,Substitution
538,"('#madame-de-l-architrave', ""On y travaille déjà, il sera au coin de la grande place vis-à-vis de l'horloge."")",,1.0,Insertion
539,"('#arlequin', ""Comment l'horloge ?  Je ne veux dans ma Ville ni horloge ni cadran."")",,1.0,Insertion
540,"('#madame-de-l-architrave', ""Point d'horloge ?"")",,1.0,Insertion
541,"('#arlequin', ""Non, sans doute, je veux qu'on fasse toutes choses selon l'occasion, et l'opportunité, et qu'on ne se règle pas sur un coup de marteau.  D'ailleurs, les femmes des gens de Robe n'entendant pas sonner les heures, ne se précautionneront pas contre l'arrivée de leur mari, qui trouvera au retour du Palais, les Galants à la toilette de sa femme."")","('#scaramouche', ""Allez toujours devant,  Et pendant ce temps là voyez d'où vient le Vent. Voici le dénouement de notre comédie : Quand le Docteur saura que sa fille est partie, D'abord contre mon Maître il fera décréter ; Messieurs les pousse-culs viendront le visiter, Ils me prendront aussi, moi j'avouerai l'affaire Comme étant du complot je ne pourrai rien taire : J'entendrai contre moi prononcer un arrêt, On fera tout d'abord préparer le gibet, Et Scaramouche ira sans en avoir envie, Danser la Sarabande en bonne compagnie. Belle réflexion ; mais voici le Docteur, Retirons nous... Il s'en va."")",0.43,Substitution
