,biancollelli-arlequin-gentilhomme,regnard-coquette,Cost,Operation Type
447,"('#geronte', ""Comment vous y pensez encore,  Il a donné déjà la main à Léonore,  Ainsi n'attendez pas qu'il change de dessein,  Si vous vous en flatter votre espoir sera vain,  Je vais si vous voulez, appeler votre gendre. "")","('#arlequin', ""Oh ! Vous avez raison ; je sais qu'une femelle  Qui prétend se venger d'un époux offensif,  Devient des animaux le plus vindicatif. "")",0.96,Substitution
448,"('#le-docteur', 'Hé bien soit.  Géronte entre.')",,1.0,Insertion
449,"('#isabelle', ""Juste ciel ! Qu'est devenu Léandre ? Il a pour m'obtenir bien peu d'empressement,  Et je dois mon malheur à son retardement. "")",,1.0,Insertion
450,"('#geronte', 'Voici votre beau-père avec la prétendue. ')",,1.0,Insertion
451,"('#octave', ""Quel objet en ce lieu se présente à ma vue ?  Le Docteur veut me faire un joli présent,  Il me prend pour un autre et le tour est plaisant,  Colombine tantôt m'a parlé de la belle,  Feignons... Quoi c'est donc là la charmante Isabelle ? "")","('#premiere-bohemienne', ""Quand on la nomme un mal et doux et nécessaire,  C'est qu'on lui voit toujours quelque vertu pour plaire ;  Si le ciel ne l'a pas faite avec un beau corps,  Il aura sur l'esprit répandu ses trésors ;  Si des biens de fortune elle n'est point fournie,  Elle se fait un fonds de son économie :  La sotte d'ordinaire a l'esprit complaisant,  La folle quelquefois plaît par son enjouement ;  Dans une femme, enfin, toujours quelque mérite  De ses petits défauts aisément nous racquitte."")",0.59,Substitution
452,"('#geronte', 'Oui, Monsieur, et voilà mon ami le Docteur. ')","('#arlequin', ""Qui nous racquittera, dites-nous, s'il vous plaît,  Lorsque de notre honneur elle tire intérêt ? "")",1.8,Substitution
453,"('#le-docteur', 'Ma fille avec raison peut vanter son bonheur,  Puisque je lui destine un homme de mérite. ')","('#seconde-bohemienne', ""Si de quelques vertus les femmes sont pourvues,  Ces vertus de défauts sont souvent corrompues ;  La belle est toujours bête, ou croit qu'un teint fleuri  Est un trop beau morceau pour un sot de mari ;  La savante ne dit que vers, métamorphose,  Et méprise un époux qui ne parle qu'en prose :  Celle qui d'un beau sang voit ses pères issus,  Vous compte ses aïeux pour toutes ses vertus.  Non, quelque qualité qui règne dans son âme,  Quelque vertu qu'elle ait, c'est toujours une femme ;  C'est-à-dire attentive à l'amant qui languit,  Et vous savez, casta quam nemo rogavit."")",0.85,Substitution
454,,"('#arlequin', ""Voilà, je vous l'avoue, un extrait de sorcière,  Que les femmes devraient jeter dans la rivière :  Elle en dit peu de bien. "")",1.0,Deletion
455,"('#geronte', 'Madame permettez que je vous félicite. ')","('#seconde-bohemienne', ""Touchez là, j'en dirai,  Foi de fille d'honneur, sitôt que j'en saurai. "")",1.14,Substitution
456,"('#octave', ""Madame permettez, qu'en qualité d'amant,  Je vous témoigne ici mon tendre empressement,  Ce n'est point comme époux que je prétends paraître,  Mon ardeur sous ce nom le ferait mal connaître,  Et je dois autrement me présenter à vous. "")","('#arlequin', 'Mais parlez-moi français ;... là, si je me marie,  Ne serai-je point,... là... ')",0.81,Substitution
457,,"('#premiere-bohemienne', 'Quoi, là ?')",1.0,Deletion
458,,"('#arlequin', 'Je vous en prie,  Ne me déguisez rien. ')",1.0,Deletion
459,,"('#premiere-bohemienne', 'Quoi donc ? ')",1.0,Deletion
460,"('#le-docteur', ""C'est-à-dire, qu'il veut être amant quoique époux. "")","('#arlequin', ""Là, ce qu'était  Peut-être votre époux dans le temps qu'il vivait. "")",1.06,Substitution
461,"('#isabelle', ""Imiter votre exemple est ce que je désire,  Et je ne craindrai point à mon tour de vous dire  Que le titre d'épouse a pour moi peu d'appas,  Qu'en cette occasion il ne me touche pas,  Que tout autre pour moi serait bien plus aimable. "")","('#premiere-bohemienne', ""Voilà donc l'enclouure et le mot péremptoire :  Sur ce point douloureux on en fait bien accroire,  Et l'on en dit bien plus qu'on n'en fait à Paris ;  Ce sont là des terreurs pour les petits esprits... "")",0.89,Substitution
462,"('#geronte', ""C'est assez mes enfants allons-nous mettre à table,  Entrons dans le logis. "")","('#arlequin', 'Et pour les grands parfois. ')",1.64,Substitution
463,"('#isabelle', 'Ciel qui connaît mes feux,  Daigne, en parant ce coup, satisfaire à mes voeux. ')","('#premiere-bohemienne', 'Des visions cornues  Que les hommes vont mettre en leurs têtes fourchues. ')",1.57,Substitution
464,"('#octave', 'Amour mon tendre coeur implore ta puissance,  Par un hymen plus doux couronne sa constance. ')","('#arlequin', 'Ce sont elles, morbleu, qui nous les plantent là,  De par Belzébuth. ')",1.7,Substitution
465,"('#leandre', ""Songeons à profiter d'un moment précieux,  Et sans plus différer abandonnons ces lieux,  Tout est prêt pour partir, fais venir Isabelle. "")",,1.0,Insertion
466,"('#scaramouche', ""En vérité, Monsieur, l'action n'est pas belle,  Vous hasardez beaucoup en cette occasion,  Et l'on me pendre moi par conversation. "")","('#premiere-bohemienne', ""Bon ! Approchez, venez çà ;  Regardez-moi bien. Non, vous n'avez point la mine  De recevoir échec de la gent féminine.  Vous êtes beau, joli, bien fait..."")",0.7,Substitution
467,"('#leandre', ""Finis donc si tu veux, frappe à l'hôtellerie. "")","('#arlequin', 'Assurément. ')",1.59,Substitution
468,"('#scaramouche', 'Ne vous emportez pas, mon mignon, je vous prie.  Holà ?  Il frappe.')","('#premiere-bohemienne', ""Vous avez de l'esprit, le port fier, l'air charmant ;  Allez, ne craignez rien. "")",1.09,Substitution
469,"('#pierrot', 'Que voulez-vous ? ')",,1.0,Insertion
470,"('#scaramouche', 'Appelez promptement  La Dame en question. ')","('#arlequin', ""Mauvaise sauvegarde  Contre les accidents qu'une femme vous garde. "")",1.56,Substitution
471,"('#pierrot', ""Vous vous moquez vraiment,  Elle n'est plus chez nous. "")","('#seconde-bohemienne', 'Moi je dis, à vous voir seulement par le dos... ')",1.78,Substitution
472,"('#scaramouche', 'Comment que veux-tu dire ? ')",,1.0,Insertion
473,"('#pierrot', 'Elle est déjà bien loin. ')","('#arlequin', 'Ah, ciel ! Nous y voilà. ')",1.49,Substitution
474,"('#leandre', 'Prends-tu plaisir à rire ? ')",,1.0,Insertion
475,"('#pierrot', ""Non son père, vous dis-je, en propre original  Est venu la chercher, morgué qu'il est brutal.  Il l'a d'un bon soufflet d'abord apostrophée Et peu s'en est fallu qu'il ne l'ait décoiffée.  Comment c'est donc ainsi, disait ce loup garou,  Sans ma permission que tu cours le guildou ?  Le docteur pour cacher son chagrin et sa honte  A fait entrer sa fille aussitôt chez Géronte,  Un étranger, dit-on, doit être son époux,  Je le connais fort bien il a logé chez nous.  La pauvre fille avait une grande tristesse,  Aussi l'on ne doit pas débaucher la jeunesse  Et cela n'est pas bien pour moi je sors d'ici,  Que sait-on, vous pourriez me débaucher aussi.  Il rentre. "")","('#seconde-bohemienne', ""Je vous dis en deux mots  Que vous avez tout l'air, la physionomie,  L'oeil, le nez, la façon, la métoposcopie  D'un homme à qui l'on doit faire un mauvais parti.  Je vois sur votre teint bien du brouillamini.  Vos aspects sont malins, vous avez le front large ;  Vous me portez tout l'air d'en avoir une charge."")",0.79,Substitution
476,,"('#arlequin', 'Ah ! Je sens déjà là...  Il se touche la tête. ')",1.0,Deletion
477,"('#scaramouche', ""Hé bien, qu'en dites-vous ? "")","('#premiere-bohemienne', 'Animal défiant,  Vous croyez donc... ')",1.4,Substitution
478,"('#leandre', ""Ah ! Que viens-je d'entendre ?  À cet affreux malheur aurais-je dû m'attendre ?  Mais malgré les efforts et les soins du Docteur  D'Isabelle je veux être [le] possesseur.  Tu sais bien qu'Arlequin sous le nom de Léandre,  Chez Géronte introduit sera bientôt son gendre,  Il faut pour pallier un important secret,  Respecter Arlequin te dire son valet,  Tu verras aisément la charmante Isabelle,  Et tu lui parleras de mon ardeur fidèle,  Une seconde fois tâche de l'enlever,  J'ai formé ce dessein et tu dois l'achever,  Entends-tu ? "")","('#arlequin', ""Ma foi ! Je crois à l'ascendant.  Ce grand front, cet aspect... Dans cette conjoncture,  Je crains bien de payer un jour avec usure  Tous les frais de la guerre. Allons, tant que quelqu'un  Plus courageux que moi prendra femme en commun,  Je prétends me servir des droits du voisinage,  Et laisser qui voudra goûter du mariage.  En ces occasions, on court plus de danger  À bâtir sur son fonds que sur un étranger.  Je ne tâterai point de la cérémonie. "")",0.13,Substitution
479,"('#scaramouche', ""Vous voulez que j'enlève Isabelle,  Mais si je suis pendu. "")","('#premiere-bohemienne', ""Vous n'en tâterez point ! Halte-là, je vous prie. "")",1.39,Substitution
480,,"('#seconde-bohemienne', 'Point de femme, morbleu ! ')",1.0,Deletion
481,"('#leandre', ""C'est une bagatelle. "")",,1.0,Insertion
482,"('#scaramouche', ""Oui pour vous, mais pour moi cela change de ton,  J'aimerais mieux avoir trente coups de bâton. "")","('#premiere-bohemienne', ""Si vous n'en prenez pas,  Vous n'avez pas encor trois jours à vivre."")",1.26,Substitution
483,"('#leandre', 'Fais ce que je te dis et sans te mettre en peine... ')",,1.0,Insertion
484,"('#scaramouche', 'Scaramouche ! Pour toi la potence est certaine. ')","('#arlequin', 'Hélas ! ')",1.1,Substitution
485,,"('#seconde-bohemienne', ""Et si vous en prenez, moi, je vous signifie  Que demain, au plus tard, vous n'êtes pas en vie.  Elles le prennent chacune par une manche de son habit. "")",1.0,Deletion
486,"('#le-docteur', ""De mon juste courroux tu dois craindre l'effet,  Si tu veux t'obstiner à garder le secret,  Ne me déguise rien, de toi je veux apprendre  Le nom du ravisseur, réponds-moi. "")","('#arlequin', ""C'en est fait, je suis mort ! Je n'en puis revenir.  Prédiseuses du diable, ah ! Laissez-moi partir. "")",1.24,Substitution
487,"('#isabelle', ""C'est Léandre,  Qui cédant à l'ardeur dont il brûle pour moi,  Par ma fuite a voulu s'assurer de ma foi,  Lui-même m'a conduit dans cette hôtellerie. "")","('#premiere-bohemienne', ""Avant de vous quitter, il faut que je vous voie  À côté d'une femme."")",1.46,Substitution
488,"('#geronte', ""C'est un peu trop avant pousser l'effronterie,  Le moyen de la croire il était en prison  Dans le temps qu'Isabelle a quitté la maison. "")",,1.0,Insertion
489,"('#le-docteur', ""Tu veux m'en imposer méchante créature,  Je suis persuadé... "")","('#arlequin', ""Ah ! Plutôt qu'on me noie !"")",1.6,Substitution
490,"('#isabelle', ""C'est la vérité pure  Oui mon père, c'est lui qui possède mon coeur,  Et je ne puis goûter un solide bonheur,  Si pour combler mes voeux le noeud de l'hyménée,  Au sort de cet amant n'unit ma destinée. "")","('#seconde-bohemienne', ""Pour vous laisser, je veux vous mettre hors d'état  De pouvoir à jamais sortir du célibat."")",1.2,Substitution
491,,"('#arlequin', ""N'en faites rien ; je suis le dernier de ma race. "")",1.0,Deletion
492,,"('#premiere-bohemienne', 'Que de bruit !')",1.0,Deletion
493,,"('#seconde-bohemienne', ""Qu'on me suive."")",1.0,Deletion
494,"('#geronte', ""Je vous plains, mais pourquoi vous flatter de l'avoir,  N'y comptez plus la belle et perdez cet espoir,  Car Léandre sera l'époux de Léonore. "")","('#arlequin', ""Hé ! Mesdames, de grâce !  Un accord : je serai six mois de l'an garçon,  Et six mois marié. "")",1.26,Substitution
495,,"('#premiere-bohemienne', 'Marchez. ')",1.0,Deletion
496,"('#isabelle', ""Cruel vous m'arrachez à l'objet que j'adore,  Si rien ne peut changer les rigueurs de mon sort  Barbare je saurai recourir à la mort. "")","('#seconde-bohemienne', ""Que de façon !  Elles le tiraillent de façon qu'elles emportent chacune une manche de son habit. Il crie au voleur. D'autres Bohémiens l'entourent, dansent autour de lui et le volent. "")",1.44,Substitution
497,"('#le-docteur', ""Ma fille il n'est plus temps de songer à Léandre,  Puisque Octave est ici je ne puis me défendre  De te donner à lui. "")","('#colombine', ""Je n'entends point parler de notre bailli ; il faut que le traité de cette charge de marquis l'arrête chez quelque notaire.  Il n'en est pas encore où il pense ; je lui garde le meilleur pour le dernier. "")",1.21,Substitution
498,,"('#le-laquais', 'Mademoiselle, voilà un bel esprit qui monte, madame Pindaret.')",1.0,Deletion
499,,"('#madame-pindaret', 'Ah, ma chère belle !  Que je suis heureuse de vous rencontrer !  Car vous êtes la fille de France la plus introuvable. ')",1.0,Deletion
500,"('#isabelle', 'Quoi vous ne voulez pas  Autorisant mon choix détourner mon trépas. ')",,1.0,Insertion
501,"('#scaramouche', ""Messieurs vous n'avez pas l'honneur de me connaître,  Excusez, dans ce lieu je viens chercher mon maître. "")","('#colombine', ""On ne m'a point dit, madame, que vous m'ayez fait cet honneur-là.  Il est vrai que j'ai le domestique du monde le plus brutal : qu'une femme de qualité me vienne voir, on ne m'en dit rien ; qu'une procureuse frappe à ma porte, on vient m'en faire la honte en pleine compagnie. "")",0.4,Substitution
502,,"('#madame-pindaret', ""En vérité, mademoiselle, il faut que votre train soit travaillé d'un prodigieux dévoiement de mémoire ; oui, je crois que je suis venue ici plus de dix fois depuis les calendes du mois dernier. "")",1.0,Deletion
503,"('#isabelle', ""C'est Scaramouche, hélas que vient-il faire ? "")","('#colombine', ""Comment dites-vous cela, s'il vous plaît ?  Les cal... "")",1.68,Substitution
504,,"('#madame-pindaret', ""Les calendes, mademoiselle ; c'est la manière de compter des Romains, et la mienne.  Si ma servante datait sa dépense autrement, elle ne coucherait pas chez moi deux jours de suite.  Je veux de l'érudition jusque dans ma cuisine. "")",1.0,Deletion
505,,"('#colombine', ""Que vous êtes heureuse, madame, de savoir tant de belles choses !  Si j'avais l'avantage de vous voir souvent, je crois que je deviendrais une habile fille. "")",1.0,Deletion
506,"('#scaramouche', ""Je vais feindre avec eux, dissimulez aussi.  On m'a dit qu'il était chez Monsieur son beau-père,  Je voudrais lui parler d'une petite affaire,  Est-il dans le logis.  Haut."")","('#madame-pindaret', ""Il faut dire la vérité ; on se décrasse en ma compagnie, et tout le monde avoue que je n'ai point la conversation roturière. "")",0.93,Substitution
507,"('#geronte', 'Comment le nomme-t-on ?  Je ne le connais pas. ')",,1.0,Insertion
508,"('#scaramouche', ""C'est le fils de Damon,  Léandre. "")",,1.0,Insertion
509,"('#le-docteur', 'Parlez-moi sans fard, je vous en prie,  A-t-il conduit ma fille en une hôtellerie ? ')","('#colombine', ""Ah ! Que cela est bien dit !  La conversation roturière !  Comment pouvez-vous fournir à la dépense d'esprit que vous faites ?  Si vous ne vous ménagez, vous n'en aurez jamais assez pour le reste de vos jours. "")",1.43,Substitution
510,"('#scaramouche', ""Oui sans doute et voilà la Dame en question,  Mais il n'a jamais eu mauvaise intention  Et c'était seulement pour lui payer feuillette. "")","('#madame-pindaret', ""Bon !  Cela ne coûte rien à une femme comme moi, qui se joue des auteurs ; j'entretiens commerce avec les anciens, et je fraye aussi avec les modernes. "")",1.04,Substitution
511,"('#geronte', ""Cette civilité me paraît indiscrète  Il était en prison vous l'accuser en vain "")","('#colombine', 'Avec les anciens, madame ! ')",1.63,Substitution
512,"('#scaramouche', ""Je vous jure Monsieur que rien n'est plus certain,  Il m'en a donné l'ordre et pour le satisfaire,  J'ai moi-même prêté la main, à cette affaire. "")","('#madame-pindaret', ""Assurément, mademoiselle ; j'en attrape assez le vrai, et je veux vous faire voir quelle est ma lecture quotidienne.  Laquais !  Petit garçon ! "")",1.17,Substitution
