,schelandre-tyr-sidon-i,schelandre-tyr-sidon-ii,Cost,Operation Type
310,"('#almodice', ""Cela ne me plaît point et n'en sais que penser, Que résoudre encor moins, ni par où commencer. Mon soupçon n'est pas faux : en amour comme en chasse, La vieillesse routière évente bien la trace ; Mais la jeunesse, forte et de course et de dent, Prévient et le bon nez et le conseil prudent. Que ma charge me pèze et que la mort me tarde ! J'ai des filles du roi la dangereuse garde, Dont, tant bien qu'en serait mon devoir acquitté, Le père a néanmoins tant de sévérité Que, si l'une des deux glissait à quelque faute, Seule il me convaincrait négligente et peu caute, Voire sans excuser qu'en la fleur de leurs ans, Belles comme elles sont, parmi des courtisans, Sans mère, dès l'enfance en liberté nourries, Mes leçons désormais leur sont des rêveries, Leur coeur en tel état aux plaisirs est enclin, Susceptible de feu plus qu'étoupes de lin, Plus que soufre subtil, plus que le naphte encore, Qui des rayons du feu tout en feu s'évapore. Je le sais bien par moi : dès mes jeunes saisons Je me suis fait frotter pour ces démangeaisons, Qui chatouillent bien plus que cirons ni grattelles : Notre sexe a souvent des heures qui sont telles Que, si même un magot poursuivant s'y rendait, Il nous ferait tomber du seul bout de son doigt. Sexe, fragile sexe ! En qui la honte née Au lieu de la raison pour bride étant donnée, D'abondant la nature aux hommes l'a soumis, Afin que, rien de trop ne nous étant permis, Notre peu de pouvoir au devoir nous limite, Car la femme la flamme en naturel imite : Dès que d'un pouce ou deux nous en avons tâté, Nous en voulons un pied, j'entends de liberté. Or, touchant ces deux soeurs, Cassandre, la première (À qui je suis nourrice, étant plus familière), Avec un port modeste, un parler retenu, Forge moins de soucis dans mon timbre chenu. J'y veille toutefois : « souvent en onde coye Plutôt qu'en eau courante un bon nageur se noie. » De vrai, jusqu'à présent force dignes partis Par son entretien froid ont été divertis, Trop dévote qu'elle est à la chaste Diane. L'autre est tout à rebours : la jeune Méliane, De façon plus ouverte et plus riche en discours, À tous ses mouvements donne un plus libre cours. Dès qu'un homme aperçoit deux comètes brillantes, Sur le ciel de son front à pointes frétillantes, Son air toujours gaillard, son visage poupin, Sa taille sans excès, mais droite comme un pin, Le tout accompagné d'une grâce à bien dire, D'un teint où contre l'art la nature conspire (Bravant et la céruse et le cher vermillon), Aussitôt il s'y brûle ainsi qu'un papillon, Et crois (dont bien m'en prend) que son rang de princesse Garde mille rivaux d'y faire trop de presse. Or notre souverain, connaissant son humeur, Et sachant qu'un tel fruit ne se garde trop mûr (Combien que jusqu'ici cette mine volage N'ait rien fait qui ne soit privilège de l'âge, Son penser est peut-être en l'honneur mieux ancré Qu'un autre sous un geste hypocrite et sucré), Le roi, dis-je, a conclu, même au gré de l'aînée, De la ranger première au joug de l'hyménée, Et, n'était qu'aujourd'hui contre une offre de paix Il a reconfirmé la guerre pour jamais, Je croirai qu'en son coeur l'alliance il projette Du valeureux Belcar avec notre cadette, Voyant qu'à toutes deux il daigne recharger La visite et le soin de ce prince étranger, Charge que Méliane en toute confiance Exécute souvent outre la bienséance. C'est dont je suis en peine, et crains que peu à peu De ces miroirs ardents il naisse quelque feu, Duquel lorsqu'on voudra rendre la braise éteinte, Il faudra le souffrir et nourrir par contrainte, En danger, m'en mêlant (c'est le pis que j'y vois), D'avoir l'inimitié de la belle et du roi. La voici qu'elle en vient ; elle trémousse toute. Il faut que, me cachant, de ce coin je l'écoute."")","('#almodice', ""Et moi, j'ay ce pouvoir. Tout vostre desespoir ne vient pas de Leonte. Laissons-le en son repos, puisqu'aucun n'en remonte. Mais que me diriez-vous si, devant que la nuit Descouvre avec le char le bouvier qui le suit, Je delivrois Belcar, le roy de vos pensées, Les chaînes, les prisons et les gardes forcées, Et si dans un lieu seur je vous allois loger, Tous deux joyeux ensemble et francs de tout danger ?"")",0.0,Match
311,,"('#cassandre', ""N'ay-je assez de tourment sans ceste moquerie ?"")",1.0,Deletion
312,,"('#almodice', ""Que de vous je me moque ! Eh ! Dites, je vous prie, Quand m'avez-vous surprise en quelque fausseté ?"")",1.0,Deletion
313,,"('#cassandre', ""Ce qui n'est pas croyable est pour faux reputé."")",1.0,Deletion
314,"('#meliane', ""Mon coeur, égaye-toi, ton Belcar se guérit, Et selon ton désir la fortune te rit. Peut-on plus de ce prince espérer qu'il ne donne, Puisqu'à notre puissance il soumet sa couronne ? Toutes conditions il baille à notre choix, Se rend notre vassal, esclave de nos lois, Pourvu tant seulement qu'on m'accorde pour femme À lui, qui tient déjà le meilleur de mon âme, Achetant de son tout la chose qu'en pur don L'on eut dû lui porter jusques dans sa Sidon : Car, si pour s'appuyer les filles on marie, Quel plus ferme support dans toute la Syrie Que lui, qui donne à tous, à nous-mêmes, l'effroi ? Si pour la qualité, fils unique du roi ; Si pour la galantise et les vertus communes, Son entregent fait voir qu'il ne manque en aucunes. Au fort j'aimerais mieux m'empêtrer au lien D'un homme si parfait, quoique privé de bien, Fondant son patrimoine au seul droit de la guerre, Qu'épouser un monarque indigne de sa terre. Et puis notre Léonte, à qui sans coup férir Je vais non seulement un royaume acquérir, Mais vaincre, qui plus est, son rude antagoniste, Et faire qu'en ses mains de tout il se désiste, Serait-il pas ingrat si pour un tel bien fait Il ne se revengeait d'un réciproque effet, Rendant à moi, sa soeur, pour sortable apanage, Le sceptre de Belcar, hors mis le seul hommage ? Or n'est-il encor temps d'ouvrir un tel secret. Je ne le puis couver toutefois qu'à regret. L'aise m'étouffera si mon coeur ne l'évente ; Mais je n'ai confiance à nulle âme vivante Qu'à la seule Almodice : elle a sur nous égard, De nos biens et nos maux elle espère sa part. Bien qu'ainsi que ma soeur son lait ne m'ait nourrie, Si m'a-t-elle toujours non moins qu'elle chérie. Aussi m'a mis ès mains mon libéral amant, Pour l'attirer à soi, ce riche diamant, Et promesse de plus, si par son entremise Le ciel bénit l'affaire entre nous deux promise."")","('#almodice', ""À vous de trop long-temps ma foi j'ay tesmoignée Pour estimer ma voix de croyance esloignée. Si vous aymez ce prince, osant, pour l'espouser, Vostre père, vos biens, vostre honneur mespriser..."")",0.1,Substitution
315,,"('#cassandre', 'Il ne me chault de rien.')",1.0,Deletion
316,,"('#almodice', ""Je puis, dans peu de terme, Vous placer l'un et l'autre en une aise très ferme."")",1.0,Deletion
317,,"('#cassandre', ""L'oseroy-je esperer ?"")",1.0,Deletion
318,"('#almodice', ""Je n'ai rien entendu qui me soit déplaisant. Courage, c'est bien fait ; je prendrai ce présent, Et, si sa majesté ne se cabre au contraire, D'aider à ce dessein rien ne me peut distraire."")","('#almodice', ""Mais faites-en l'essay. Je ne propose pas les moyens que j'en sais : Ny le temps ny le lieu n'ont point assez d'espace. Vous importe-il comment, pourvu que je le face ? Un voile sur le front, de ce pas toutes deux Allons prendre un esquif sur le rivage ondeux Qui nous face aborder un navire à la rade, Où Belcar deguizé vous dresse une embuscade. Mais partons promptement ; j'ay crainte qu'après lui L'on ne se mette en queste."")",0.15,Substitution
319,,"('#cassandre', 'Avancez, je vous suy.')",1.0,Deletion
320,"('#cassandre', ""En vain, pauvre Cassandre, en vain t'efforces-tu De résister aux traits dont ton coeur est battu : Belcar est ton vainqueur. Il faut céder, pauvrette. Ne fais plus de la fine, et confesse la dette. Ha ! Bons dieux ! Qu'à mon dam je crains d'avoir appris Quels sont les rets subtils de l'enfant de Cypris ! Comment sans y penser je m'y suis enlacée ! Visitant un blessé, je m'y trouve blessée ; Qui pis est, je me plains sans bien savoir de quoi ; J'accuse un innocent, ne songeant point à moi ; Déjà de cruauté j'ai son âme blâmée, Et si n'ai point encor sa pitié raclamée. Je vois que sa présence excite ma douleur, Et si tiens son absence à souverain malheur. Je ne puis espérer qu'à ce prince on m'allie, Et c'est ce que j'espère, ô comble de folie ! Je sais que mon désir est contre la raison, Est traître à mon honneur et traître à ma maison, Et toutefois je vais, comme à bride abattue, Vers cet oeil qui nourrit ce désir qui me tue, Ainsi qu'un clair ruisseau dont le cours élancé, Tout volontairement, par soi-même forcé, Cherche un fleuve puissant qui, sans en faire estime, Engloutit et son onde et son nom légitime. Or je meurs le voyant, et je meurs sans le voir. Donc si fuir la mort n'est pas en mon pouvoir, J'encourrai le péril où mon instinct me pousse. La mort selon nature est toujours la plus douce. Je vais le visiter. Qu'il me ferait grand bien De le trouver tout seul en un libre entretien ! Je n'y mènerai plus cette soeur importune Qui pourrait bien m'ôter l'espoir de ma fortune."")","('#meliane', ""Qu'il me tarde, ô titan ! Que ton oeil nous éclaire Du plus juste milieu de ta traitte ordinaire, Et qu'au bas du quadran l'ombrage descendu M'ameine enfin le temps du voyage attendu ! Quel prodige nouveau, quel penible passage, Appesantit le train de ton viste attelage ? Avance, beau soleil : si jamais ton brandon Renforça ses ardeurs du feu de Cupidon, Pense combien m'attriste une longue demeure ; Le plus petit clin d'oeil me dure autant qu'une heure, Chaque heure comme un mois, et ce tour m'est egal Aux douze logemens de ton tour general. Le larron qui furette en la maison sappée, Dès qu'un abboy de chiens son oreille a frappée, Fremit et perd le coeur, il s'allume à tout bruit, Et ne trouve assez brun le plus noir de la nuit, Tant qu'après son coup fait il reprend son audace, Partageant son butin transporté de sa place. Ainsi je sens mon corps herissé de frisson ; Les moindres mouvements me tournent à soupçon. Rien ne me semble seur ; une terreur panique Menace mon complot d'un presage tragique. Plus mon partement tarde, et tant plus j'apperçoy De peine et de perils qu'il tourne quant et soy. Thamys se peut desdire, et la fausse Almodice Peut avoir fait dessein tout à mon prejudice. J'ay voulu voir Cassandre ; on ne la trouve point. Je sais qu'un même amour elle et moi nous espoint. Qui sçait si la nourrice auroit donné le change ! ô dieux ! Destournez-moi de ce penser estrange ! Un vaisseau passager, pour cyprien cogneu (et tel estoit celui qu'elle avoit retenu), Vient tout presentement de cingler en mer haute ; Mais il avance peu, car le vent lui fait faute."")",0.2,Substitution
321,"('#zorote', ""Evoé Bromien, dieu conquéreur des Indes, Que tu me rends gaillard et que j'aime tes brindes ! Tous les soucis chagrins qui troublaient mon cerveau, À force de bon vin sont allez à vau-l'eau. Dieux ! Que je suis dispos ! À la gauche, à la droite, Je danse les cinq pas ; mais la rue est étroite. Holà ! Je suis tombé. Courage ! Ce n'est rien ; Je ne suis pas trop saoul, car je me lève bien. Ô ! Qu'aujourd'hui j'ai fait une plaisante vie ! De ce doux souvenir j'ai l'âme encor ravie. Ni le pain ni le vin ne m'ont pas semblé cher, Mais on m'a bien vendu ce que j'ai pris de chair. Toutefois, c'est ma faute, et manque de courage : Il n'a tenu qu'à moi d'en prendre davantage ; Mais il faut être chaud comme les passereaux Pour ne plaindre l'argent qu'on donne aux maquereaux Or moi, je suis toujours sobre de ma nature, Et bien plus par dessous que dessus la ceinture, Sentant du premier coup défaillir mon baston. Ma main s'appuie au crin, mes lèvres au téton, Je dis quand le sujet à mon gré se rencontre ; Enfin, j'ai fait passer trente beautés en monstre, Afin de contenter mon charnel appétit (qui devient plus friand plus il devient petit), Si n'ai-je rien vu là qui mon désir enflamme, Et n'ai trouvé putain plus belle que ma femme. À d'autres pour le soir mon cas était remis, Où j'aurai l'arbitrage avec un compromis ; Mais il faut qu'un sommeil ma débauche accourcisse : J'ai besoin de repos plus que d'autre exercice. Holà, hau ! Bagoas ! Ouvre vite, c'est moi ! Le vilain n'entend point. Hé ! Hé ! Dépêche-toi ! L'on ne me répond point. Aucun n'est à la porte ; Donc force me sera d'attendre que l'on sorte. Mais je t'aurai, coquin ! Tout beau ! J'ai peur de choir ; Puisque je trouve un siège, il me vaut mieux asseoir."")","('#soldats', 'Ha ! Desloyal Thamys, par les rages voué Au malheur de nous tous, quel tour as-tu joué ?')",0.33,Substitution
322,"('#timadon', ""Page, c'est assez dit."")",,1.0,Insertion
323,"('#le-page', ""Quoi ! M'appelez-vous page ? Oh ! Ne m'offensez point avec cet équipage ; Car, puisque je suis fille, et belle, dites-vous, Je suis aujourd'hui franc d'injures et de coups."")","('#meliane', 'Que dites-vous, amis ?')",1.32,Substitution
324,"('#timadon', ""Avez-vous bien lié (pour paraître fendue) La crête de coq d'Inde à vos aines pendue ? Gardez qu'avec la main le méfiant magot, Voulant prendre un creuset, ne rencontre un lingot."")","('#soldats', ""L'ignorez-vous, madame, Que nostre chef perfide ait ourdy telle trame ? Qu'ayant son corps de garde avec ruse escarté, Il ait lasché Belcar en pleine liberté ? Où va ceste princesse ? Une pasleur plombée A soudain de son teint la beauté desrobée ; Elle part roidement, comme au cry des clabauts Le veneur voit bondir et de course et de sauts Dans les sombres forests une biche lancée. Holà ! J'entens du roy l'approche courroucée. Evitons son regard : nous sommes en horreur (sinon du crime entier) de punissable erreur."")",0.25,Substitution
325,"('#le-page', ""J'ai fait de mon relief une plate peinture ; Que si chaque épousée, au tournoi de nature, Assurait son faquin d'un aussi fort plastron, Le plus hardi lancier y deviendrait poltron."")","('#pharnabaze', ""Desmarez sans arrest, ne vous monstrez point lasches ; Poursuivez ce fuyard de voiles et de gasches. Mes courriers sont allez par terre après Thamys, Mais je sais que Belcar dessus l'onde s'est mis."")",0.54,Substitution
326,"('#timadon', ""Taisez-vous, je le vois ; mais je crois qu'il sommeille. Adieu, tirez-vous près, que votre voix l'éveille."")",,1.0,Insertion
327,"('#le-page', ""Quittons les bataillons cruels Où rien qu'horreur ne se rencontre, Pour dans les amoureux duels De notre valeur faire monstre. Adieu donc, mars, qui te repais De frayeurs, de sang et de larmes. Fi des rancunes ! Fi des armes ! Et vive l'amour et la paix !"")","('#l-amiral', ""Depuis le temps douteux, une carraque seule A franchy de ce port la murmurante gueule. Je vous la rends bientost : Eole est endormy ; L'air offre à nos forçats un visage d'amy."")",0.43,Substitution
328,"('#zorote', ""Ou l'oreille me corne, ou j'entends quelque son Qui me rompt le sommeil et semble une chanson. Le Page continue à chanter . Cherchons les assauts de Bacchus Et les tournois de Cythérée, Où des vainqueurs et des vaincus La joie égale est assurée. Adieu donc, mars, qui te repais De frayeurs, de sang et de larmes. Fi des rancunes ! Fi des armes ! Et vive l'amour et la paix !"")","('#pharnabaze', ""Plus je songe à cela, plus mon ame est piquée De voir que ceste fourbe est si tost pratiquée. ô traistre ! Je t'auray, tu ne peux m'eschaper ; J'ay trop de bons levriers pour ne point t'atraper. Lors je te feray dire, en horreur des supplices, Tous ceux qui de ton crime ont esté les complices. Plusieurs s'en sont meslez ; j'en soupçonne quelqu'un, D'indice toutesfois : je n'en asseure aucun. Mais retien desormais, credule Pharnabaze, Qu'un roy doit estre seul de ses desseins la baze. Si ma prompte vengeance eust son desir suivy, Son effect à mon bras n'eust point esté ravy ; Mais, tandis qu'assoupy d'une angoisse profonde Je me suis retiré de tout accez du monde, Les fins renards qu'ils sont ont bien choisi leur temps. Si croy-je enfin que tous n'en seront pas contens. Je m'en vay prendre l'air, et du pied de la dune Implorer à l'escart la favur de Neptune."")",0.45,Substitution
329,"('#zorote', ""Ô qu'elle chante bien, cette fille de joie ! Ô le gentil perdreau ! Sans doute on me l'envoie."")","('#premier-pecheur', ""Pousse fort, compagnon ! Que beny soit le dieu Qui nous a fait surgir à l'abry de ce lieu ! Ceste roche en croissant par son ombre fourchue De buissons de deux parts nous met hors de la vue."")",1.22,Substitution
330,"('#le-page', ""Le plus grand coup de leurs combats Est plus doux quand plus fort il entre ; Soit par en haut, soit par en bas, Il fait toujours grand bien au ventre. Adieu donc, mars, qui te repais De frayeurs, de sang et de larmes. Fi des rancunes ! Fi des armes ! Et vive l'amour et la paix !"")","('#deuxieme-pecheur', ""Or çà, que ferons-nous ? Traisnons ce corps à bord. Le sang jaillit encor, il est fraischement mort. ô dieux ! à quel barbare a peu monter en l'ame De mettre en tel estat une si belle dame ?"")",0.72,Substitution
331,,"('#premier-pecheur', 'Hastons-nous, mon amy ; laissons les complimens.')",1.0,Deletion
332,"('#zorote', ""L'argent peut contenter ton premier entonnoir ; Mais le désir de l'autre est hors de mon pouvoir."")","('#deuxieme-pecheur', ""N'emporterons-nous rien de ces beaux ornemens ?"")",1.32,Substitution
333,"('#le-page', ""Ce n'est qu'en chair morte où la paix Le fil de ses couteaux exerce, Et ce n'est qu'aux trous déjà faits Qu'amour de sa lance nous perce. Adieu donc, mars, qui te repais De frayeurs, de sang et de larmes. Fi des rancunes ! Fi des armes ! Et vive l'amour et la paix ! Ô plaisirs qui me semblez seuls, Dignes qu'une âme s'en ravisse, Qu'il fait bon mouvoir les linceuls Quand la nappe a fait son service ! Adieu donc, mars, qui te repais De frayeurs, de sang et de larmes. Fi des rancunes ! Fi des armes ! Et vive l'amour et la paix !"")","('#premier-pecheur', 'Sauvons-nous au plustost à la mercy des vagues. Nous avons son argent, ses chaines et ses bagues, Ce trésor bien celé ne sera point cognu.')",0.71,Substitution
