,chevalier-amours-de-calotin,palaprat-le-muet,Cost,Operation Type
686,,"('#frontin', 'Fer contagionem et per sìmpat biam[.]')",1.0,Deletion
687,"('#beatrix', 'Que celui des Dieux et des Rois,')","('#le-baron', 'Ah Dieux !')",0.39,Substitution
688,,"('#frontin', ""Ni sabi pas d'autre remedi : alterum remedium non est."")",1.0,Deletion
689,,"('#le-baron', ""Il n'y a point d'autre remède."")",1.0,Deletion
690,,"('#frontin', 'No, ne, ne, Signore, no, allez, courez prestare, preparare, acomodare per un remedio che non ti fara male : servitor à vo seignoria. Le Chevalier sort.')",1.0,Deletion
691,,"('#le-baron', ""Allons, puisque les parents de cette fille sont nobles de riches ; qu'elle sera un jour reconnue, et qu'il n'y a point d'autre remède, j'aime mieux, pour ne rien risquer, consentir à tout, que de voir plus longtemps en cet état un enfant qui m'est si cher."")",1.0,Deletion
692,,"('#frontin', ""Ce Médecin n'est pas encore venu ?"")",1.0,Deletion
693,"('#guillot', 'Alors que nous pourrons nous joindre')","('#le-baron', 'Je viens de lui parler.')",1.35,Substitution
694,,"('#frontin', 'Déjà ?')",1.0,Deletion
695,"('#ragotin', 'De nos corps comme de nos voix.')","('#le-baron', 'Oui.')",1.14,Substitution
696,,"('#frontin', 'Et le chevalier ?')",1.0,Deletion
697,,"('#le-baron', ""Il l'a vu."")",1.0,Deletion
698,,"('#frontin', 'Hé bien, Monsieur, êtes-vous content de lui ?')",1.0,Deletion
699,,"('#le-baron', 'Oh le grand homme !')",1.0,Deletion
700,,"('#frontin', ""Je vous l'avais bien dit. Il n'a pas su que vous soyez son père ?"")",1.0,Deletion
701,,"('#le-baron', ""Vraiment, vraiment, il l'a d'abord deviné."")",1.0,Deletion
702,"('#tous-ensemble', 'Ah ! Quel plaisir ! Ah ! Quel delice !  Quel extrême contentement ! Si le sort quelque jour propice Nous joint copulativement.')","('#frontin', 'Le sorcier !')",0.79,Substitution
703,,"('#le-baron', ""Viens, Frontin, allons songer à ce qu'il faut faire, il n'y a pas de temps à perdre."")",1.0,Deletion
704,,"('#frontin', 'Vivat.')",1.0,Deletion
705,,"('#zaïde', 'Ne balançons plus, fuyons-le pour jamais, retournons chez la soeur du Capitaine.')",1.0,Deletion
706,"('#ragotin', ""Hé bien, que dites-vous d'une telle musique ? "")","('#le-chevalier', 'De grâce écoutez-moi, Zaïde, suspendez pour un moment une si cruelle résolution.')",0.76,Substitution
707,"('#guillot', 'Pathétique, morbleu ! Du dernier pathétique.')","('#zaïde', ""Je ne saurais assez tôt m'éloigner de vous, après ce que vous avez osé entreprendre."")",1.84,Substitution
708,,"('#le-chevalier', ""Je vous adore, Zaïde, et je n'avais que ce moyen pour vous voir, et pour vous le dire."")",1.0,Deletion
709,,"('#zaïde', ""Qu'attendez-vous de moi, de votre père, des personnes de qui je dépens ?  Vous les irritez tous par une conduite si hardie.  Avez-vous songé à ce que je suis, à ce que vous êtes, aux obstacles insurmontables qui nous séparent ? "")",1.0,Deletion
710,"('#lisette', 'Il est vrai que cet air est tout à fait touchant.')","('#le-chevalier', ""Partout ailleurs qu'ils soient, que dans votre coeur mon amour sera plus fort que tous les obstacles, c'est un si grand bonheur pour moi d'avoir pu vous dire que je vous aime, que je ne désespère plus désormais de ma fortune."")",1.43,Substitution
711,,"('#marine', ""Cessez donc de vous attacher à la mienne.  Mon étoile est d'être malheureuse ; j'ai commencé à l'être dès l'enfance, je le serai toujours."")",1.0,Deletion
712,"('#guillot', 'Lisette, que pour toi je me sens de penchant !')","('#le-chevalier', ""Vous ne l'a seriez plus, Zaïde, si vous daigniez approuver la pure ardeur dont je brûle."")",1.11,Substitution
713,"('#beatrix', ""Adieu, séparons-nous, de peur qu'on ne nous crie."")","('#zaïde', ""Hélas !  Je ne vous ai déjà que trop fait connaître ne m'obligez pas de vous en dire davantage ; malheureuse !  C'est bien à moi : sortez, ou laissez-moi."")",1.3,Substitution
714,,"('#le-chevalier', 'Non, charmante Zaïde....')",1.0,Deletion
715,,"('#marine', ""Madame ! venez voir, notre muet parle. Voilà ce que j'avais toujours soupçonné."")",1.0,Deletion
716,,"('#zaïde', 'Ah Ciel, je suis perdue !')",1.0,Deletion
717,,"('#le-chevalier', 'Ma pauvre Marine !')",1.0,Deletion
718,,"('#marine', 'Eh !  Venez voir, Madame, venez voir.')",1.0,Deletion
719,"('#ragotin', 'Béatrix, feras-tu venir ici Julie ?')","('#zaïde', 'Que pensera-t-elle ?')",1.21,Substitution
720,,"('#le-chevalier', 'Au nom de Dieu, Marine...')",1.0,Deletion
721,,"('#marine', 'Madame !  Hé, hé, Madame !')",1.0,Deletion
722,"('#beatrix', 'Oui, je te le promets.')","('#le-chevalier', ""Ma chère Marine !  Te voila maîtresse de ma vie, puisque tu l'es de mon secret.  Je suis frère de Timante, j'adore Zaïde, et il n'est pas de milieu pour moi entre la posséder, ou mourir : si tu me découvres, tu me donnes une mort certaine, tu exposes Frontin."")",1.29,Substitution
723,"('#ragotin', 'Bon, cependant, Guillot, Allons au cabaret prendre un doigt de piot.')",,1.0,Insertion
724,"('#guillot', ""C'est fort bien avisé."")","('#marine', 'Ah !  Le fourbe.')",1.37,Substitution
725,"('#climene', ""Chacun d'eux se retire, Voyons ce que Tersandre ici daigne m'écrire. Après l'extrême amour qu'il me prouve aujourd'hui Je n'ai point de sujet de me plaindre de lui : Allons à son billet faire notre réponse; Pour Monsieur le Couvent, à jamais j'y renonce. Adorable Climène, depuis que mon malheureux destin m'a séparé de votree charmante personne, il faut que je vous avoue que je suis tellement accablé de tristesse, que rien au monde ne m'en saurait tirer que votre aimable présence.  Et en vérité si je m'avais une espérance tout à fait grande de vous revoir bientôt, il n'est point de moment que je ne m'abandonnasse au désespoir.  Mais ce qui me console un peu dans mon affliction, c'est que je suis certain d'être aimé parfaitement, et que vous ne changerez jamais.  Aussi, belle Climène, vous pouvez vous assurer que si vous êtes toute de constance pour moi que je suis tout de fidélité pour vous.  Adieu, je vous prie que ma lettre vous serve de consolation, et de me daigner faire la grâce de m'en envoyer la réponse par le même petit laquais.  C'est ce qu'attend avec impatience celui qui ne sera jamais qu'à vous, TERSANDRE. LETTRE DE TERSANDRE À CLIMÈNE."")","('#le-chevalier', ""Tu l'exposes aux plus violents effets du ressentiment de mon père : si tu ne me découvres pas, je te devrai toute la félicité de ma vie.  Aurais-tu l'inhumanité de me perdre, et d'envelopper Zaïde dans ma disgrâce ?  Zaïde qui t'est chère ; Zaïde qui est innocente, et de qui je n'ai pas attendu le consentement pour faire tout ce que j'ai fait.  Veux-tu que j'embrasse tes genoux ?  Me veux-tu voir expirer à tes pieds ?  Me veux-tu voir les noyer de larmes ?"")",0.21,Substitution
726,,"('#marine', ""Levez-vous, vous me faites pitié, je suis suis naturellement tendre, je n'aurais pas la force de vous rendre plus malheureux."")",1.0,Deletion
727,,"('#le-chevalier', 'Ma chère Marine !')",1.0,Deletion
728,"('#policarpe', ""Bonjour, sieur Gorgibus, j'allais chez vous me rendre, Pour nous entretenir de Julie et Tersandre, Ainsi que nous l'avions tantôt prémédité. Policarpe, je rends grâce à votre bonté, De ce que je vous vois zélé dans cette affaire; Et ce m'est un honneur tout extraordinaire, De voir dans peu de temps votre fille et mon fils, Par le doux noeud d'hymen ensemble bien unis. Je sais que Clarimond, de valeur infinie, En mariage aussi voudrait avoir Julie, Mais vous voyant à lui Tersandre préférer, Nous ne pouvons tous deux trop vous considérer, Clarimond y pourrait assurément prétendre; Mais, Gorgibus, ma fille est promise à Tersandre, Et nous n'aurons jamais nulle difficulté En cette affaire ci que de votre côté. Pour moi, je ne crois pas que rien y mette obstacle, Si le ciel ne l'y met par un soudain miracle. Mais entrons pour un peu nous en entretenir, Puis après nous viendrons ici nous divertir. Quelques gens de chez moi, par certaine saillie, Doivent ici danser une galanterie ; Et comme ils m'ont prié d'en être spectateur, Vous les obligerez d'en être aussi, Monsieur."")","('#marine', ""Ce n'est rien de m'avoir gagnée, vous ne pouvez longtemps tromper la Comtesse ; elle ne le doute déjà que trop de la vérité : c'est moi seule qui la combattais, et qui ne croyais pas Frontin capable me cacher quelque chose.  Sotte que j'étais !  Mais il faut vite finir ceci, ça voyons, que pouvons-nous faire ?  Je veux entrer dans vos intérêts."")",0.48,Substitution
729,"('#policarpe', 'Je le veux bien, entrons.')","('#le-chevalier', ""Ma chère Marine, que je te suis redevable !  Permets que dans les premiers transports de ma reconnaissance, j'embrasse encore tes genoux."")",1.32,Substitution
730,,"('#marine', 'Que faites-vous, malheureux, levez-vous, voici, Madame.')",1.0,Deletion
731,,"('#la-comtesse', ""Que vois-je ?  Zaïde en larmes, Marine effrayée, le muet à ses pieds ; je n'en dois plus douter.  Rentrez, Marine, faites signe à ce garçon de vous suivre : Zaïde, demeurez avec moi..."")",1.0,Deletion
732,,"('#la-comtesse', ""Je vous aime, Zaïde, et l'on ne peut guère donner plus de marques de tendresse que je vous en ai données."")",1.0,Deletion
733,,"('#zaïde', 'Je sens comme je dois, Madame...')",1.0,Deletion
734,,"('#la-comtesse', ""Attendez à me remercier que je vous aie dit tout ce que j'ai à vous dire.  J'ai trop d'attention surtout ce qui vous regarde pour n'avoir pas remarqué ce qui s'est passé depuis que le muet que Timante m'a envoyé est entré chez nous.  Vous rougissez, Zaïde ?"")",1.0,Deletion
735,,"('#zaïde', 'Moi,Madame?')",1.0,Deletion
736,"('#gorgibus', ""Après, si bon vous semble, Vous me ferez l'honneur que nous soupions ensemble."")","('#la-comtesse', ""Oui, et cette rougeur confirmerait mes soupçons, s'ils avaient quelque besoin de l'être. J'ai surpris vos regards ; j'ai observé vos démarches ; vous n'avez pu me cacher votre trouble, je vous avoue même que j'en ai eu pitié.  Il suffirait de l'aveu que j'en fais pour m'attirer votre confiance, si je ne croyais que l'amitié que j'ai pour vous doit de longtemps me l'avoir acquise."")",0.52,Substitution
737,"('#clarimond', 'Julie assurément doit venir en ce lieu.')","('#zaïde', 'Madame.....')",1.05,Substitution
738,"('#ragotin', ""Oui, vous allez l'y voir, et devant qu'il soit peu, Béatrix me l'a dit comme une chose sûre. Mais la voici déjà."")","('#la-comtesse', 'Ouvrez-moi donc votre coeur sans crainte.')",1.21,Substitution
739,,"('#zaïde', 'Qui, moi ?  Je ne vous ai jamais rien caché.')",1.0,Deletion
740,,"('#la-comtesse', ""Faut-il que j'aie besoin de vous faire quelque violence ?  Veux-je entrer dans vos affaires que pour y prendre la part que je dois."")",1.0,Deletion
741,"('#clarimond', 'La charmante aventure ! Quoi je vous vois, Julie ? Ah ! Que je suis heureux !')","('#zaïde', 'Moi, Madame, des affaires, une pauvre innocente : ô Ciel !')",1.34,Substitution
742,"('#ragotin', 'Pourquoi ne la pas voir, si vous avez des yeux, Puisque cette beauté se montre à votre vue ? Si vous ne la voyiez, vous auriez la berlue.')","('#la-comtesse', ""Vous pouvez aussi peu douter de ma fidélité que de ma tendresse.  Je n'ai pas voulu par discrétion vous parler devant le Capitaine, vous savez qu'il m'a avertie qu'un jeune homme passait les jours entiers à vous regarder à vos fenêtres : tout ce que j'ai vu de notre muet me donne de violents soupçons que c'est ce même jeune homme.  Avouez-le : pouvez-vous vous cacher de moi, et connaître à quel point je vous aime ?  Vous ne me dites rien, Zaïde ? "")",0.42,Substitution
743,"('#clarimond', ""Cesse de bouffonner. Ah que mon sort est doux, De me pouvoir trouver un moment près de vous!. Car de tous les plaisirs) s'il en est un suprême, C'est celui de se voir auprès de ce qu'on aime."")","('#zaïde', ""Que voulez-vous que je vous dise ?  Je vous vois des soupçons, je n'y ai point la part que vous croyez : je suis dans un trouble..."")",1.07,Substitution
744,"('#ragotin', ""Mon maître, Beatrix, a raison, par ma foi ; Mon plaisir le plus grand est d'être auprès de toi ; Et dès que je ne puis envisager ta face, Le pauvre Ragotin tout aussitôt trépasse."")","('#la-comtesse', ""Et c'est ce trouble où je vous vois qui augmente ma curiosité, parce que vous m'êtes chère : ne me déguisez plus rien, déclarez-moi un mystère que vous ne pouvez plus me cacher.  Parlez, je serai peut-être en état de vous servir avant que Le Capitaine parte.  Quoi, toutes mes prières ne servent qu'à augmenter votre silence ?"")",0.59,Substitution
745,,"('#zaïde', 'Quelles pensées aussi avez-vous, Madame ?  Pourquoi vous attachez-vous à me presser ?  Aurais-je été capable de vous déplaire en quelque chose ?  Que je fuis malheureuse !')",1.0,Deletion
746,"('#julie', ""Vous voir assurément fait mon unique bien: Mais, Clarimond, que faire où nous ne pouvons rien? Et quand mon pere veut que j'épouse Tersandre, Je ne voy pas comment je pourray m'en defendre."")","('#la-comtesse', ""Ho bien, puisque vous ne voulez rien m'avouer, je ne m'en prendrai plus qu'au muet, et je le punirai de l'audace dont je le soupçonne : je n'attends pour cela que l'arrivée de Timante.  Mais le voici plutôt que je ne l'attendais."")",0.78,Substitution
747,,"('#timante', 'Mon retour vous surprend, Madame.')",1.0,Deletion
748,"('#clarimond', ""Si j'apprens cet hymen je mourray de regret."")","('#la-comtesse', 'Il me fait beaucoup de plaisir.')",0.84,Substitution
749,,"('#timante', ""Nous n'avons fait guère plus de douze_milles quand le Vice-roi a reçu un courrier."")",1.0,Deletion
750,"('#ragotin', ""Pour finir vostre mal, c'est un fort beau secret: Mais vous aimant tous deux d'une amitié parfaite, Que ne l'enlevez-vous? Ce seroit chose faite."")","('#la-comtesse', ""Quelque raison qui vous fasse revenir, elle m'eSt agréable, mais surtout dans la situation où je suis, vous arrivez tout à propos peur me tirer de peine."")",0.94,Substitution
751,"('#clarimond', 'Dans un si grand malheur, he!as! que ferons-nous?')","('#timante', 'Quel chagrin pouvez-vous avoir, Madame ?')",1.34,Substitution
752,,"('#la-comtesse', ""C'est une bagatelle.  Le muet que vous m'avez envoyé..."")",1.0,Deletion
753,,"('#timante', 'Et bien, Madame ?')",1.0,Deletion
754,,"('#la-comtesse', ""Je vous prie de le reprendre tout à l'heure, Timante."")",1.0,Deletion
755,,"('#timante', ""Il est vrai, Madame, qu'il est tout des plus laids ; mais on n'en trouve pas facilement, et dans l'envie où vous étiez d'en avoir un, je me résolus à vous envoyer ce vieux malheureux."")",1.0,Deletion
756,,"('#la-comtesse', ""Ce n'est pas ce qui m'en déplaît, Timante, il n'est que trop bien fait, et trop jeune."")",1.0,Deletion
757,,"('#timante', ""Vous voulez me railler, Madame, de mon mauvais choix, mais je m'en justifie par la nécessité où j'étais de vous obéir promptement."")",1.0,Deletion
758,"('#julie', ""Que ne m'est-il permis de me donner à vous ? Mais comme mon devoir m'empêche de le faire, Et que je ne le puis, sans déplaire à mon père, Apprenez, Clarimond, que tant que je pourrai Éloigner ce malheur, qu'enfin je le ferai ; Et qu'il ne sera point au monde d'artifice, Que je n'emploie, afin de vous être propice."")","('#la-comtesse', ""Mon Dieu, Monsieur, ne continuez point une plaisanterie que vous avez faite hors de saison : croyez vous que je vous puisse facilement pardonner que dans le temps que vous vouliez paraître agité d'une violente jalousie, vous ayez conservé assez de sang froid pour me jouer un pareil tour, et m'envoyer un muet comme celui-ci ?  À quel dessein l'avez- vous fait, Timante ?  Ne connaissez-vous point de quelle délicatesse je suis sur Zaïde ?"")",0.04,Substitution
759,"('#clarimond', ""Après un tel aveu, je m'en vais trop heureux: Mais vous pourrai-je voir encore dans ces lieux ?"")","('#frontin', 'Que vois-je ?  Mon Maître de retour.  Madame je suis votre serviteur.  Ne pourrai-je pas vous dire un mot en particulier ?')",0.59,Substitution
760,"('#julie', 'Oui, je vous le promets. Adieu, voici Tersandre.')","('#timante', ""Patience.  Qu'est-ce que tout ceci, Madame ?  Et qu'a de commun Zaïde jeune et belle comme elle est, avec un misérable accablé des plus cruelles disgrâces de la nature ?"")",1.88,Substitution
761,"('#clarimond', 'Tâchons, sans être vu, de les pouvoir entendre.')","('#frontin', 'Monsieur, hum.....')",1.7,Substitution
762,"('#julie', ""Si mon père savait que j'eusse un autre amant Que Tersandre, il ferait la chose en ce moment: Feignons donc de l'aimer, pour reculer l'affaire ; Peut-être que le ciel me deviendra prospère."")","('#la-comtesse', ""Finissons ce jeu, je vous prie, ces contestations commencent à me fatiguer.  C'est précisément parce que ce jeune homme, que vous m'avez envoyé, a les manières nobles et galantes, que je trouve fort mauvais que vous ayez entrepris de l'introduire chez moi de cette manière."")",1.07,Substitution
