,corneillet-circe,quinault-cadmus-hermione,Cost,Operation Type
404,"('#asterie', ""L'automne est douce à qui s'empresse  D'avoir des fruits mûrs à cueillir ;  Mais quoi qu'exposer à faillir,  Je tiens toujours pour la jeunesse. "")",,1.0,Insertion
405,"('#palemon', ""C'est bien fait, le Printemps est la belle saison.  Tu peux faire du tien un agréable usage. "")",,1.0,Insertion
406,"('#asterie', ""Du moins quand je m'échappe à quelque badinage  Qui semble s'écarter un peu de la raison,  Je dis qu'un jour je serai sage,  Et j'aime assez à chanter sur ce ton.  Ah ! Combien il en est dont les désirs partagent  L'état riant où je me vois,  Qui sans en rien dire envisagent,  Comme un sujet mortel d'effroi,  L'incommode sagesse où les ans les engagent.  Et qui de tout leur coeur enragent  De n'oser être aussi folles que moi !  Sur l'avenir je me trompe peut-être ;  Mais enfin je prétends, lorsque j'en serai là,  Pour fuir leur ridicule, assez bien me connaître...  Mais adieu, va chercher Silla.  Je vois Mélicerte paraître. "")",,1.0,Insertion
407,"('#palemon', 'Que ton humeur me plaît ! ')","('#les-deux-princes-tyriens', 'Conte-nous ce combat.')",1.54,Substitution
408,"('#asterie', ""De grâce, éloigne-toi  Il faut que je lui parle, et Circé me l'ordonne. "")",,1.0,Insertion
409,"('#palemon', ""Je te quitte à regret. Friponne,  Si tu n'as rien à faire autre chose, aime-moi. "")",,1.0,Insertion
410,"('#asterie', ""À vous trouver j'ai bien eu de la peine  Depuis longtemps je vous cherche partout. "")",,1.0,Insertion
411,"('#melicerte', ""Confus, triste, inquiet, je sens que tout me gêne,  Et sans savoir ce que mon coeur résout,  J'entretiens dans ce Bois le chagrin qui m'y mène.  Mais enfin que m'apprendrez-vous ?  Parlez, belle Astérie, et s'il vous est possible,  Soulagez un Amant jaloux. "")","('#arbas', ""J'en suis si hors d'haleine. Que je ne puis encore m'exprimer qu'avec peine. Il est bon d'essuyer ce fer ensanglanté, De crainte qu'il ne soit gâté."")",0.46,Substitution
412,"('#asterie', ""La jalousie est un mal bien terrible ;  Mais n'importe, le Ciel vous voit d'un oeil plus doux,  Et Circé n'est pas insensible. "")",,1.0,Insertion
413,"('#melicerte', ""Quoi, Circé me rendrait son coeur ?  D'un si prompt repentir Circé serait capable,  Et cette farouche rigueur  Qui la rendait inexorable,  Aurait fait place à la douceur ?  Je l'avais bien prévu, qu'en lui faisant comprendre  Le dur excès de mes ennuis,  Vous la forceriez à se rendre. "")",,1.0,Insertion
414,"('#asterie', ""Toute badine que je suis,  J'ai le coeur tourné sur le tendre,  Et pour les malheureux je fais ce que je puis.  Voyez-vous cet Anneau que Circé vous envoie ? "")",,1.0,Insertion
415,"('#melicerte', 'Que ne dois-je point à vos soins ?  Donnez, de grâce, et de ma joie  Allons chercher mille témoins. ')","('#les-deux-princes-tyriens', ""Ah ! Quels chagrins pour nous de manquer l'avantage De signaler notre courage !"")",0.63,Substitution
416,"('#asterie', ""Voilà comme souvent l'Amour pour nous s'emploie,  Lorsque nous l'espérons le moins. "")",,1.0,Insertion
417,"('#melicerte', ""Il est vrai. Qui l'eût cru, que pour finir ma peine,  L'Amour dût amener Silla dans ce Palais ?  Mais n'en crois-je point trop mes amoureux souhaits,  Et la nouvelle est-elle bien certaine ?  L'a-t-on vue arriver ? Est-elle avec Circé,  Et de sa part recherchez-vous Mélicerte ? "")",,1.0,Insertion
418,"('#asterie', ""Le Portrait de Silla n'est donc pas effacé. "")",,1.0,Insertion
419,"('#melicerte', ""Non, toujours son image à mes yeux s'est offerte.  Que de temps à pleurer sa perte  S'est inutilement passé !  Sait-elle qu'en ce lieu l'Amour m'a fait l'attendre ?  Qu'on m'avait assuré qu'elle s'y ferait voir ? "")",,1.0,Insertion
420,"('#asterie', ""C'est ce que par vous-même elle pourra savoir ;  Mais Circé, vous l'aimiez ? Une amitié si tendre  Déjà sur vous est-elle sans pouvoir ? "")",,1.0,Insertion
421,"('#melicerte', ""Moi, qui chéris Silla d'une ardeur empressée  Qu'à peine égalerait le plus parfait Amant,  J'aurais pris pour Circé le moindre attachement ?  Du seul soupçon ma gloire est offensée.  Par où le méritai-je, et sur quel fondement  M'imputez-vous un changement  Dont je n'eus jamais la pensée ? "")",,1.0,Insertion
422,"('#asterie', ""J'avais pris pour amour certains soins complaisants  Qu'à Circé je vous ai vu rendre.  On s'attache aux Objets présents,  Et pour peu que l'absence aide à se laisser prendre,  Les Hommes la plupart sont d'une foi si tendre,  Qu'il ne faut qu'un bel oeil, et quelques jeunes ans,  Pour les réduire à ne se point défendre. "")","('#arbas', 'Tous ces chagrins, et ces regrets Sont des soins qui ne coûtent guère, Quand on ne voit plus rien à faire On fait le brave à peu de frais.')",0.55,Substitution
423,"('#melicerte', ""Non, si j'ai vu Circé, j'ai voulu seulement  Apprendre d'elle où Silla pouvait être.  Dans ces lieux à toute heure elle devait paraître,  Et j'attendais toujours ce bienheureux moment.  Enfin il est venu, mais suis-je encor moi-même ?  Elle est dans le Palais, et je m'arrête ici ? "")",,1.0,Insertion
424,"('#florise', ""Seule avec Mélicerte ainsi ?  Dans un Bois ? C'est pousser la franchise à l'extrême.  Qu'en dira-t-on ? "")",,1.0,Insertion
425,"('#asterie', ""Et bien, on dira que je l'aime.  Le grand malheur pour en être en souci ! "")",,1.0,Insertion
426,"('#florise', ""Vous tournez tout en raillerie ;  Mais, ma Soeur, à ne rien déguiser entre nous,  Si la même galanterie  Arrivait à d'autres qu'à vous,  Qu'en penseriez-vous, je vous prie ? "")",,1.0,Insertion
427,"('#asterie', ""Que ce serait un rendez-vous.  Comme à suivre mon coeur ma bouche est toujours prête,  J'avouerai sans façon, qu'il n'est rien selon moi  De plus satisfaisant qu'un peu de tête à tête ;  Et quand on peut l'avoir, pourquoi  Voulez-vous qu'on soit assez bête,  Pour n'oser témoigner qu'on veut vivre pour soi ? "")",,1.0,Insertion
428,"('#florise', ""Mais l'exacte vertu nous doit faire la loi,  Et le plaisant cède à l'honnête. "")",,1.0,Insertion
429,"('#asterie', ""Voilà l'ordinaire chanson  De qui fait le métier de prude.  Elle met son unique étude  À se garantir du soupçon ;  Et pour l'essentiel, en bonne solitude  Elle n'y fait point de façon. "")","('#premier-prince-tyrien', 'On prend peu garde à toi ; Cadmus nous rend justice, Mais il vient, rangeons-nous pour voir le sacrifice.')",0.82,Substitution
430,"('#florise', ""C'est se tirer avec adresse  D'un pas dont avec peine une autre sortirait.  Mais, ma Soeur, qui vous entendrait... "")",,1.0,Insertion
431,"('#asterie', ""J'agis comme je parle, et jamais de finesse,  C'est le moyen de marcher droit.  Pour vous, qui n'avez point d'égale  En vertueux tempérament,  Et qui sur le moindre enjouement  Me faites la Mercuriale,  Dites-moi, de grâce, comment  Vous vous trouvez dans ce lieu solitaire ;  Car comme moi qui n'en fais point mystère,  Vous n'y cherchez point un Amant ? "")","('#le-grand-sacrificateur', 'Mars ! Ô toi qui peux Déchaîner quand tu veux Les fureurs de la guerre,')",1.22,Substitution
432,"('#florise', 'Je venais voir les aimables Dryades  Qui font leur demeure en ce Bois.  Les doux accents de leurs charmantes voix  Méritent bien les promenades  Que je fais ici quelquefois. ')","('#le-choeur-des-sacrificateurs', 'Ô mars ! Reçois nos voeux.')",1.55,Substitution
433,"('#asterie', ""Ne viendrait-il jamais quelque Faune avec elles  Qui vous parlerait à l'écart ?  Avec un Mortel, c'est hasard  Si vous quittez le parti des Cruelles ;  Mais pour un Demi-Dieu, c'est une affaire à part. "")",,1.0,Insertion
434,"('#florise', ""Il faut que votre humeur badine  Trouve toujours à s'exercer. "")",,1.0,Insertion
435,"('#asterie', ""À croire en vous l'air prude qui domine,  De votre retenue on ne peut trop penser,  Mais rien n'est si trompeur quelquefois que la mine. "")",,1.0,Insertion
436,"('#florise', ""La vôtre ne l'est point ; et vous voir une fois,  C'est assez pour juger qu'au talent de Coquette...  Mais Circé qui par l'air du palais s'est soustraite,  Amène Silla dans ce Bois.  Quel est son dessein ? "")",,1.0,Insertion
437,"('#asterie', ""Pour l'apprendre,  Peut-être il ne faut qu'écouter. "")",,1.0,Insertion
438,"('#circe', ""Votre amour en ce lieu n'a rien à redouter,  Nymphe ; puisque pour vous je veux tout entreprendre,  Aimez sans vous inquiéter. "")",,1.0,Insertion
439,"('#silla', ""J'aurais tort de garder encor quelques alarmes,  Après ce que je viens de voir.  Si l'air en nous cachant cède à votre pouvoir.  Quel sera celui de vos Charmes  Pour confondre un injuste espoir ?  D'abord, je l'avouerai, quand le Prince de Thrace  S'offrant tout_à_coup à mes yeux,  M'a fait voir qu'il m'avait prévenue en ces lieux,  J'ai craint que votre appui redoublant son audace  Ne rendit de ma foi son feu victorieux ;  Mais puisqu'à Mélicerte il vous plaît faire grâce,  Sûre de mon bonheur, je n'ai plus à souffrir  Que par la juste impatience  De voir finir une trop dure absence. "")","('#le-grand-sacrificateur', ""Ton funeste courroux n'est pas moins dangereux Que l'éclat fatal du tonnerre : Ô Mars ! Reçois nos voeux."")",1.0,Substitution
440,"('#circe', ""Si vous souffrez par là, je puis vous secourir.  Mon intérêt est joint au vôtre.  Je vous l'ai fait connaître ; ainsi  Du succès de vos feux n'ayez aucun souci,  Je m'en charge. Allez l'une et l'autre,  Amenez Mélicerte ici.  Florise et Astérie sortent. "")","('#le-choeur-des-sacrificateurs', 'Ô Mars ! Reçois nos voeux.')",1.97,Substitution
441,"('#silla', ""Vous m'allez rendre ce que j'aime ?  Madame, pardonnez si je ne vous dis rien,  Quoi que pense l'Amour, quand la joie est extrême,  Jamais il ne s'explique bien. Si vous savez aimer, jugez-en par vous-même. "")",,1.0,Insertion
442,"('#circe', ""Puisque l'Amour vous rend Mélicerte si cher,  Pour voir de vos desseins le succès plus facile,  Il faut à son rival quelque temps vous cacher,  Et de ses soins à vous chercher  Rendre dans un lieu sûr l'entreprise inutile.  Si l'obscur séjour de ce bois  N'arien pour vous de trop mélancolique,  D'un seul mot j'y puis faire un Palais magnifique,  Où les plaisirs naîtront à votre choix.  C'est là que le Prince de Thrace  Ne vous découvrira jamais,  Et dans votre coeur le trouble fera place  Aux charmes d'une douce paix.  Tandis que l'heureux Mélicerte  Dans Thèbes ira préparer  Les honneurs que l'hymen vous y doit assurer,  Dans cette demeure déserte  Vous serez à couvert du désespoir jaloux,  Qu'Amant dédaigné peut suivre contre vous. "")",,1.0,Insertion
443,"('#silla', ""Ma flamme en ce conseil trouve trop d'avantage,  Pour ne s'en pas faire une loi.  Mélicerte a reçu ma foi,  Et pour fuir son rival, il n'est lieu si sauvage  Qui n'ait mille charmes pour moi.  Mais qu'entends-je ?  On voit paraître un Faune avec une Dryade qui sort en chantant, et qui veut se retirer quand elle aperçoit Circé. "")",,1.0,Insertion
444,"('#circe', ""D'où vient qu'en nous voyant paraître,  Vous détournez vos pas, et cessez de chanter ?  Continuez, de grâce ; il est doux d'écouter,  Quand on sait comme moi quel plaisir en peut naître.  Ce sont Nymphes et Demi-Dieux,  Qui dans ce Bois font leur demeure,  Et qui de leurs concerts les plus mélodieux  Vous viendront à l'envi divertir à toute heure.  Vous étonnez-vous  D'un peu de martyre ?  C'est quand on soupire,  Que l'amour est doux.  La plus belle chaîne  Ne saurait charmer,  Si l'on a de la peine  À se faire aimer J'aime les plaisirs  Qu'on me fait attendre ;  Un objet trop tendre  Éteint les désirs.  La plus grande gloire  Qu'on trouve en aimant,  C'est lorsque la victoire  Coûte un long tourment.  À Silla.  CHANSON DE LA DRYADE.  Cette Chanson est suivie de ces paroles, qui sont chantées par un Faune, et par la même Dryade."")","('#le-grand-sacrificateur', 'Les combats sanglants sont tes jeux ; Tu sais, quand il te plaît, remplir toute la Terre De ravages affreux. Ô Mars ! Reçois nos voeux.')",0.79,Substitution
445,"('#le-faune', ""Il n'est rien de si doux que de changer sans cesse,  L'Amour pour les coeurs inconstants  Ne peuvent avoir que d'heureux temps.  Toujours plaisirs nouveaux, et jamais de tristesse.  Il n'est rien de si doux que de chanter sans cesse. "")",,1.0,Insertion
446,"('#la-dryade', ""L'inconstance détruit les douceurs de l'Amour ;  Pour estimer un bien, il faut qu'il soit durable. "")",,1.0,Insertion
447,"('#le-faune', ""L'Amour qui dure trop, est un mal véritable ;  Pour aimer sans chagrin, il faut n'aimer qu'un jour. "")",,1.0,Insertion
448,"('#la-dryade', 'Ridicule folie ! ')",,1.0,Insertion
449,"('#le-faune', ""Incommode sagesse !  Il n'est rien de si doux que de chanter sans cesse. "")",,1.0,Insertion
450,"('#la-dryade', 'Ridicule folie ! ')",,1.0,Insertion
451,"('#le-faune', 'Incommode sagesse ! ')",,1.0,Insertion
452,"('#la-dryade', ""Il n'est rien de si doux qu'une longue tendresse. "")",,1.0,Insertion
453,"('#le-faune', 'À cent Objets divers on doit faire sa cour. ')",,1.0,Insertion
454,"('#la-dryade', 'Ridicule folie ! ')",,1.0,Insertion
455,"('#le-faune', 'Incommode sagesse ! ')",,1.0,Insertion
456,"('#faune #dryade', ""Il n'est rien de si doux que de chanter sans cesse.  Il n'est rien de si doux qu'une longue tendresse.  Le Faune. La Dryade."")","('#le-choeur-des-sacrificateurs', 'Ô Mars ! Reçois nos voeux. Les sacrificateurs chantants demeurent prosternés, les sacrificateurs dansants font cependant une entrée au son des timbales et au bruit des Armes, après quoi les sacrificateurs chantants se relèvent et chantent.')",0.64,Substitution
457,"('#silla', ""La seule douceur de leur voix  Fait que pour ces beaux lieux déjà je m'intéresse. "")",,1.0,Insertion
458,"('#circe', ""C'en est assez pour cette fois,  Allez. Que veut Dorine, et quel ennui la presse ? "")",,1.0,Insertion
459,"('#dorine', 'Ah, Madame. ')",,1.0,Insertion
460,"('#circe', 'Dorine. ')",,1.0,Insertion
461,"('#dorine', ""À quel ardent courroux  Vous va porter ce qui se passe ? Il n'est que trop certain. Vénus prend contre vous  Le Parti du Prince de Thrace.  En vain vous avez cru pouvoir l'assujettir.  Inquiet pour Silla qu'il a longtemps cherchée,  Il proférait son nom, le faisait retentir,  Quand deux Amours sont venus l'avertir  Que dans ce Bois vous la teniez cachée. L'un d'eux prend soin de l'amener.  Vous l'allez voir ici paraître,  Et dans l'appui qu'il a, peut-être  Votre Art de son pouvoir, quoi qu'il veuille ordonner,  Aura peine à se rendre maître. "")",,1.0,Insertion
462,"('#silla', ""Madame, au nom des Dieux, ne m'abandonnez pas.  Vous pouvez tout pour moi dans un destin si rude. "")",,1.0,Insertion
463,"('#circe', ""Le remède à ce mal veut de la promptitude,  Et votre seule fuite en d'éloignés Climats  Peut calmer votre inquiétude.  Thèbes où Mélicerte est aussi craint qu'aimé,  Par son hymen vous doit avoir pour Reine.  Par les routes de l'air souffrez qu'on vous y mène.  Il vous suivra de près, et de son coeur charmé  La conquête par là vous deviendra certaine. "")","('#le-grand-sacrificateur', 'Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",1.37,Substitution
464,"('#silla', ""Je m'abandonne à vous. "")",,1.0,Insertion
465,"('#circe', ""Paraissez devant moi,  Esprits qui m'écoutez. "")",,1.0,Insertion
466,"('#silla', 'Ah Ciel ! Madame. ')","('#le-choeur-des-sacrificateurs', 'Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",1.37,Substitution
467,"('#circe', ""Quoi,  Vous fuyez à les voir ? Que rien ne vous étonne,  Je réponds de votre personne.  Vous pouvez les souffrir sans en prendre d'effroi.  Partez, et pour Silla faites ce que j'ordonne.  J'ai l'avantage au moins... Mais qu'est-ce que je vois ?  Dorine, les Amours à mes projets s'opposent.  Quatre Esprits viennent enlever Silla ; et quand elle est au milieu de l'air, quatre Amours se détachent du haut du cintre, et après avoir combattu quelque temps les Esprits, ils l'arrachent de leurs mains, et l'emporte dans le palais de Vénus. "")",,1.0,Insertion
