,dancourt-desolation-des-joueuses,dancourt-femme-d-intrigues,Cost,Operation Type
695,"('#le-caissier', ""Oh Madame, on jouera, s'il vous plaît ; têtebleu !  Je n'en serai pas la dupe.  Où diantre pourrais-je rattraper tous ceux qui me doivent ?  Pour deux ou trois personnes qui voudront bien payer, il y en aurait cinquante dont je ne tirerais jamais un sou.  Voilà Monsieur Clitandre qui me doit cent cinquante pistoles, par exemple, je sais bien pour lui qu'il ne se fera pas tirer l'oreille mais..."")","('#la-ramee', ""Vous le voyez.  Tout ce que je crains, c'est que quelques parents de conséquence que j'ai malheureusement à la Cour, ne cherchent à traverser la passion que j'ai pour vous.  Ce coquin de valet de chambre de mon père est un vieux domestique, espèce de Pédagogue, il m'a menacé d'un oncle, dont je redoute la conversation : Je suis amoureux, mais je suis timide.  Au nom de notre amour, Madame, brusquons les noces, je vous prie, pour ne plus dire non."")",0.51,Substitution
696,"('#clitandre', ""Moi, parbleu, je ne vous dois payer qu'à carte laissée.  Faites-moi jouer si vous voulez que je m'acquitte."")","('#madame-thibaut', 'Je veux tout ce que vous voulez ; mais ne vous repentirez-vous point de ce que vous faites pour moi ?')",1.03,Substitution
697,"('#le-caissier', 'Eh bien Madame, que me feront les fripons, si les honnêtes gens agissent de cette manière ?  Oh !  Têtebleu !  Je vous ferai jouer, je vous en réponds.  Allons, Madame, des cartes, je vous en prie, ou je vais tout tuer.')","('#la-ramee', ""M'en repentir ?  Si vous me connaissiez, Madame, je me donne au diable, vous n'auriez pas cette pensée. Un porteur d'instruments de musique paraît."")",0.92,Substitution
698,,"('#madame-thibaut', 'Que veut-on ?')",1.0,Deletion
699,,"('#la-ramee', ""Comment sandis !  C'est tout un Orchestre que cet homme a sur ses épaules."")",1.0,Deletion
700,"('#dorimene', 'Monsieur !  Monsieur le caissier !  Si je fais monter quelques laquais...')","('#madame-thibaut', ""Je voulais vous surprendre par un concert que je donne ici ce soir ; mais vous en voyez les apprêts malgré moi.  Qu'on mette ces instruments là-dedans."")",1.53,Substitution
701,"('#le-caissier', ""Ventrebleu Madame, qu'on donne des cartes, ou je tuerai quelqu'un, vous dis-je encore une fois."")","('#la-ramee', ""Voulez-vous que je vous dise, Madame ?  Vous vous amusez à la bagatelle ; ce n'est point un concert, c'est un bon contrat qu'il nous faut : votre Notaire est un habile homme."")",1.17,Substitution
702,,"('#madame-thibaut', ""Mon Notaire, Monsieur ?  Ah, gardons-nous bien de lui rien dire de nos affaires !  C'est lui qui fait toutes les affaires de notre famille, et j'ai des raisons qui m'obligent à vous épouser en secret."")",1.0,Deletion
703,"('#dorimene', ""Vous êtes un fou, mon ami, et c'est en fou que je vais vous faire traiter.  Holà quelqu'un."")","('#la-ramee', ""Je vous demande la même chose : point d'éclat, je vous en conjure."")",1.4,Substitution
704,"('#l-intendante', 'Eh !  Madame.')","('#gabrillon', 'Ah !  Madame, vous êtes volée.')",0.27,Substitution
705,,"('#la-ramee', 'Que veut-elle dire ?')",1.0,Deletion
706,,"('#madame-thibaut', 'Je suis volée !')",1.0,Deletion
707,,"('#gabrillon', ""N'ont-ils rien pris ici ?"")",1.0,Deletion
708,"('#le-caissier', ""Oui, Madame, je suis fou, et je suis en droit de l'être pour les vingt-cinq mille francs qu'il m'en coûte."")","('#madame-thibaut', ""Que m'aurait-on pris ?  Es-tu folle ?"")",0.99,Substitution
709,,"('#gabrillon', ""Je ne sais ce que c'est ; mais je viens de rencontrer deux hommes qui descendent vos degrés comme si le diable les emportait."")",1.0,Deletion
710,,"('#la-ramee', ""Ce sont ces bardauts d'Opéra qui ont porté le concert ; ils galopent, parce qu'ils s'en retourne à vide."")",1.0,Deletion
711,,"('#gabrillon', ""À voir comme ils courraient, j'aurais cru..."")",1.0,Deletion
712,,"('#un-laquais', ""Madame, il y a un enfant qui crie dans cette basse de viole qu'on vient d'apporter."")",1.0,Deletion
713,,"('#la-ramee', 'Un enfant !...')",1.0,Deletion
714,,"('#gabrillon', 'Voilà un instrument qui vous coûtera bien à entretenir.')",1.0,Deletion
715,,"('#madame-thibaut', 'Ah !  Le traître de musicien.')",1.0,Deletion
716,,"('#la-ramee', 'Cadédis, le concert accouche ?')",1.0,Deletion
717,,"('#madame-thibaut', ""Le fourbe !  Qui l'eût cru, Gabrillon ?"")",1.0,Deletion
718,"('#la-comtesse', ""Le pauvre petit bonhomme !  Il a raison dans le fond, cet argent-là n'est peut-être pas à lui, et je le trouve fort embarrassé."")","('#gabrillon', ""Que cela ne vous embarrasse pas.  Dès qu'il fera nuit, j'ai bien la mine d'envoyer ce petit instrument-là donner une sérénade à la porte d'un de nos voisins."")",1.17,Substitution
719,,"('#madame-thibaut', ""Voilà à quoi le veuvage m'expose : quel affront !"")",1.0,Deletion
720,,"('#la-ramee', 'Il vous faut un mari, Madame, absolument ; vous avez raison.')",1.0,Deletion
721,,"('#madame-thibaut', 'Hâtez-vous donc de le devenir, Cléante.')",1.0,Deletion
722,,"('#la-ramee', ""Vous n'avez qu'à parler, Madame, je cours au Notaire comme au feu."")",1.0,Deletion
723,"('#le-caissier', ""C'est justement cela, Madame.  Il faut que je rende mes comptes au premier jour, et il y aura plus de vingt-cinq mille francs à dire."")","('#madame-thibaut', ""Prenez le premier venu, Cléante ; faites-lui dresser les articles tels qu'il vous plaira, nous remplirons les noms et qualités quand le contrat sera dressé."")",0.89,Substitution
724,,"('#la-ramee', ""Ordre charmant !  Commission toute adorable !  Je vole où vos ordres m'appellent, et je reviens promptement ici procéder au reste."")",1.0,Deletion
725,,"('#madame-thibaut', ""Hé bien, Gabrillon, que dis-tu de l'insolence de ce coquin de Maître à chanter ?"")",1.0,Deletion
726,"('#l-intendante', 'Il me fait songer a mes pierreries ; il faut que nous jouions, Madame, absolument, vous avez beau faire.')","('#gabrillon', ""Moi, Madame ?  Que je lui pardonne en faveur de l'invention."")",1.07,Substitution
727,,"('#madame-thibaut', ""Je me vengerai du tour qu'il me fait."")",1.0,Deletion
728,,"('#un-laquais', ""Cet homme veuf qui presse si fort pour l'agrément de cette Charge."")",1.0,Deletion
729,,"('#madame-thibaut', ""Qu'on le fasse monter.  Quoique je n'aie plus guères besoin de pratiques, il est toujours bon d'expédier les vieilles ; quelque profession que l'on quitte, il en faut sortir avec honneur."")",1.0,Deletion
730,,"('#madame-thibaut', 'Hé, bonjour, Monsieur Dubois, vous me paraissez bien affligé ?')",1.0,Deletion
731,,"('#monsieur-dubois', 'Je me meurs de chagrin, Madame Thibaut.')",1.0,Deletion
732,,"('#madame-thibaut', ""Hé, fi donc, vous n'y songez pas.  Après six semaines de veuvage, est-il seulement permis de se souvenir de sa femme, que pour se réjouir de n'en plus avoir ?"")",1.0,Deletion
733,"('#le-caissier', 'Eh, morbleu Madame, je vous en conjure.')","('#monsieur-dubois', 'Vous me soupçonnez de pleurer ma femme ?  Vous vous moquez de moi, je pense, ma douleur est bien plus raisonnable.')",1.01,Substitution
734,,"('#madame-thibaut', ""Hé !  Qui diantre la peut causer ?  Tout vous rit, la Charge est à vous, je suis sûre de l'agrément."")",1.0,Deletion
735,"('#la-comtesse', 'Allons, ma mignonne ; un peu de pitié pour ce pauvre petit bonhomme.')","('#monsieur-dubois', ""Il n'est plus temps.  Je suis ruiné, Madame Thibaut ; ma petite fille vient de mourir entre mes bras, d'une convulsion qui lui a pris tout d'un coup sans apparence même de maladie."")",1.27,Substitution
736,,"('#madame-thibaut', 'Ah, quel malheur !  Il faudra donc que vous rendiez le mariage de votre femme à sa famille.')",1.0,Deletion
737,,"('#monsieur-dubois', ""Vous voyez bien qu'il n'est plus question de la Charge ; et quand cette mort sera sue..."")",1.0,Deletion
738,,"('#madame-thibaut', ""Elle ne l'est donc pas encore ?"")",1.0,Deletion
739,"('#dorimene', ""Mais, Madame, je ne veux point qu'il m'en coûte mille écus."")","('#monsieur-dubois', ""Il n'y avait avec moi que la nourrice, à qui j'ai donné vingt pistoles, pour l'engager à ne point parler que je n'aie mis ordre à mes affaires ?"")",0.96,Substitution
740,,"('#madame-thibaut', 'Cela est fort prudent.  Et quel âge avait la petite fille ?')",1.0,Deletion
741,,"('#monsieur-dubois', 'Cinq mois et demi.')",1.0,Deletion
742,,"('#gabrillon', 'Madame ?')",1.0,Deletion
743,,"('#madame-thibaut', 'Paix.')",1.0,Deletion
744,,"('#gabrillon', ""Voilà à peu près l'âge de notre basse de viole."")",1.0,Deletion
745,,"('#madame-thibaut', 'Tais-toi donc, sotte ?')",1.0,Deletion
746,,"('#monsieur-dubois', 'Que dites-vous, Madame Thibaut ?')",1.0,Deletion
747,"('#la-comtesse', 'Par charité, ma bonne.')","('#madame-thibaut', 'Je songe à vous rendre un bon office.')",1.08,Substitution
748,,"('#monsieur-dubois', 'Comment ?')",1.0,Deletion
749,,"('#madame-thibaut', ""Cette femme n'y consentira jamais, Gabrillon ?"")",1.0,Deletion
750,,"('#gabrillon', 'Que fait-on ?')",1.0,Deletion
751,,"('#monsieur-dubois', 'Quelle est votre idée ?')",1.0,Deletion
752,"('#dorimene', 'Je ne suis point en état de faire des charités si considérables.')","('#madame-thibaut', 'Laissez-nous faire.  Elle est pauvre ; mais elle aime ses enfants.')",1.13,Substitution
753,,"('#gabrillon', ""Il n'y a que le prix qu'on y voudra mettre."")",1.0,Deletion
754,,"('#monsieur-dubois', 'Mais, que je sache...')",1.0,Deletion
755,"('#le-caissier', ""Têtebleu !  Madame, cela n'est pas bien.  Vous me mettez au désespoir, je me pendrai absolument ; mais je tuerai quelqu'un avant que de me pendre."")","('#madame-thibaut', ""Elle me fait souvenir d'une pauvre diablesse qui demeure à deux pas d'ici.  Elle a une petite fille à peu près comme était la vôtre.  Si l'on pouvait à force d'argent... Je ne sais si vous m'entendez ?"")",1.26,Substitution
756,"('#dorimene', 'Vous êtes un extravagant.  Faites-vous payer comme il vous plaira, et prenez-vous de vos chagrins à ceux qui vous doivent.')","('#gabrillon', 'Si je vous entends !  En supposant cette petite fille au lieu de la mienne, je pourrais acheter la Charge.  Voyez, parlez, Madame Thibaut, je sacrifierai volontiers mille écus pour cette affaire.')",1.05,Substitution
757,"('#le-caissier', ""Non, morbleu c'est à vous : c'est vous qui avez profité de mon argent.  Vous ne m'engagiez à le prêter aux joueurs, qu'afin de le leur gagner dans la suite ; mais, par la morbleu !  Je passerai cet article-là dans mes comptes, et vous aurez affaire à forte partie."")","('#madame-thibaut', ""Comment, mille écus !  C'est trop de la moitié.  Vous autres hommes, vous jetez l'argent par les fenêtres, laissez-moi ménager la chose.  Gabrillon, faites-moi venir cette femme ?"")",0.28,Substitution
758,,"('#gabrillon', ""J'y vais, Madame."")",1.0,Deletion
759,"('#clitandre', ""Cette affaire-ci est plus fâcheuse pour lui que pour un autre, et je vous assure qu'il perd beaucoup."")","('#madame-thibaut', ""Attendez, il vaut mieux que j'aille lui parler chez elle, et que vous ne paraissiez point dans tout cela.  Pour rendre l'affaire plus secrète, il est bon qu'on ne connaisse pas seulement votre visage."")",1.43,Substitution
760,"('#eraste', ""Eh !  Bons dieux !  Mesdames, qu'avez-vous fait à ce pauvre petit caissier ?  Je viens de le rencontrer, il sort d'ici dans une rage épouvantable."")","('#monsieur-dubois', ""Que vous avez d'esprit, Madame Thibaut !  Par quel bonheur ?  Si elle vient à bout de son entreprise !"")",1.77,Substitution
761,,"('#gabrillon', ""Elle y réussira, je vous en réponds.  C'est la première femme de Paris pour toutes sortes d'affaires."")",1.0,Deletion
762,"('#la-comtesse', 'Il prend les choses à coeur, le petit homme.')","('#monsieur-dubois', 'Tu es heureuse de faire ton apprentissage sous une si habile personne.')",1.62,Substitution
763,"('#l-intendante', ""N'a-t-il pas raison de se désespérer ?  Je ne sais qui me tient que je n'en fasse autant ; et si trois ou quatre personnes de résolution voulaient se désespérer avec moi, cela ferait peut-être ouvrir les yeux sur les désordres que cette défense va causer."")","('#gabrillon', 'Comme Madame est dans le goût de quitter, je vais bientôt me mettre en boutique.')",1.31,Substitution
764,,"('#monsieur-dubois', 'Elle doit être à son aise, Madame Thibaut ?')",1.0,Deletion
765,"('#eraste', ""Oh !  Pour cela, Madame, il est sûr qu'on n'a point fait assez de réflexion sur les inconvénients qui en peuvent arriver."")","('#gabrillon', ""Pas tant qu'on s'imagine, Monsieur, elle a fait de grandes pertes."")",1.4,Substitution
766,,"('#monsieur-dubois', 'Comment donc ?')",1.0,Deletion
767,"('#dorimene', ""Vous pensez vous moquer, Éraste ; mais je vous assure qu'il y a bien des choses à dire là-dessus."")","('#gabrillon', ""La Justice lui a volé plus de la moitié de ses profits en amendes, en frais de Procureurs, droits de clercs, présents forcés, petites pensions involontaires à d'honnêtes personnes dans le besoin.  Cela monte au bout d'une année ; et ceux qui se donnent le plus de peine, ne sont pas ceux qui gagnent le plus."")",1.4,Substitution
768,"('#eraste', 'Moi, Madame, je ne raille point ; et il faut savoir à combien de choses et à combien de gens le lansquenet était utile.')","('#monsieur-dubois', ""Ta Maîtresse n'a pas lieu de se plaindre ; elle fait souvent de bonnes affaires, dont tous les revenants-bons sont pour elle."")",0.92,Substitution
769,"('#clitandre', ""Cela passe l'imagination."")",,1.0,Insertion
770,"('#eraste', ""Une dame recevait-elle un bijou considérable de quelque amant, le mari n'avait rien à dire, sa femme l'avait gagné au lansquenet."")","('#gabrillon', 'Tout lui coûte, Monsieur, et vous ne sauriez croire combien de gens elle tient à ses gages.  Elle a douze Savoyards premièrement.')",0.97,Substitution
771,,"('#monsieur-dubois', 'De ces frotteurs ?')",1.0,Deletion
772,"('#la-comtesse', 'Il a raison, cela était fort commode.')","('#gabrillon', 'Oui, Monsieur, ce sont des émissaires admirables.  Ces gens-là savent tous les tenants et les aboutissants des familles ; et nous en tirons de bons services.  Nous avons outre cela près de trois douzaines de filles de chambre, une trentaine de cochers, et plus de cent laquais.')",1.34,Substitution
773,"('#eraste', ""Un fils de famille empruntait à grosses usures, faisait une dépense enragée, le père ne s'embarrassait pas de cela.  Il admirait le bonheur de son fils et l'utilité du lansquenet."")","('#monsieur-dubois', 'Voilà un grand équipage.')",1.96,Substitution
774,"('#l-intendante', 'Cela est vrai, Madame, il y a mille gens intéressés dans cette affaire, et il faut représenter toutes ces choses-là.')","('#gabrillon', 'Nous les plaçons différemment dans les maisons où nous voulons avoir affaire, et il faut de petits gages particuliers à ces sortes de Messieurs-là.')",0.85,Substitution
775,,"('#monsieur-dubois', 'Ils les gagnent bien.')",1.0,Deletion
776,,"('#gabrillon', 'Voici Madame.')",1.0,Deletion
777,,"('#monsieur-dubois', 'Hé bien, ma chère Madame Thibaut.')",1.0,Deletion
778,"('#eraste', ""Moi, qui vous parle, moi, je suis à présent l'homme du monde le plus embarrassé."")","('#madame-thibaut', ""Laissez-moi un moment, je vous prie, j'ai le coeur si serré que je ne puis parler."")",0.29,Substitution
779,,"('#monsieur-dubois', ""Qu'y a-t-il donc ?"")",1.0,Deletion
780,,"('#madame-thibaut', ""Ce que c'est que la tendresse d'une mère."")",1.0,Deletion
781,,"('#monsieur-dubois', 'Notre affaire ne se fera point ?')",1.0,Deletion
782,,"('#gabrillon', ""C'est une femme qui aime sa petite fille au-delà de l'imagination."")",1.0,Deletion
783,,"('#madame-thibaut', ""Ah ; Gabrillon !  On a beau prêcher de l'intérêt, la nature est toujours la plus forte."")",1.0,Deletion
784,,"('#gabrillon', ""Cette pauvre mère, je lui sais bon gré d'être si sensible."")",1.0,Deletion
785,"('#clitandre', 'Comment donc ?  Que vous importe à vous que le lansquenet soit défendu ?  Vous ne jouiez quasi-point, non plus que Dorante.')","('#monsieur-dubois', 'Mais, ne lui avez-vous rien offert ?')",1.21,Substitution
786,"('#eraste', ""Cela est vrai mais, on croyait que je jouais du moins, et le lansquenet me servait à ménager la réputation de vingt femmes que je considère et quelque dépense que je fisse, j'en faisais honneur au lansquenet."")","('#madame-thibaut', ""Pardonnez-moi vraiment ; cinq cent écus d'abord, puis deux cents pistoles."")",1.37,Substitution
787,,"('#monsieur-dubois', ""Je vous avais dit d'aller jusqu'à mille écus."")",1.0,Deletion
788,,"('#madame-thibaut', ""C'est ce que j'ai fait."")",1.0,Deletion
789,,"('#monsieur-dubois', 'Hé bien ?')",1.0,Deletion
790,,"('#madame-thibaut', ""M'a-t-elle écoutée ?"")",1.0,Deletion
791,,"('#monsieur-dubois', 'Ah, Ciel !')",1.0,Deletion
