,dancourt-diable-boiteux,dancourt-femme-d-intrigues,Cost,Operation Type
682,"('#marton', ""Épargner, Monsieur, épargner ?  Cela serait beau vraiment !  C'est bien quand il s'agit de rendre les derniers devoirs à un mari, qu'on songe à épargner !  C'est peut-être la dépense que Madame aura faite dans sa vie avec moins de regret."")","('#dorante', ""Oui, Madame, vous en êtes cause.  Serait-il à la peine de vous voler, si nous étions ensemble, comme nous devrions être ?  Mais le père d'un côté, la mère de l'autre ; vous me volez ma vaisselle, il vous prend la vôtre, il ne pêche que par exemple."")",0.92,Substitution
683,,"('#melinde', ""Oui, je lui ai donné l'exemple, et c'est peut-être vous qui lui avez dit de le suivre."")",1.0,Deletion
684,,"('#dorante', ""Hé, Madame !  Revenez avec moi, c'est le seul moyen de le mettre dans son devoir."")",1.0,Deletion
685,"('#madame-lucas', 'Oh !  Pour cela oui, Monsieur Corbeau.')","('#melinde', 'Moi, Monsieur, demeurer avec vous ?')",1.12,Substitution
686,"('#monsieur-corbeau', 'Mais vous ne voulez pas aussi rien de trop superbe, rien de trop magnifique ?')","('#dorante', 'Je sais les moyens de vous y forcer quand il me plaira.')",1.52,Substitution
687,"('#madame-lucas', 'Oh !  Non, Monsieur, quelque chose de simple, une petite façon de mausolée seulement.')","('#melinde', 'Je sais vos vues.  De concert avec mes parents, vous voulez me contraindre à retourner avec vous, ou à choisir un Couvent.')",1.46,Substitution
688,,"('#dorante', 'Assurément.')",1.0,Deletion
689,"('#monsieur-corbeau', 'Un Mausolée, Madame ?')","('#melinde', 'Et quel parti croyez-vous que je prendrai, Monsieur ?')",1.49,Substitution
690,"('#madame-lucas', ""Oui, quelques figures expressives des bonnes qualités du défunt ; les vertus qui pleurent, par exemple, qui déchirent leurs vêtements, quelques bandes de velours, semées de chiffres et des armes du défunt ; il n'en faudra pas davantage, Monsieur Corbeau, il n'en faudra pas davantage."")","('#dorante', ""Celui du Couvent : votre bizarrerie et vos travers ne me permettent pas d'en douter."")",1.34,Substitution
691,,"('#melinde', 'Tout au contraire.')",1.0,Deletion
692,,"('#dorante', 'Comment, vous reviendrez avec moi ?')",1.0,Deletion
693,,"('#melinde', 'Avec vous.')",1.0,Deletion
694,,"('#dorante', 'Avec moi !')",1.0,Deletion
695,"('#monsieur-corbeau', ""Parbleu je le crois bien, Madame.  Vous vous moquez de moi, je pense ?  Des bandes de velours, des chiffres, des armoiries, les vertus qui pleurent à la mort d'un Procureur !  Et fi donc, Madame ; vous n'aurez rien de tout cela, nous avons nos règles."")","('#melinde', ""Oui, avec vous, avec vous ; mais, pour vous faire enrager plus que jamais.  Je crierai nuit et jour, je chasserai vos valets, j'engagerai vos meubles, je déchirerai vos papiers, je mettrai le feu dans votre logis, et peut-être je ferai pis encore.  Voilà sur quel pied, Monsieur, je veux retourner avec vous."")",0.75,Substitution
696,,"('#dorante', ""Le Ciel m'en préserve ; demeurons plutôt comme nous sommes."")",1.0,Deletion
697,,"('#melinde', ""Non, Monsieur, j'y retournerai si vous ne me rendez ma vaisselle."")",1.0,Deletion
698,"('#madame-lucas', 'Mais vos règles sont bien bizarres et bien ridicules, Monsieur Corbeau.  Une femme qui, pendant tout le cours de sa vie, aura été tendrement chérie de son mari, ne pourra pas, après sa mort, lui donner des marques les plus solides de son affection ?')","('#dorante', 'Et la mienne, qui me la rendra ?')",1.4,Substitution
699,,"('#melinde', ""Si je ne l'ai pas dans deux heures, je fais porter ce soir ma toilette chez vous, et j'y couche."")",1.0,Deletion
700,,"('#dorante', ""Ne vous en avisez pas, j'aime mieux vous renvoyer la vaisselle."")",1.0,Deletion
701,,"('#melinde', ""Vous ferez bien : n'y manquez pas, ou vous m'aurez bientôt à vos trousses."")",1.0,Deletion
702,"('#marton', ""Cela est bien désagréable, je vous avoue, et une tenture sans velours, sans armoiries, cela sera bien simple et bien uni, Madame.  N'y aurait-il pas moyen d'égayer cela avec quelques petites prétintailles ; Monsieur Corbeau ?"")","('#dorante', ""L'esprit du Diable est-il pire que celui-là ?  M'en voilà pour mes trois cents pistoles.  Il faut pourtant que la coquine qui a aidé à me tromper...  Ouf.  La voici avec un homme d'épée ; de peur de quelque inconvénient, allons faire mes plaintes chez un Commissaire."")",0.81,Substitution
703,"('#monsieur-corbeau', ""Des prétintailles, ma mie, des prétintailles ?  M'a-t-on fait venir ici pour se moquer de moi ?  Adieu, Madame, fasse qui voudra les obsèques du Procureur, je ne l'en mêle point.  Il ferait beau voir une tenture mortuaire en falbala ?  Des prétintailles."")","('#madame-thibaut', 'Quoi, Cléante, je vous revois !  Est-il bien vrai que vous me sacrifiez ainsi votre fortune ?')",1.18,Substitution
704,"('#marton', ""Il faut que cet homme-là soit fou au moins : comme s'il n'était pas permis pour son argent de se faire enterrer à sa fantaisie."")","('#la-ramee', ""Vous le voyez.  Tout ce que je crains, c'est que quelques parents de conséquence que j'ai malheureusement à la Cour, ne cherchent à traverser la passion que j'ai pour vous.  Ce coquin de valet de chambre de mon père est un vieux domestique, espèce de Pédagogue, il m'a menacé d'un oncle, dont je redoute la conversation : Je suis amoureux, mais je suis timide.  Au nom de notre amour, Madame, brusquons les noces, je vous prie, pour ne plus dire non."")",1.39,Substitution
705,"('#angelique', ""La Couturière et le Marchand disent qu'ils commencent à s'ennuyer."")",,1.0,Insertion
706,"('#madame-lucas', ""Ils commencent, ma nièce, ils commencent ?  Hé bien, qu'on leur dise qu'ils achèvent."")","('#madame-thibaut', 'Je veux tout ce que vous voulez ; mais ne vous repentirez-vous point de ce que vous faites pour moi ?')",1.26,Substitution
707,,"('#la-ramee', ""M'en repentir ?  Si vous me connaissiez, Madame, je me donne au diable, vous n'auriez pas cette pensée. Un porteur d'instruments de musique paraît."")",1.0,Deletion
708,,"('#madame-thibaut', 'Que veut-on ?')",1.0,Deletion
709,,"('#la-ramee', ""Comment sandis !  C'est tout un Orchestre que cet homme a sur ses épaules."")",1.0,Deletion
710,"('#marton', ""Hé, ne les impatientez pas, Madame, vous aurez fait dans un moment ; et quand j'aurai fait arranger la salle, je ne tarderai pas à vous rejoindre."")","('#madame-thibaut', ""Je voulais vous surprendre par un concert que je donne ici ce soir ; mais vous en voyez les apprêts malgré moi.  Qu'on mette ces instruments là-dedans."")",0.6,Substitution
711,,"('#la-ramee', ""Voulez-vous que je vous dise, Madame ?  Vous vous amusez à la bagatelle ; ce n'est point un concert, c'est un bon contrat qu'il nous faut : votre Notaire est un habile homme."")",1.0,Deletion
712,"('#madame-lucas', ""Dépêche-toi donc, Marton, je ne puis rester seule, et je crois toujours voir le défunt.  A-t-on envoyé quelqu'un chez le Notaire ?"")","('#madame-thibaut', ""Mon Notaire, Monsieur ?  Ah, gardons-nous bien de lui rien dire de nos affaires !  C'est lui qui fait toutes les affaires de notre famille, et j'ai des raisons qui m'obligent à vous épouser en secret."")",0.83,Substitution
713,"('#cascaret', ""J'en viens, Madame.  Il va tout à l'heure apporter ici le Testament."")",,1.0,Insertion
714,"('#madame-lucas', ""Dès qu'il viendra, qu'on m'avertisse."")","('#la-ramee', ""Je vous demande la même chose : point d'éclat, je vous en conjure."")",1.59,Substitution
715,"('#cascaret', 'Oui, Madame.')","('#gabrillon', 'Ah !  Madame, vous êtes volée.')",0.45,Substitution
716,,"('#la-ramee', 'Que veut-elle dire ?')",1.0,Deletion
717,,"('#madame-thibaut', 'Je suis volée !')",1.0,Deletion
718,,"('#gabrillon', ""N'ont-ils rien pris ici ?"")",1.0,Deletion
719,"('#marton', 'Hé Lépine ?')","('#madame-thibaut', ""Que m'aurait-on pris ?  Es-tu folle ?"")",1.13,Substitution
720,,"('#gabrillon', ""Je ne sais ce que c'est ; mais je viens de rencontrer deux hommes qui descendent vos degrés comme si le diable les emportait."")",1.0,Deletion
721,,"('#la-ramee', ""Ce sont ces bardauts d'Opéra qui ont porté le concert ; ils galopent, parce qu'ils s'en retourne à vide."")",1.0,Deletion
722,,"('#gabrillon', ""À voir comme ils courraient, j'aurais cru..."")",1.0,Deletion
723,,"('#un-laquais', ""Madame, il y a un enfant qui crie dans cette basse de viole qu'on vient d'apporter."")",1.0,Deletion
724,,"('#la-ramee', 'Un enfant !...')",1.0,Deletion
725,,"('#gabrillon', 'Voilà un instrument qui vous coûtera bien à entretenir.')",1.0,Deletion
726,,"('#madame-thibaut', 'Ah !  Le traître de musicien.')",1.0,Deletion
727,,"('#la-ramee', 'Cadédis, le concert accouche ?')",1.0,Deletion
728,"('#lepine', 'Es-tu seule, Marton ?')","('#madame-thibaut', ""Le fourbe !  Qui l'eût cru, Gabrillon ?"")",1.57,Substitution
729,,"('#gabrillon', ""Que cela ne vous embarrasse pas.  Dès qu'il fera nuit, j'ai bien la mine d'envoyer ce petit instrument-là donner une sérénade à la porte d'un de nos voisins."")",1.0,Deletion
730,,"('#madame-thibaut', ""Voilà à quoi le veuvage m'expose : quel affront !"")",1.0,Deletion
731,,"('#la-ramee', 'Il vous faut un mari, Madame, absolument ; vous avez raison.')",1.0,Deletion
732,"('#marton', ""Oui. Comment te trouves-tu d'être sous le scellé ?"")","('#madame-thibaut', 'Hâtez-vous donc de le devenir, Cléante.')",1.45,Substitution
733,,"('#la-ramee', ""Vous n'avez qu'à parler, Madame, je cours au Notaire comme au feu."")",1.0,Deletion
734,,"('#madame-thibaut', ""Prenez le premier venu, Cléante ; faites-lui dresser les articles tels qu'il vous plaira, nous remplirons les noms et qualités quand le contrat sera dressé."")",1.0,Deletion
735,"('#lepine', 'Pas trop mal : tiens, vois, je lève les scellés à merveilles, moi, Marton.')","('#la-ramee', ""Ordre charmant !  Commission toute adorable !  Je vole où vos ordres m'appellent, et je reviens promptement ici procéder au reste."")",0.99,Substitution
736,,"('#madame-thibaut', ""Hé bien, Gabrillon, que dis-tu de l'insolence de ce coquin de Maître à chanter ?"")",1.0,Deletion
737,,"('#gabrillon', ""Moi, Madame ?  Que je lui pardonne en faveur de l'invention."")",1.0,Deletion
738,,"('#madame-thibaut', ""Je me vengerai du tour qu'il me fait."")",1.0,Deletion
739,,"('#un-laquais', ""Cet homme veuf qui presse si fort pour l'agrément de cette Charge."")",1.0,Deletion
740,,"('#madame-thibaut', ""Qu'on le fasse monter.  Quoique je n'aie plus guères besoin de pratiques, il est toujours bon d'expédier les vieilles ; quelque profession que l'on quitte, il en faut sortir avec honneur."")",1.0,Deletion
741,,"('#madame-thibaut', 'Hé, bonjour, Monsieur Dubois, vous me paraissez bien affligé ?')",1.0,Deletion
742,,"('#monsieur-dubois', 'Je me meurs de chagrin, Madame Thibaut.')",1.0,Deletion
743,,"('#madame-thibaut', ""Hé, fi donc, vous n'y songez pas.  Après six semaines de veuvage, est-il seulement permis de se souvenir de sa femme, que pour se réjouir de n'en plus avoir ?"")",1.0,Deletion
744,,"('#monsieur-dubois', 'Vous me soupçonnez de pleurer ma femme ?  Vous vous moquez de moi, je pense, ma douleur est bien plus raisonnable.')",1.0,Deletion
745,"('#marton', 'Ah, malheureux !  Tu nous vas faire de belles affaires.')","('#madame-thibaut', ""Hé !  Qui diantre la peut causer ?  Tout vous rit, la Charge est à vous, je suis sûre de l'agrément."")",1.07,Substitution
746,,"('#monsieur-dubois', ""Il n'est plus temps.  Je suis ruiné, Madame Thibaut ; ma petite fille vient de mourir entre mes bras, d'une convulsion qui lui a pris tout d'un coup sans apparence même de maladie."")",1.0,Deletion
747,"('#lepine', ""Je n'en ferai que de bonnes ; nous déchirerons le testament, et nous épouserons Mademoiselle."")","('#madame-thibaut', 'Ah, quel malheur !  Il faudra donc que vous rendiez le mariage de votre femme à sa famille.')",1.0,Substitution
748,,"('#monsieur-dubois', ""Vous voyez bien qu'il n'est plus question de la Charge ; et quand cette mort sera sue..."")",1.0,Deletion
749,,"('#madame-thibaut', ""Elle ne l'est donc pas encore ?"")",1.0,Deletion
750,,"('#monsieur-dubois', ""Il n'y avait avec moi que la nourrice, à qui j'ai donné vingt pistoles, pour l'engager à ne point parler que je n'aie mis ordre à mes affaires ?"")",1.0,Deletion
751,,"('#madame-thibaut', 'Cela est fort prudent.  Et quel âge avait la petite fille ?')",1.0,Deletion
752,,"('#monsieur-dubois', 'Cinq mois et demi.')",1.0,Deletion
753,"('#marton', 'Et comment cela ?')","('#gabrillon', 'Madame ?')",0.44,Substitution
754,,"('#madame-thibaut', 'Paix.')",1.0,Deletion
755,,"('#gabrillon', ""Voilà à peu près l'âge de notre basse de viole."")",1.0,Deletion
756,"('#lepine', 'Ne te mets pas en peine…')","('#madame-thibaut', 'Tais-toi donc, sotte ?')",1.19,Substitution
757,,"('#monsieur-dubois', 'Que dites-vous, Madame Thibaut ?')",1.0,Deletion
758,,"('#madame-thibaut', 'Je songe à vous rendre un bon office.')",1.0,Deletion
759,,"('#monsieur-dubois', 'Comment ?')",1.0,Deletion
760,,"('#madame-thibaut', ""Cette femme n'y consentira jamais, Gabrillon ?"")",1.0,Deletion
761,,"('#gabrillon', 'Que fait-on ?')",1.0,Deletion
762,,"('#monsieur-dubois', 'Quelle est votre idée ?')",1.0,Deletion
763,,"('#madame-thibaut', 'Laissez-nous faire.  Elle est pauvre ; mais elle aime ses enfants.')",1.0,Deletion
764,,"('#gabrillon', ""Il n'y a que le prix qu'on y voudra mettre."")",1.0,Deletion
765,"('#angelique', 'Tu pourrais…')","('#monsieur-dubois', 'Mais, que je sache...')",1.21,Substitution
766,"('#lepine', ""Je pourrai tout : allez seulement attendre là-bas que le Notaire vienne, amenez-le dans cette salle, et me laissez faire, vous dis-je ; J'ai dans cette armoire-là deux Diables à ma dévotion…"")","('#madame-thibaut', ""Elle me fait souvenir d'une pauvre diablesse qui demeure à deux pas d'ici.  Elle a une petite fille à peu près comme était la vôtre.  Si l'on pouvait à force d'argent... Je ne sais si vous m'entendez ?"")",1.21,Substitution
767,"('#marton', 'Défie-toi de ces diables-là, Lépine.')","('#gabrillon', 'Si je vous entends !  En supposant cette petite fille au lieu de la mienne, je pourrais acheter la Charge.  Voyez, parlez, Madame Thibaut, je sacrifierai volontiers mille écus pour cette affaire.')",1.18,Substitution
768,"('#lepine', ""Je ne m'en défie point.  Que le plus hardi me désobéisse, d'un porte-respect que j'ai dans ma poche, je lui brûle la cervelle, pour accoutumer le Diable au feu seulement.  Tout ce que tu as à faire, toi, Marton, c'est de faire entendre à Madame Lucas, que l'âme de son mari revient ici, qu'elle t'est apparue."")","('#madame-thibaut', ""Comment, mille écus !  C'est trop de la moitié.  Vous autres hommes, vous jetez l'argent par les fenêtres, laissez-moi ménager la chose.  Gabrillon, faites-moi venir cette femme ?"")",0.8,Substitution
769,,"('#gabrillon', ""J'y vais, Madame."")",1.0,Deletion
770,"('#marton', 'Cela ne sera pas difficile à lui persuader, elle est peureuse : mais pourquoi…')","('#madame-thibaut', ""Attendez, il vaut mieux que j'aille lui parler chez elle, et que vous ne paraissiez point dans tout cela.  Pour rendre l'affaire plus secrète, il est bon qu'on ne connaisse pas seulement votre visage."")",1.13,Substitution
771,,"('#monsieur-dubois', ""Que vous avez d'esprit, Madame Thibaut !  Par quel bonheur ?  Si elle vient à bout de son entreprise !"")",1.0,Deletion
772,,"('#gabrillon', ""Elle y réussira, je vous en réponds.  C'est la première femme de Paris pour toutes sortes d'affaires."")",1.0,Deletion
773,"('#lepine', ""Ne t'en informe pas, tu le sauras.  J'entends quelqu'un qui vient, c'est Madame Lucas, je rentre sous le scellé ; raccommode les cachets le mieux que tu pourras, Marton."")","('#monsieur-dubois', 'Tu es heureuse de faire ton apprentissage sous une si habile personne.')",0.98,Substitution
774,"('#marton', ""Va, va, on n'y prendra pas garde de si près."")","('#gabrillon', 'Comme Madame est dans le goût de quitter, je vais bientôt me mettre en boutique.')",1.69,Substitution
775,"('#madame-lucas', 'À qui en as-tu donc, Marton, tu parles toute seule ?')","('#monsieur-dubois', 'Elle doit être à son aise, Madame Thibaut ?')",1.25,Substitution
776,"('#marton', 'Bon, toute seule, plût à Dieu que nous fussions toutes seules.')","('#gabrillon', ""Pas tant qu'on s'imagine, Monsieur, elle a fait de grandes pertes."")",1.67,Substitution
777,"('#madame-lucas', 'Comment ?')","('#monsieur-dubois', 'Comment donc ?')",0.08,Substitution
778,,"('#gabrillon', ""La Justice lui a volé plus de la moitié de ses profits en amendes, en frais de Procureurs, droits de clercs, présents forcés, petites pensions involontaires à d'honnêtes personnes dans le besoin.  Cela monte au bout d'une année ; et ceux qui se donnent le plus de peine, ne sont pas ceux qui gagnent le plus."")",1.0,Deletion
