,garnier-bradamante,la-calprenede-bradamante,Cost,Operation Type
299,"('#aymon', ""Sire, il depend de vous, s'il vous plaît le choisir"")",,1.0,Insertion
300,"('#charles', 'Je veux que par tout soit la fête publiée.')","('#aymon', ""Et moi, que de prier le Ciel de les punir.  Va-t'en couple maudit, s'il doit faire justice,  J'attends qu'en peu de jours l'un et l'autre périsse. "")",1.41,Substitution
301,"('#marphise', ""Il n'est pas raisonnable, elle est ja mariée."")",,1.0,Insertion
302,"('#aymon #beatrix', ""Mariée ? Et à qui ? Elle ne le fut onc ; Jamais n'en fut parlé."")",,1.0,Insertion
303,"('#marphise', 'Elle vous trompe donc.')","('#leon', ""Donc vous avez perdu votre temps et vos pas,  N'importe, cher ami, ne désespérons pas.  Possible que le sort, inconstant et muable,  Changeant aussi pour nous, nous sera favorable.  Adieu, je me fais tort, vous retenant ici. "")",1.44,Substitution
304,"('#beatrix', 'Ma fille mariée ?')",,1.0,Insertion
305,"('#aymon', ""Il n'en fut onc nouvelle."")",,1.0,Insertion
306,"('#beatrix', ""Sans le respect que j'ai."")",,1.0,Insertion
307,"('#charles', 'Que sert cette querelle ? Bradamante est presente, il la faut enquerir.')",,1.0,Insertion
308,"('#aymon', ""Qu'elle disse à qui c'est."")",,1.0,Insertion
309,"('#beatrix', 'Cela me fait mourir.')",,1.0,Insertion
310,"('#marphise', ""C'est à Roger, mon frère."")",,1.0,Insertion
311,"('#aymon #beatrix', 'Ô Dieu ! Quelle impudence!')",,1.0,Insertion
312,"('#charles', 'Comment le savez-vous ?')",,1.0,Insertion
313,"('#marphise', 'Ce fut en ma présence.')","('#zenon', 'Nous nous acheminons.  Il rentre.')",1.51,Substitution
314,"('#beatrix', ""Ils s'entre-sont promis ?"")",,1.0,Insertion
315,"('#marphise', 'Voire avecque serment.')",,1.0,Insertion
316,"('#leon', ""J'ai toujours entendu qu'il était son amant."")",,1.0,Insertion
317,"('#aymon #beatrix', ""Ô qu'elle est effrontee!"")",,1.0,Insertion
318,"('#marphise', ""Ô fille déloyale! Et faut-il sous couleur d'une Aigle impériale, D'un sceptre, d'un tiare ainsi vous oublier ? Ô ! Que l'ambition fait nos ames plier!"")","('#leon', ""Je vais courir aussi.  Ô Ciel ! Combien est vain un espoir qui se fonde  Sur l'éclat incertain des affaires du monde,  Dont le bonheur bâti sur un sujet mouvant,  Inconstant comme il est, s'efface au premier vent.  Exemple infortuné des traits de la fortune.  Hélas ! De quoi te sert ta mémoire importune,  Que pour te rafraîchir la perte de ton bien ?  Croyant tout posséder, tu ne possèdes rien.  Hier tu fus plein d'honneur, et ta flamme imprudente  T'avait fait en espoir l'époux de Bradamante.  Tu marchais triomphant de la gloire d'autrui,  Et tout ce qu'il t'acquit tu le perds aujourd'hui.  Le Ciel, de quelque soin que ton crime se cache,  Veut enfin mettre au jour une action si lâche,  Et ne peut pas souffrir que tu sois possesseur  D'un bien, dont tu serais inique ravisseur.  C'est lui qui suscita cette forte Amazone,  Pour te faire sentir la peine qu'il te donne,  Et qui fit accorder ta folle passion  Au combat entrepris à ta confusion.  Te voilà désormais perdu de renommée,  Marfise dans le camp superbement armée,  T'appelle à haute voix, et tu ne parais pas,  Pour souffrir un affront pire que le trépas.  Mais que fera Léon sans force et sans vaillance ?  Ce brave chevalier n'est plus en sa puissance,  C'est pour lui seulement qu'il l'avait entrepris.  Le Ciel me le donna, le Ciel me l'a repris.  Que requerras-tu donc en ce malheur extrême ?  Va Léon, va périr et combattre toi-même.  Va-t'en noyer ta honte, en ton sang répandu,  Ou recouvre l'honneur et le repos perdu.  Mais espérons encor, possible qu'à cette heure,  Du sort capricieux l'influence est meilleure.  Mon ami retourné, nous réparerons tout.  Allons et poursuivons la quête jusqu'au bout.  Toi qui me fis commettre une si grande faute,  Qui fis brûler mon coeur d'une flamme si haute.  Puissant maître des Dieux, Amour guide mes pas,  Guide-moi sur les siens, ou me guide au trépas"")",0.66,Substitution
319,"('#charles', ""Mais qu'en dit Bradamante ?"")",,1.0,Insertion
320,"('#marphise', 'Et que peut elle dire ?')",,1.0,Insertion
321,"('#charles', 'Levez un peu le front.')",,1.0,Insertion
322,"('#aymon', 'Ne la croyez pas, Sire.')",,1.0,Insertion
323,"('#marphise', ""Si elle contredit, je la veux défier : J'ai les armes au poing pour le vérifier. S'y offre qui voudra, je soutiens obstinée Qu'elle s'est pour épouse à mon frère donnée, Et que l'on ne saurait, qui ne lui fera tort, A d'autres la donner jusqu'à tant qu'il soit mort."")","('#roger', ""Odieuse clarté, je te soutiens encore,  Soucis qui me tuez, ennui qui me dévore,  Éternelles douleurs, regrets, peines, remords,  Me laissez-vous vivant après cent mille morts ?  Donc toutes vos rigueurs n'ont pas assez de force,  Pour chasser cet esprit de sa débile écorce.  Mais pourquoi ferez-vous des efforts superflus,  Pour dépouiller du jour celui qui ne vit plus ?  S'il vivait, verrait-il sa chère Bradamante,  Au milieu des baisers, défaite et languissante,  Repousser un Léon qui la tient en ses bras,  Et son ressentiment ne l'accablerait pas ?  Verrait-il un rival qu'aucun souci ne touche,  Former à tout moment sur cette belle bouche,  Sur ces mains, sur ces yeux quelque amoureux dessein,  Sans lui mettre cent fois un poignard dans le sein ?  Et toutefois il vit, il le voit et l'endure,  Et même son devoir ne veut pas qu'il murmure.  Non, pour ne perdre point la gloire d'un bienfait,  Je ne me repens point du bien que je t'ai fait.  Vis Léon, vis content, un long siècle d'années,  Le Ciel, selon tes voeux, fasse tes destinées,  Et verse désormais sur Bradamante et toi,  Tous les mêmes bonheurs que j'attendrais pour moi,  Et qu'il comble d'horreur le reste de ma vie,  Si tes prospérités me donnent de l'envie.  Cependant me voici dans le profond du bois.  Le creux de ce rocher qui répond à ma voix,  Pourra bien, pour ce soir, me servir de retraite :  Mais sans aller plus loin, la voici toute prête.  Ce mol et vert gazon se présente à propos  À ces membres mourants pour un peu de repos.  Qu'ils se reposent donc, puisqu'il les en invite,  Et que dorénavant ce soit leur dernier gîte.  Ce séjour me contente, et ce me semble assez beau, * Tout affreux comme il est, pour faire mon tombeau.  Terre, que je choisis pour dernière demeure,  Si jamais du destin l'influence meilleure,  Que celle qui t'afflige, en voyant mon trépas,  Fais que ma Bradamante adresse ici ses pas,  Contrains-la de s'asseoir en cette même place,  Et là, si tu le peux, conte lui ma disgrâce.  Dis-lui que son Roger, ah ! Change de discours,  Enfin dis que Roger finit ici ses jours.  Ces arbres t'aideront, même si j'ai la force,  Je graverai deux mots sur la prochaine écorce.  Que le dieu du hasard, et celui de l'Amour,  Pour me justifier, lui feront voir un jour.  Ici mourut Roger, qui se priva de vie,  Mais ne l'en blâmez pas,  Son devoir le commande, et l'honneur l'y convie,  Pouvait-il s'excuser d'un si noble trépas ?  Que je serais heureux, si cette belle bouche  Vous prononçait un jour au pied de cette souche,  Et remarquait ma main, q'elle connaît assez,  Sur ces mots que le temps aura presque effacés.  Mais je me flatte en vain contre toute apparence,  C'est commettre un péché d'avoir quelque espérance.  En l'état où je suis, je ne dois plus songer,  Qu'aux objets seulement qui peuvent affliger.  Il grave sur l'écorce de l'arbre, et lit après l'avoir écrit."")",0.5,Substitution
324,"('#charles', 'Elle ne répond rien.')",,1.0,Insertion
325,"('#marphise', 'Elle se sent coupable, Et reconnaît assez mon dire véritable.')","('#leon', ""Hélas, qui finira mes courses incertaines ?  Qui me retirera de mes recherches vaines ?  Et quel dieu charitable écoutera ma voix ?  Je me sens inspiré de visiter ce bois.  L'herbe de cet endroit me semble un peu foulée,  Une certaine joie en mes sens s'est coulée :  Je suivrai ce sentier, de peur de m'égarer.  Je vois des pas formés, mais j'entends soupirer.  Écoutons si la voix jusqu'à nous parvenue,  Approchant de plus près, pourrait être connue. "")",0.98,Substitution
326,"('#aymon', ""C'est une pure fraude ourdie encontre moi. Bradamante à Roger n'a point donné sa foi. Aussi ne pouvait-elle, étant en ma puissance. Une telle promesse est de nulle importance. Puis, où fut-ce ? quand fut-ce ? Était-il jà chrétien ? Il n'y a que deux jours qu'il combattait, païen, Nos peuples baptisés : or, étant infidèle, Il ne pouvait avoir d'alliance avec elle. C'est abus, c'est abus ; jamais n'en fut rien dit : Au contraire elle-même a pratiqué l'édit Qui a conduit Léon, un si notable prince, Depuis le bord Grégeois jusqu'en cette province, Pour entrer en bataille : et ore, étant vainqueur, Qu'on le vienne frauder par un propos moqueur, Une baye, un affront, et sur tout que vous, Sire, Veuillez pour tout cela révoquer votre dire, Il est déraisonnable. Il faut que le combat Faict aux yeux d'un chacun ait vidé tout débat."")","('#roger', ""Non, ne t'afflige plus mon âme,  Nous voici déjà dans le port,  Possible crains-tu que la mort  Ne fasse pas mourir ta flamme,  Et que dans les enfers tu portes le flambeau,  Qui te doit brûler au tombeau."")",0.84,Substitution
327,"('#charles', ""Je ne veux rien résoudre en affaire si grande Que des gens de conseil avis je ne demande. Un roi, qui tout balance au poix de l'équité, Doit juger toute chose avecque mûreté."")","('#leon', ""Qu'à travers ces buissons je me fasse une voie,  J'entends déjà la voix, il faut que je le voie.  Il entre dans le bois."")",1.36,Substitution
328,"('#marphise', ""Puisque cette pucelle à Roger s'est donnée, Léon ne peut l'avoir sous un juste hyménée Tant que Roger vivra. Qu'ils se battent tous deux A la lance et l'épée, et cil qui vaincra d'eux Son rival, envoyé là-bas chez Rhadamante, Ait sans aucun débat l'amour de Bradamante."")","('#roger', ""Ici ton malheur est extrême,  Que rien ne te peut secourir,  Mais, lâche, voudrais-tu guérir,  Quand il dépendrait de toi-même ?  Pouvoir être un moment, et ne l'adorer pas,  N'est-ce point pis que le trépas"")",1.01,Substitution
329,"('#aymon', ""Ce n'est pas la raison, Léon a combattu, Son droit suffisamment est par lui débattu."")",,1.0,Insertion
330,"('#marphise', 'Que vous nuit ce combat ?')",,1.0,Insertion
331,"('#aymon', ""Il serait inutile. Car vainqueur ou vaincu Roger n'aura ma fille."")",,1.0,Insertion
332,"('#leon', ""J'accepte le party. Non, non, ne craignez point ; J'ai pour lui cet estoc, qui toujours tranche et point. Sire, permettez-moi d'entrer encore en lice, Et que de s'y trouver Roger on avertisse."")","('#leon', ""J'entrevois maintenant au pied de cette roche  Un cavalier sur l'herbe, il faut que je m'approche. "")",1.19,Substitution
333,"('#charles', ""Je désire plutôt par douceur accorder Vos différents esmeus que de vous hasarder. Je ne veux pas vous perdre, étant de tel mérite Tous deux braves guerriers et champions d'élite. Ce serait grande perte à notre chrétienté, Que l'un de vous mourut outre nécessité."")","('#roger', ""Vous que j'ai toujours adorée,  Divine et charmante beauté,  Croyez que ma fidélité  Ne fut jamais plus assurée,  Et quoique le devoir ait exigé de moi,  Je vous ai conservé ma foi.  Elle ne fut jamais plus forte,  Mais le Ciel me fit obéir, \t Et me força de vous trahir,  Pour suivre un devoir qui m'emporte.  Le devoir et l'amour firent également  Vos déplaisirs et mon tourment. "")",0.27,Substitution
334,"('#leon', ""Dieu dispose de tout ; il donnera la victoire À celui qu'il voudra, l'autre au Styx ira boire. Marphise, c'est à vous de faire ici trouver Votre Roger, à fin de nous entréprouver."")","('#leon', ""Ah, mon âme, à ce coup chasse toute ta crainte,  Cette blanche licorne, en cet écu dépeinte,  La fait assez connaître, et sa taille et sa voix,  Courons donc de ce pas l'embrasser mille fois.  Ne précipitons rien, peut-être par sa bouche  J'apprendrai maintenant le regret qui le touche,  Et que pour me cacher, il prenait tant de soin,  Il mettra tout dehors, se croyant sans témoin. "")",0.58,Substitution
335,"('#leon', ""Quand ce serait Renaut, quand serait Roland même, Que le ciel a doué d'une force suprême, Je l'oserais combattre, ayant ce chevalier, Qui est plus mille fois que nul autre guerrier, Il n'a point de pareil : que ce beau Roger vienne, Et l'épée à la main ses promesses soutienne, Il lui fera bientôt son ardeur apaiser, Et au lieu d'une amie une tombe espouser. Mais voilà pas Basile, honneur de notre Grèce, A qui tous mes secrets fidèlement j'adresse ? Basile mon ami, je me viens d'engager, De promesse à la Cour, de combattre Roger."")","('#roger', ""Je vous aime sans espérance,  Ma flamme ne voit point de jour,  Toutefois ma première amour  Ne reçoit point de différence.  Le Ciel, qui peut changer votre condition,  Ne change point ma passion.  Je veux qu'un autre vous possède,  Vivez entre les bras d'autrui,  Je vous chéris avec lui :  Mon mal me donne mon remède.  Vous êtes satisfaite, et je le suis aussi,  Puisque Amour me l'ordonne ainsi. "")",0.45,Substitution
336,"('#basile', ""Roger, ce grand Achille, à qui la France toute Ne saurait opposer Paladin qu'il redoute!"")",,1.0,Insertion
337,"('#leon', ""C'est ce même Roger."")",,1.0,Insertion
338,"('#basile', ""Il n'est pas à la Cour."")",,1.0,Insertion
339,"('#leon', 'Sa soeur Marphise y est.')",,1.0,Insertion
340,"('#basile', ""Est ce un combat d'amour ?"")","('#leon', ""Non, non, je ne saurais supporter davantage,  Ces discours inconnus où son amour l'engage.  C'est trop de patience avec tant d'amitié,  Et déjà sa douleur me transit de pitié.  Ha, mon frère, avouez que vous êtes coupable. "")",0.86,Substitution
341,"('#leon', ""C'est pour ma Bradamante."")",,1.0,Insertion
342,"('#basile', 'Et qui vous la querelle ?')","('#roger', ""Hélas ! Quel importun trouble ce misérable !  Que dans ces lieux d'horreur tu viens mal à propos,  Ne me refuse point ce reste de repos.  Adieu, poursuis tes pas, le Ciel te soit propice. "")",1.6,Substitution
343,"('#leon', 'Marphise pour Roger.')",,1.0,Insertion
344,"('#basile', 'Que prétend-il en elle ?')","('#leon', ""Est-il dans ces déserts tigre qui ne fléchisse ?  Retirons-le d'erreur, quoi ! M'éloignez de vous,  N'en dois-je point attendre un traitement plus doux ?  Sont-ce là les accueils où l'amitié convie ? "")",0.99,Substitution
