,musset-lorenzaccio,rostand-cyrano,Cost,Operation Type
1335,"('#lorenzo', ""Ah !  Vous avez vécu tout seul, Philippe.  Pareil à un fanal éclatant, vous êtes resté immobile au bord de l'océan des hommes et vous avez regardé dans les eaux la réflexion de votre propre lumière.  Du fond de votre solitude, vous trouviez l'océan magnifique sous le dais splendide des cieux.  Vous ne comptiez pas chaque flot, vous ne jetiez pas la sonde ; vous étiez plein de confiance dans l'ouvrage de Dieu.  Mais moi, pendant ce temps-là, j'ai plongé ; je me suis enfoncé dans cette mer houleuse de la vie ; j'en ai parcouru toutes les profondeurs, couvert de ma cloche de verre ; tandis que vous admiriez la surface, j'ai vu les débris des naufrages, les ossements et les Léviathans."")","('#cyrano', '... le vertige où tremble Quiconque est sous vos yeux !... Mais ce soir, il me semble... Que je vais vous parler pour la première fois !')",0.69,Substitution
1336,"('#philippe', 'Ta tristesse me fend le coeur.')",,1.0,Insertion
1337,"('#lorenzo', ""C'est parce que je vous vois tel que j'ai été, et sur le point de faire ce que j'ai fait, que je vous parle ainsi.  Je ne méprise point les hommes ; le tort des livres et des historiens est de nous les montrer différents de ce qu'ils sont.  La vie est comme une cité, on peut y rester cinquante ou soixante ans sans voir autre chose que des promenades et des palais ; mais il ne faut pas entrer dans les tripots, ni s'arrêter, en rentrant chez soi, aux fenêtres des mauvais quartiers.  Voilà mon avis, Philippe ; s'il s'agit de sauver tes enfants, je te dis de rester tranquille ; c'est le meilleur moyen pour qu'on te les renvoie après une petite semonce.  S'il s'agit de tenter quelque chose pour les hommes, je te conseille de te couper les bras, car tu ne seras pas longtemps à t'apercevoir qu'il n'y a que toi qui en aies."")","('#roxane', ""C'est vrai que vous avez une toute autre voix."")",1.64,Substitution
1338,"('#philippe', ""Je conçois que le rôle que tu joues t'ait donné de pareilles idées.  Si je te comprends bien, tu as pris, dans un but sublime, une route hideuse, et tu crois que tout ressemble à ce que tu as vu."")",,1.0,Insertion
1339,"('#lorenzo', ""Je me suis réveillé de mes rêves, rien de plus ; je te dis le danger d'en faire.  Je connais la vie, et c'est une vilaine cuisine, sois-en persuadé, ne mets pas la main là-dedans, si tu respectes quelque chose."")","('#cyrano', ""Oui, tout autre, car dans la nuit qui me protège J'ose être enfin moi-même, et j'ose... Où en étais-je ? Je ne sais... tout ceci, - pardonnez mon émoi, -  C'est si délicieux... c'est si nouveau pour moi ! Il s'arrête et, avec égarement."")",0.93,Substitution
1340,,"('#roxane', 'Si nouveau ?')",1.0,Deletion
1341,"('#philippe', 'Arrête !  Ne brise pas comme un roseau mon bâton de vieillesse.  Je crois à tout ce que tu appelles des rêves ; je crois à la vertu, à la pudeur et à la liberté.')","('#cyrano', ""Si nouveau... mais oui... d'être sincère : La peur d'être raillé, toujours au coeur me serre..."")",0.96,Substitution
1342,,"('#roxane', 'Raillé de quoi ?')",1.0,Deletion
1343,"('#lorenzo', ""Et me voilà dans la rue, moi, Lorenzaccio ?  Et les enfants ne me jettent pas de la boue ?  Les lits des filles sont encore chauds de ma sueur, et les pères ne prennent pas, quand je passe, leurs couteaux et leurs balais pour m'assommer ?  Au fond de ces dix mille maisons que voilà, la septième génération parlera encore de la nuit où j'y suis entré, et pas une ne vomit à ma vue un valet de charrue qui me fende en deux comme une bûche pourrie ?  L'air que vous respirez, Philippe, je le respire ; mon manteau de soie bariolé traîne paresseusement sur le sable fin des promenades ; pas une goutte de poison ne tombe dans mon chocolat ; que dis-je ?  Ô Philippe !  Les mères pauvres soulèvent honteusement le voile de leurs filles quand je m'arrête au seuil de leurs portes ; elles me laissent voir leur beauté avec un sourire plus vil que le baiser de Judas, tandis que moi, pinçant le menton de la petite, je serre les poings de rage en remuant dans ma poche quatre ou cinq méchantes pièces d'or."")","('#cyrano', ""Mais de... d'un élan !... Oui, mon coeur Toujours, de mon esprit s'habille, par pudeur : Je pars pour décrocher l'étoile, et je m'arrête Par peur du ridicule, à cueillir la fleurette !"")",0.86,Substitution
1344,,"('#roxane', 'La fleurette a du bon.')",1.0,Deletion
1345,,"('#cyrano', 'Ce soir, dédaignons-la !')",1.0,Deletion
1346,"('#philippe', ""Que le tentateur ne méprise pas le faible ; pourquoi tenter lorsque l'on doute ?"")",,1.0,Insertion
1347,"('#lorenzo', ""Suis-je un Satan ?  Lumière du ciel !  Je m'en souviens encore ; j'aurais pleuré avec la première fille que j'ai séduite, si elle ne s'était mise à rire.  Quand j'ai commencé à jouer mon rôle de Brutus moderne, je marchais dans mes habits neufs de la grande confrérie du vice, comme un enfant de dix ans dans l'armure d'un géant de la Fable.  Je croyais que la corruption était un stigmate, et que les monstres seuls le portaient au front.  J'avais commencé à dire tout haut que mes vingt années de vertu étaient un masque étouffant ; ô Philippe !  J'entrai alors dans la vie, et je vis qu'à mon approche tout le monde en faisait autant que moi ; tous les masques tombaient devant mon regard ; l'Humanité souleva sa robe, et me montra, comme à un adepte digne d'elle, sa monstrueuse nudité.  J'ai vu les hommes tels qu'ils sont, et je me suis dit : Pour qui est-ce donc que je travaille ?  Lorsque je parcourais les rues de Florence, avec mon fantôme à mes côtés, je regardais autour de moi, je cherchais les visages qui me donnaient du coeur, et je me demandais : Quand j'aurai fait mon coup, celui-là en profitera-t-il ? J'ai vu les républicains dans leurs cabinets, je suis entré dans les boutiques, j'ai écouté et j'ai guetté.  J'ai recueilli les discours des gens du peuple, j'ai vu l'effet que produisait sur eux la tyrannie ; j'ai bu, dans les banquets patriotiques, le vin qui engendre la métaphore et la prosopopée, j'ai avalé entre deux baisers les larmes les plus vertueuses ; j'attendais toujours que l'humanité me laissât voir sur sa face quelque chose d'honnête.  J'observais comme un amant observe sa fiancée, en attendant le jour des noces !..."")","('#roxane', ""Vous ne m'aviez jamais parlé comme cela !"")",1.65,Substitution
1348,"('#philippe', ""Si tu n'as vu que le mal, je te plains, mais je ne puis te croire.  Le mal existe, mais non pas sans le bien, comme l'ombre existe, mais non sans la lumière."")",,1.0,Insertion
1349,"('#lorenzo', ""Tu ne veux voir en moi qu'un mépriseur d'hommes ; c'est me faire injure.  Je sais parfaitement qu'il y en a de bons, mais à quoi servent-ils ?  Que font-ils ?  Comment agissent-ils ?  Qu'importe que la conscience soit vivante, si le bras est mort ?  Il y a de certains côtés par où tout devient bon : un chien est un ami fidèle ; on peut trouver en lui le meilleur des serviteurs, comme on peut voir aussi qu'il se roule sur les cadavres, et que la langue avec laquelle il lèche son maître sent la charogne d'une lieue.  Tout ce que j'ai à voir, moi, c'est que je suis perdu, et que les hommes n'en profiteront pas plus qu'ils ne me comprendront."")","('#cyrano', ""Ah ! Si, loin des carquois, des torches et des flèches,  On se sauvait un peu vers des choses... plus fraîches ! Au lieu de boire goutte à goutte, en un mignon Dé à coudre d'or fin, l'eau fade du Lignon,  Si l'on tentait de voir comment l'âme s'abreuve En buvant largement à même le grand fleuve !"")",1.12,Substitution
1350,,"('#roxane', ""Mais l'esprit ?..."")",1.0,Deletion
1351,"('#philippe', ""Pauvre enfant, tu me navres le coeur !  Mais si tu es honnête, quand tu auras délivré ta patrie, tu le redeviendras.  Cela réjouit mon vieux coeur, Lorenzo, de penser que tu es honnête ; alors tu jetteras ce déguisement hideux qui te défigure, et tu redeviendras d'un métal aussi pur que les statues de bronze d'Harmodius et d'Aristogiton."")",,1.0,Insertion
1352,"('#lorenzo', ""Philippe, Philippe, j'ai été honnête.  La main qui a soulevé une fois le voile de la vérité ne peut plus le laisser retomber elle reste immobile jusqu'à la mort, tenant toujours ce voilé terrible, et l'élevant de plus en plus au-dessus de la tête de l'homme, jusqu'à ce que l'Ange du sommeil éternel lui bouche les yeux."")","('#cyrano', ""J'en ai fait pour vous faire rester D'abord, mais maintenant ce serait insulter Cette nuit, ces parfums, cette heure, la Nature,  Que de parler comme un billet doux de Voiture ! - Laissons, d'un seul regard de ses astres, le ciel Nous désarmer de tout notre artificiel : Je crains tant que parmi notre alchimie exquise Le vrai du sentiment ne se volatilise,  Que l'âme ne se vide à ces passe-temps vains,  Et que le fin du fin ne soit la fin des fins !"")",0.61,Substitution
1353,,"('#roxane', ""Mais l'esprit ?..."")",1.0,Deletion
1354,"('#philippe', 'Toutes les maladies se guérissent, et le vice est aussi une maladie.')",,1.0,Insertion
1355,"('#lorenzo', ""Il est trop tard.  Je me suis fait à mon métier.  Le vice a été pour moi un vêtement, maintenant il est collé à ma peau.  Je suis vraiment un ruffian, et quand je plaisante sur mes pareils, je me sens sérieux comme la Mort au milieu de ma gaieté.  Brutus a fait le fou pour tuer Tarquin, et ce qui m'étonne en lui, c'est qu'il n'y ait pas laissé sa raison.  Profite de moi, Philippe, voilà ce que j'ai à te dire, ne travaille pas pour ta patrie."")","('#cyrano', ""Je le hais, dans l'amour ! C'est un crime Lorsqu'on aime de trop prolonger cette escrime ! Le moment vient d'ailleurs inévitablement,  - Et je plains ceux pour qui ne vient pas ce moment ! -  Où nous sentons qu'en nous une amour noble existe Que chaque joli mot que nous disons rend triste !"")",0.71,Substitution
1356,"('#philippe', ""Si je te croyais, il me semble que le ciel s'obscurcirait pour toujours, et que ma vieillesse serait condamnée à marcher à tâtons.  Que tu aies pris une route dangereuse, cela peut être ; pourquoi ne pourrais-je en prendre une autre qui me mènerait au même point ?  Mon intention est d'en appeler au peuple, et d'agir ouvertement."")","('#roxane', 'Eh bien ! Si ce moment est venu pour nous deux,  Quels mots me direz-vous ?')",1.48,Substitution
1357,"('#lorenzo', 'Prends garde à toi, Philippe, celui qui te le dit sait pourquoi il le dit.  Prends le chemin que tu voudras, tu auras toujours affaire aux hommes.')",,1.0,Insertion
1358,"('#philippe', ""Je crois à l'honnêteté des républicains."")",,1.0,Insertion
1359,"('#lorenzo', ""Je te fais une gageure.  Je vais tuer Alexandre ; une fois mon coup fait, si les républicains se comportent comme ils le doivent, il leur sera facile d'établir une république, la plus belle qui ait jamais fleuri sur la terre.  Qu'ils aient pour eux le peuple, et tout est dit.  Je te gage que ni eux ni le peuple ne feront rien.  Tout ce que je te demande, c'est de ne pas t'en mêler ; parle, si tu le veux, mais prends garde à tes paroles, et encore plus à tes actions.  Laisse-moi faire mon coup : tu as les mains pures, et moi, je n'ai rien à perdre."")","('#cyrano', ""Tous ceux, tous ceux, tous ceux Qui me viendront, je vais vous les jeter, en touffe,  Sans les mettre en bouquets : je vous aime, j'étouffe,  Je t'aime, je suis fou, je n'en peux plus, c'est trop ; Ton nom est dans mon coeur comme dans un grelot,  Et comme tout le temps, Roxane, je frissonne,  Tout le temps, le grelot s'agite, et le nom sonne ! De toi, je me souviens de tout, j'ai tout aimé : Je sais que l'an dernier, un jour, le douze mai,  Pour sortir le matin tu changeas de coiffure ! J'ai tellement pris pour clarté ta chevelure Que, comme lorsqu'on a trop fixé le soleil,  On voit sur toute chose ensuite un rond vermeil,  Sur tout, quand j'ai quitté les feux dont tu m'inondes,  Mon regard ébloui pose des taches blondes !"")",0.73,Substitution
1360,"('#philippe', 'Fais-le, et tu verras.')","('#roxane', ""Oui, c'est bien de l'amour..."")",1.47,Substitution
1361,"('#lorenzo', ""Soit, - mais souviens-toi de ceci.  Vois-tu, dans cette petite maison, cette famille assemblée autour d'une table ?  Ne dirait-on pas des hommes ?  Ils ont un corps, et une âme dans ce corps.  Cependant, s'il me prenait envie d'entrer chez eux, tout seul, comme me voilà, et de poignarder leur fils aîné au milieu d'eux, il n'y aurait pas un couteau de levé sur moi."")","('#cyrano', ""Certes, ce sentiment Qui m'envahit, terrible et jaloux, c'est vraiment De l'amour, il en a toute la fureur triste ! De l'amour, - et pourtant il n'est pas égoïste ! Ah ! Que pour ton bonheur je donnerais le mien,  Quand même tu devrais n'en savoir jamais rien,  S'il ne pouvait, parfois, que de loin, j'entendisse Rire un peu le bonheur né de mon sacrifice ! - Chaque regard de toi suscite une vertu Nouvelle, une vaillance en moi ! Commences-tu À comprendre, à présent ? Voyons, te rends-tu compte ? Sens-tu mon âme, un peu, dans cette ombre, qui monte ?... Oh ! Mais vraiment, ce soir, c'est trop beau, c'est trop doux ! Je vous dis tout cela, vous m'écoutez, moi, vous ! C'est trop ! Dans mon espoir même le moins modeste,  Je n'ai jamais espéré tant ! Il ne me reste Qu'à mourir maintenant ! C'est à_cause des mots Que je dis qu'elle tremble entre les bleus rameaux ! Car vous tremblez, comme une feuille entre les feuilles ! Car tu trembles ! Car j'ai senti, que tu le veuilles Ou non, le tremblement adoré de ta main Descendre tout le long des branches du jasmin ! Il baise éperdument l'extrémité d'une branche pendante."")",0.55,Substitution
1362,"('#philippe', 'Tu me fais horreur.  Comment le coeur peut-il rester grand, avec des mains comme les tiennes ?')","('#roxane', ""Oui, je tremble, et je pleure, et je t'aime, et suis tienne ! Et tu m'as enivrée !"")",0.81,Substitution
1363,"('#lorenzo', 'Viens, rentrons à ton palais, et tâchons de délivrer tes enfants.')",,1.0,Insertion
1364,"('#philippe', 'Mais pourquoi tueras-tu le duc, si tu as des idées pareilles ?')","('#cyrano', ""Alors, que la mort vienne ! Cette ivresse, c'est moi, moi, qui l'ai su causer ! Je ne demande plus qu'une chose..."")",1.65,Substitution
1365,,"('#christian', 'Un baiser !')",1.0,Deletion
1366,,"('#roxane', 'Hein ?')",1.0,Deletion
1367,,"('#cyrano', 'Oh !')",1.0,Deletion
1368,"('#lorenzo', 'Pourquoi ?  Tu le demandes ?')","('#roxane', 'Vous demandez ?')",0.38,Substitution
1369,"('#philippe', ""Si tu crois que c'est un meurtre inutile à ta patrie, pourquoi le commets-tu ?"")",,1.0,Insertion
1370,"('#lorenzo', ""Tu me demandes cela en face ?  Regarde-moi un peu.  J'ai été beau, tranquille et vertueux."")","('#cyrano', 'Oui... je... Tu vas trop vite. À Christian bas.')",1.03,Substitution
1371,"('#philippe', ""Quel abîme !  Quel abîme tu m'ouvres !"")","('#christian', ""Puisqu'elle est si troublée, il faut que j'en profite !"")",1.12,Substitution
1372,"('#lorenzo', ""Tu me demandes pourquoi je tue Alexandre ?  Veux-tu donc que je m'empoisonne, ou que je saute dans l'Arno ?  Veux-tu donc que je sois un spectre, et qu'en frappant sur ce squelette... Il n'en sorte aucun son ?  Si je suis l'ombre de moi-même, veux-tu donc que je rompe le seul fil qui rattache aujourd'hui mort coeur à quelques fibres de mon coeur d'autrefois ?  Songes-tu que ce meurtre, c'est tout ce qui me reste de ma vertu ?  Songes-tu que je glisse depuis deux ans sur un rocher taillé à pic, et que ce meurtre est le seul brin d'herbe où j'aie pu cramponner mes ongles ?  Crois-tu donc que je n'aie plus d'orgueil, parce que je n'ai plus de honte, et veux-tu que je laisse mourir en silence l'énigme de ma vie ?  Oui, cela est certain, si je pouvais revenir à la vertu, si mon apprentissage du vice pouvait s'évanouir, j'épargnerais peut-être ce conducteur de boeufs.  Mais j'aime le vin, le jeu et les filles, comprends-tu cela ?  Si tu honores en moi quelque chose, toi qui me parles, c'est mon meurtre que tu honores, peut-être justement parce que tu ne le ferais pas.  Voilà assez longtemps, vois-tu, que les républicains me couvrent de boue et d'infamie ; voilà assez longtemps que les oreilles me tintent, et que l'exécration des hommes empoisonne le pain que je mâche.  J'en ai assez de me voir conspué par des lâches sans nom, qui m'accablent d'injures pour se dispenser de m'assommer, comme ils le devraient.  J'en ai assez d'entendre brailler en plein vent le bavardage humain, il faut que le monde sache un peu qui je suis, et qui il est.  Dieu merci, c'est peut-être demain que je tue Alexandre, dans deux jours j'aurai fini. Ceux qui tournent autour de moi avec des yeux louches, comme autour d'une curiosité monstrueuse apportée d'Amérique, pourront satisfaire leur gosier, et vider leur sac à paroles.  Que les hommes me comprennent ou non, qu'ils agissent ou n'agissent pas, j'aurai dit tout ce que j'ai à dire ; je leur ferai tailler leurs plumes, si je ne leur fais pas nettoyer leurs piques, et l'Humanité gardera sur sa joue le soufflet de mon épée marqué en traits de sang.  Qu'ils m'appellent comme ils voudront, Brutus ou Erostrate, il ne me plaît pas qu'ils m'oublient.  Ma vie entière est au bout de ma dague, et que la Providence retourne ou non la tête en m'entendant frapper, je jette la nature humaine à pile ou face sur la tombe d'Alexandre ; dans deux jours, les hommes comparaîtront devant le tribunal de ma volonté. Il frappe sa poitrine"")","('#cyrano', ""Oui, je... j'ai demandé, c'est vrai... mais justes cieux ! Je comprends que je fus bien trop audacieux."")",1.05,Substitution
