,diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Cost,Operation Type
699,"('#monsieur-poultier', ""Cela ne se peut ; cela ne se peut.  Cela ne s'est pas encore fait ; cela ne doit pas se faire ; cela ne se fera point.  Voyez donc, mon ami, vous qui avez du sens, les conséquences de cette grâce ?  Voulez-vous nous attirer sur les bras cent autres veuves pour lesquelles votre Madame Bertrand aura fait la planche.  Faut-il que les règnes continuent à s'endetter successivement ?  Savez-vous qu'il en coûte presque autant pour les dépenses passées que pour les dépenses courantes ?  Nous voulons nous liquider, et ce n'en est pas là le moyen.  Mais quel intérêt pouvez-vous prendre à cette femme, assez puissant pour vous fermer les yeux sur la chose publique ?"")","('#monsieur-poultier', ""Cela ne se peut, cela ne se peut.  Cela ne s'est pas encore fait, cela ne doit pas se faire, et cela ne se fera point.  Voyez donc, mon ami, vous qui avez du sens, les conséquences de cette grâce, voulez-vous nous attirer sur les bras cent autres veuves pour lesquelles madame Bertrand aura fait la planche ?  Faut-il que les règnes continuent à s'endetter successivement ?  Savez-vous qu'il en conte autant pour les dépenses passées que pour les dépenses courantes ; nous voulons nous liquider, et ce n'en est pas là le moyen.  Mais quel intérêt pouvez-vous prendre à cette femme, assez puissant pour vous fermer les yeux sur le bien général ?"")",0.0,Match
700,"('#monsieur-hardouin', ""Quel intérêt j'y prend ?  Le plus grand.  Avez-vous regardé Madame Bertrand ?"")","('#monsieur-hardouin', ""Quel intérêt j'y prends! le plus grand.  Avez-vous regardé Madame Bertrand !"")",0.0,Match
701,"('#monsieur-poultier', ""D'accord, elle est fort bien."")","('#monsieur-poultier', ""D'accord ; elle est fort bien."")",0.0,Match
702,"('#monsieur-hardouin', 'Et si je la trouvais telle depuis dix ans ?')","('#monsieur-hardouin', ""Savez-vous qu'il y a dix ans que je la trouve telle ?"")",0.0,Match
703,"('#monsieur-poultier', 'Vous en auriez assez.')","('#monsieur-poultier', 'Dix ans !  Vous devez en avoir assez.')",0.0,Match
704,"('#monsieur-hardouin', ""Laissons la plaisanterie.  Vous êtes un très galant homme, incapable de compromettre la réputation d'une femme et de faire mourir de douleur un ami.  Ces gens de mer, peu aimables d'ailleurs, sont sujets à de longues absences."")","('#monsieur-hardouin', ""Laissons la plaisanterie.  Vous êtes un très galant homme, incapable de compromettre la réputation d'une femme, et de faire mourir de douleur un ami.  Ces gens de mer, peu aimables d'ailleurs, sont sujets à de longues absences."")",0.0,Match
705,"('#monsieur-poultier', 'Et ces longues absences seraient fort ennuyeuses pour leurs femmes, si elles étaient folles de leurs maris.')","('#monsieur-poultier', 'Et ces longues absences seraient fort ennuyeuses, si leurs femmes étaient folles de leurs maris.')",0.0,Match
706,"('#monsieur-hardouin', ""Madame Bertrand estimait fort le brave capitaine Bertrand, mais elle n'en avait pas la tête tournée, et cet enfant pour lequel elle sollicite la réversibilité de la pension, cet enfant..."")","('#monsieur-hardouin', ""Madame Bertrand estimait fort le brave capitaine Bertrand, mais elle n'en avait pas la tête tournée ; et cet enfant pour lequel elle sollicite la réversibilité de la pension, cet enfant..."")",0.0,Match
707,"('#monsieur-poultier', 'Vous en êtes le père.')","('#monsieur-poultier', 'Vous en êtes le père ?')",0.0,Match
708,"('#monsieur-hardouin', 'Je le suppose.')","('#monsieur-hardouin', 'Je le crois.')",0.54,Substitution
709,"('#monsieur-poultier', 'Pourquoi diable lui faire un enfant.')","('#monsieur-poultier', 'Et pourquoi, diable, lui faire un enfant ?')",0.0,Match
710,"('#monsieur-hardouin', ""C'est elle qui l'a voulu."")","('#monsieur-hardouin', ""En vérité, je n'y tâchais pas."")",1.86,Substitution
711,"('#monsieur-poultier', 'Cependant cela change un peu la thèse.')","('#monsieur-poultier', 'Cependant cela change un peu la thèse.')",0.0,Match
712,"('#monsieur-hardouin', ""Je ne suis pas riche ; vous connaissez ma façon de penser et de sentir.  Dites-moi, si cette femme venait à mourir, croyez-vous que je pusse supporter les dépenses de l'éducation d'un enfant, ou me résoudre à l'oublier, à l'abandonner ?  Le feriez-vous ?"")","('#monsieur-hardouin', ""Je ne suis pas riche; vous connaissez ma façon de penser et de sentir : dites-moi, si cette femme venait à mourir, croyez-vous que je pusse supporter les dépenses de l'éducation d'un enfant, ou me résoudre à l'oublier, à l'abandonner ?  Le feriez-vous?"")",0.0,Match
713,"('#monsieur-poultier', ""Non ; mais est-ce à l'État à réparer les sottises des particuliers."")","('#monsieur-poultier', ""Non ; mais est-ce à l'état à réparer les sottises des particuliers ?"")",0.0,Match
714,"('#monsieur-hardouin', ""Si l'État n'avait pas fait et ne faisait d'autres injustices que celle que je vous propose !  Si l'on n'eût accordé et si l'on n'accordait de pension qu'aux veuves dont les maris se sont noyés pour satisfaire aux lois de l'honneur et de la marine, croyez-vous que le fisc en fût épuisé ?  Permettez-moi de vous le dire, mon ami ; vous êtes d'une probité trop rigoureuse.  Vous craignez d'ajouter une goutte d'eau à l'océan.  Si cette grâce était la première de cette nature, je ne la demanderais pas."")","('#monsieur-hardouin', ""Ah !  Si l'état n'avait pas fait, et ne faisait pas d'autres injustices que celle que je vous propose !  Si l'on n'est accordé et si l'on n'accordait de pensions qu'aux veuves dont les maris se sont noyés pour satisfaire aux lois de la marine et de l'honneur, croyez-vous que l'état en fût obéré ?  Permettez-moi de vous le dire, mon ami, vous êtes d'une probité trop stricte ; vous craignez d'ajouter une goutte d'eau à un océan.  Si ma demande était la première folie du ministère, je ne vous en parlerais pas."")",0.0,Match
715,"('#monsieur-poultier', 'Et vous feriez bien.')","('#monsieur-poultier', 'Et vous feriez bien.')",0.0,Match
716,"('#monsieur-hardouin', ""Mais des prostituées, des proxénètes, des chanteuses, des danseuses, des histrions, une foule de lâches, de coquins, d'infâmes, de vicieux de toute espèce épuiseront le trésor, pilleront la cassette, et la femme d'un brave homme..."")","('#monsieur-hardouin', ""Mais des prostituées, des proxénètes, des chanteuses, des danseuses, des histrions, une foule de lâches, de coquins, d'infâmes, de vicieux de toute espèce, épuiseront le fisc ; et la femme d'un brave homme..."")",0.0,Match
717,"('#monsieur-poultier', ""C'est qu'il y en a tant d'autres qui ont aussi bien mérité de nous que le capitaine Bertrand, et laissé des veuves indigentes avec des enfants."")","('#monsieur-poultier', ""C'est qu'il y en a d'autres qui ont aussi bien mérité que le capitaine Bertrand, et laissé des veuves indigentes avec des enfants."")",0.0,Match
718,"('#monsieur-hardouin', ""Et que m'importent ces enfants que je n'ai pas faits, et ces veuves en faveur desquelles ce n'est pas un ami qui vous sollicite ?"")","('#monsieur-hardouin', ""Et que m'importent ces enfants que je n'ai pas faits, et ces veuves en faveur desquelles ce n'est pas un ami qui vous sollicite\n?"")",0.0,Match
719,"('#monsieur-poultier', 'Il faudra voir.')","('#monsieur-poultier', 'Il faudra voir.')",0.0,Match
720,"('#monsieur-hardouin', ""Je crois que tout est vu ; et vous ne sortirez pas d'ici que je n'aie votre parole."")","('#monsieur-hardouin', ""Je crois que tout est vu ; et vous ne sortirez pas d'ici que je n'aie votre parole."")",0.0,Match
721,"('#monsieur-poultier', ""À quoi vous servira-t-elle ?  Ne faut-il pas l'agrément du ministre.  Mais il a de l'estime et de l'amitié pour vous."")","('#monsieur-poultier', ""À quoi vous servira-t-elle ?  Ne faut-il pas l'agrément du ministre ?  Mais il a de l'estime et de l'amitié pour vous."")",0.0,Match
722,"('#monsieur-hardouin', 'Et vous lui confierez...')","('#monsieur-hardouin', 'Et vous lui confierez...')",0.0,Match
723,"('#monsieur-poultier', 'Il le faudra bien.  Cela vous effarouche, je crois ?')","('#monsieur-poultier', 'Il le faudra bien.  Cela vous effarouche, je crois?')",0.0,Match
724,"('#monsieur-hardouin', ""Un peu.  Ce secret n'est pas le mien.  C'est celui d'un autre, et cette autre est une femme."")","('#monsieur-hardouin', ""Un peu.  Ce secret n'est pas le mien, c'est celui d'un autre, et cet autre est une femme."")",0.0,Match
725,"('#monsieur-poultier', ""Dont le mari n'est plus.  Vous êtes un enfant...  Savez-vous comment votre affaire tournera.  Je dirai tout.  On sourira.  Je proposerai la diminution de la pension, à condition de la rendre réversible.  On y consentira.  Au lieu de la diminuer, nous la doublerons.  Le brevet sera signé sans avoir été lu ; et tout sera fini."")","('#monsieur-poultier', ""Dont le mari n'est plus.  Vous êtes un enfant.  Savez-vous comment votre affaire tournera ?  Je dirai tout.  On sourira : je proposerai la diminution de la pension à condition de la rendre réversible ; on y consentira.  Au lieu de la diminuer, nous la doublerons ; le brevet sera signé sans avoir été lu, et tout sera fini."")",0.0,Match
726,"('#monsieur-hardouin', 'Vous êtes charmant.  Votre bienfaisance me touche aux larmes.  Venez, que je vous embrasse.  Et votre brevet se fera-t-il longtemps attendre ?')","('#monsieur-hardouin', 'Vous êtes charmant ; votre bienfaisance me touche aux larmes.  Venez, que je vous embrasse.  Et notre brevet se fera-t-il longtemps attendre ?')",0.0,Match
727,"('#monsieur-poultier', ""Une heure, deux heures peut-être.  Je vais travailler avec le ministre.  Il y a beaucoup d'affaires, mais on n'expédie que celles que je veux.  La vôtre passera la première, et dans un instant, je pourrais bien venir moi-même vous instruire du succès."")","('#monsieur-poultier', ""Une heure, une demi-heure peut-être.  Je vais travailler avec le ministre.  Il y a beaucoup d'affaires ; mais il n'y a d'expédiées que celles que je veux ; la vôtre passera la première ; et, dans un instant, je pourrais venir moi-même vous instruire du succès."")",0.0,Match
728,"('#monsieur-hardouin', 'Je ne saurais vous dire, combien je vous suis obligé.')","('#monsieur-hardouin', 'Je ne saurais vous dire combien je vous suis obligé.')",0.0,Match
729,"('#monsieur-poultier', ""Ne me remerciez pas trop.  Je n'ai jamais eu la conscience plus à l'aise.  Voilà en effet une belle récompense pour un homme de lettres qui a consumé les trois quarts de sa vie d'une manière honorable et utile, à qui le ministère n'a pas encore donné le moindre signe d'attention, et qui sans la munificence d'une souveraine étrangère...  Adieu, je pourrais, je crois, vous rappeler votre promesse ; mais je ne veux pas que l'ombre d'intérêt obscurcisse ce que vous regardez comme un bienfait.  Vous retrouverai-je ici."")","('#monsieur-poultier', ""Ne me remerciez pas trop ; je n'ai jamais eu la conscience plus à l'aise.  Voilà, en effet, une belle récompense pour un homme qui a passé les trois quarts de sa vie à nous amuser et à nous instruire ; à qui le ministère n'a pas encore donné le moindre signe d'attention, et qui, sans la munificence d'une souveraine étrangère...  Adieu, je pourrais, je crois, vous rappeler votre promesse; mais je ne veux pas que l'ombre de l'intérêt obscurcisse ce que vous regardez comme un bienfait.  Vous retrouverai-je ici ?"")",0.0,Match
730,"('#monsieur-hardouin', ""Assurément, si j'ai le moindre espoir de vous y revoir. Mon ami. Rappelant Poultier qui s'en va."")","('#monsieur-hardouin', ""Assurément, si j'ai le moindre espoir de vous y revoir...  Monsieur Poultier, encore un mot."")",0.0,Match
731,"('#monsieur-poultier', ""Qu'est-ce qu'il y a."")","('#monsieur-poultier', ""Qu'est-ce qu'il y a, tout n'est-il pas dit ?"")",0.8,Substitution
732,"('#monsieur-hardouin', 'Cette confidence au ministre...')","('#monsieur-hardouin', 'Tenez, cette confidence au ministre...')",0.0,Match
733,"('#monsieur-poultier', 'Vous chiffonne, je le conçois, mais elle est indispensable.')","('#monsieur-poultier', 'Vous répugne, je le conçois ; mais elle est indispensable.')",0.0,Match
734,"('#monsieur-hardouin', 'Vous croyez ? Il sourit.')","('#monsieur-hardouin', 'Vous croyez ?')",0.17,Substitution
735,"('#monsieur-hardouin', ""Et voilà comment il faut s'y prendre, quand on veut obtenir.  Je n'avais qu'à dire à Poultier « Cette femme ne m'est rien.  Je ne la connais que d'hier ; je l'ai rencontrée, en courant le monde, chez des personnes qui s'y intéressent.  On sait que je vous connais ; on a pensé que je pourrais « quelque chose pour elle.  J'ai promis de vous en parler.  Je vous en « parle.  Voilà ma parole dégagée.  Faites du reste ce qui vous conviendra.  « Je ne veux ni vous compromettre, ni vous importuner. »  Poultier m'aurait répondu froidement, « Cela ne se peut, » et nous aurions parlé d'autre chose...  Mais Madame Bertrand approuvera-t-elle le moyen dont je me suis servi.  Si par hasard elle était un peu scrupuleuse ?...  Je l'oblige, il est vrai ; mais à ma manière qui pourrait bien n'être pas la sienne...  Au demeurant que ne s'en expliquait-elle ?  Ne lui ai-je pas exposé mes principes.  Ne lui ai-je pas demandé, ne m'a-t-elle pas permis de me rendre son affaire personnelle ?  Qu'ai-je fait de plus ?...  Si Poultier pouvait m'envoyer ou plutôt m'apporter le brevet avant le retour de la veuve, la bonne folie qui me vient...  J'arrive ici pour y faire une pièce, car Madame de Chépy comptait me chambrer tout le jour et peut-être toute la nuit ; elle avait bien pris son moment...  À propos il faut envoyer chez Surmont pour savoir où il en est ; je ne voudrais pourtant pas que la fête manquât."")","('#monsieur-hardouin', 'Et voilà comment il faut s\'y prendre quand on veut obtenir.  Je n\'avais qu\'à dire à Poultier : ""Cette femme ne m\'est rien, je ne la connais que d\'hier, je l\'ai rencontrée, en courant le monde, chez des personnes qui s\'y intéressent ; on sait que je vous connais ; on a pensé que je pourrais quelque chose pour elle ; j\'ai promis de vous en parler, je vous en parle, voilà ma parole dégagée; faites du reste ce qui vous conviendra, je ne veux rien qui soit injuste ou qui vous compromette.""  Poultier m\'aurait répondu froidement : ""Cela ne se peut"" et nous aurions causé d\'autre chose.  Mais Madame Bertrand approuvera-t-elle le moyen dont je me suis servi ?  Si par hasard elle était un peu scrupuleuse ?...  Je l\'oblige, il est vrai, mais à ma manière, qui pourrait bien n\'être pas la sienne...  Au demeurant, que ne s\'en expliquait-elle ?  Ne lui ai-je pas exposé mes principes ?  Ne lui ai-je pas demandé, ne m\'a-t-elle pas permis de me rendre son affaire personnelle ?  Qu\'ai-je fait de plus ?...  Si Poultier pouvait m\'envoyer, ou plutôt m\'apporter le brevet avant le retour de la veuve...  La bonne folie qui me vient !...  J\'arrive ici pour y faire une pièce ; car Madame de Chepy comptait me chambrer tout le jour, et peut-être toute la nuit...  Elle avait bien pris son moment...  À propos, il faut que j\'envoie chez de Surmont, pour savoir où il en est.  Je ne voudrais pourtant pas que la fête manquât.')",0.0,Match
736,"('#le-laquais', ""Monsieur des Renardeaux est allé chez un premier magistrat, mais il en reviendra dans un moment, et vous l'aurez."")",,1.0,Insertion
737,"('#monsieur-hardouin', ""Allez chez Monsieur de Surmont, dites-lui que je l'attends ici dans la journée avec ce qu'il m'a promis, et que si le rôle de Mademoiselle Beaulieu est prêt, il le lui envoie, parce qu'elle a peu de mémoire."")","('#monsieur-hardouin', ""Allez chez Monsieur de Surmont, dites-lui que je l'attends dans la journée avec ce qu'il m'a promis ; et que si le rôle de Mademoiselle Beaulieu est prêt, il le lui envoie, parce qu'elle a peu de mémoire.  Retiendrez-vous bien cela?"")",0.0,Match
738,"('#le-laquais', 'Chez Monsieur de Surmont !  À une lieue !  Il me prend pour un cheval de poste.')",,1.0,Insertion
739,"('#monsieur-hardouin', 'Retiendrez-vous bien tout cela ?')",,1.0,Insertion
740,"('#le-laquais', 'Parfaitement.')","('#le-laquais', 'Parfaitement.')",0.0,Match
741,"('#monsieur-hardouin', 'Répétez-le-moi.')","('#monsieur-hardouin', 'Répétez-le-moi.')",0.0,Match
742,"('#le-laquais', ""Allez chez Monsieur de Surmont lui dire que vous l'attendez chez vous avec ce qu'il scait bien ; et que si le rôle de Mademoiselle Beaulieu est prêt, de vous l'envoyer ; de le lui envoyer tout de suite."")","('#le-laquais', ""Aller chez Monsieur de Surmont, lui dire que vous l'attendez chez vous avec ce qu'il sait bien, et que, si le rôle de Mademoiselle Beaulieu est prêt, de vous l'envoyer... de le lui envoyer tout de suite."")",0.0,Match
743,"('#monsieur-hardouin', 'De vous, de lui, lequel des deux ?')","('#monsieur-hardouin', 'De vous, de lui : lequel des deux ?')",0.0,Match
744,"('#le-laquais', ""De vous l'envoyer."")","('#le-laquais', ""De vous l'envoyer."")",0.0,Match
