,corneillet-festin-pierre,moliere-dom-juan,Cost,Operation Type
532,"('#don-juan', ""On ne m'avait pas dit qu'il fût de ce côté. Allons le voir."")","('#don-juan', ""Ah, tu as raison, je ne savais pas que c'était de ce côté-ci qu'il était.  Tout le monde m'a dit des merveilles de cet ouvrage, aussi bien que de la statue du Commandeur, et j'ai envie de l'aller voir. "")",0.91,Substitution
533,"('#sganarelle', 'Pourquoi cette civilité ? Laissons-le là, Monsieur ; aussi bien il me semble Que vous ne devez pas être trop bien ensemble.')","('#sganarelle', ""Monsieur, n'allez point là. "")",1.0,Substitution
534,,"('#don-juan', 'Pourquoi ? ')",1.0,Deletion
535,,"('#sganarelle', ""Cela n'est pas civil, d'aller voir un homme que vous avez tué. "")",1.0,Deletion
536,"('#don-juan', ""C'est pour faire la paix que je cherche à le voir, Et s'il est galant homme, il doit nous recevoir. Entrons."")","('#don-juan', ""Au contraire, c'est une visite dont je lui veux faire civilité, et qu'il doit recevoir de bonne grâce, s'il est galant homme.  Allons, entrons dedans.  Le tombeau s'ouvre, où l'on voit un superbe mausolée et la statue du Commandeur."")",0.15,Substitution
537,"('#sganarelle', ""Ah ! Que ce marbre est beau ! Ne lui déplaise, Il s'est là, pour un Mort, logé fort à son aise."")","('#sganarelle', ""Ah !  Que cela est beau !  Les belles statues !  Le beau marbre !  Les beaux piliers !  Ah !  Que cela est beau !  Qu'en dites-vous, Monsieur ? "")",0.89,Substitution
538,"('#don-juan', ""J'admire cette aveugle et sotte vanité. Un Homme en son vivant se sera contenté D'un bâtiment fort simple, et le visionnaire En veut un tout pompeux, quand il n'en a que faire."")","('#don-juan', ""Qu'on ne peut voir aller plus loin l'ambition d'un homme mort, et ce que je trouve admirable, c'est qu'un homme qui s'est passé, durant sa vie, d'une assez simple demeure, en veuille avoir une si magnifique pour quand il n'en a plus que faire. "")",0.29,Substitution
539,"('#sganarelle', 'Voyez-vous sa Statue, et comme il tient sa main ?')","('#sganarelle', 'Voici la statue du Commandeur. ')",1.02,Substitution
540,"('#don-juan', 'Parbleu, le voilà bon en empereur Romain.')","('#don-juan', ""Parbleu, le voilà bon, avec son habit d'empereur romain ! "")",0.0,Match
541,"('#sganarelle', ""Il me fait quasi peur. Quels regards il nous jette ! C'est pour nous obliger, je pense, à la retraite, Sans doute qu'à nous voir il prend peu de plaisir."")","('#sganarelle', ""Ma foi, Monsieur, voilà qui est bien fait.  Il semble qu'il est en vie, et qu'il s'en va parler.  Il jette des regards sur nous qui me feraient peur, si j'étais tout seul, et je pense qu'il ne prend pas plaisir de nous voir. "")",0.2,Substitution
542,"('#don-juan', ""Si de venir dîner il avait le loisir, Je le régalerais. De ma part, Sganarelle, Va l'en prier."")","('#don-juan', ""Il aurait tort, et ce serait mal recevoir l'honneur que je lui fais.  Demande-lui s'il veut venir souper avec moi. "")",0.29,Substitution
543,"('#sganarelle', 'Lui ?')","('#sganarelle', ""C'est une chose dont il n'a pas besoin, je crois. "")",1.63,Substitution
544,"('#don-juan', 'Cours.')","('#don-juan', 'Demande-lui, te dis-je. ')",1.33,Substitution
545,"('#sganarelle', 'La prière est nouvelle. Un Mort ! Vous moquez-vous ?')","('#sganarelle', ""Vous moquez-vous ?  Ce serait être fou que d'aller parler à une statue. "")",0.76,Substitution
546,"('#don-juan', ""Fais ce que je t'ai dit."")","('#don-juan', 'Fais ce que je te dis. ')",0.0,Match
547,"('#sganarelle', ""Le pauvre homme, Monsieur, a perdu l'appétit."")",,1.0,Insertion
548,"('#don-juan', ""Si tu n'y vas..."")",,1.0,Insertion
549,"('#sganarelle', ""J'y vais. Que faut-il que je dise ?"")",,1.0,Insertion
550,"('#don-juan', ""Que je l'attends chez moi."")",,1.0,Insertion
551,"('#sganarelle', ""Je ris de ma sottise, Mais mon maître le veut. Monsieur le Commandeur, Don Juan voudrait bien avoir chez lui l'honneur De vous faire un régal. Y viendrez-vous ? À l'aide. À la statue. La statue baisse la tête, et Sganarelle tombant sur les genoux s'écrie."")","('#sganarelle', ""Quelle bizarrerie !  Seigneur Commandeur...  Je ris de ma sottise, mais c'est mon maître qui me la fait faire.  Seigneur Commandeur, mon maître Don Juan vous demande si vous voulez lui faire l'honneur de venir souper avec lui.  Ha !  La Statue baisse la tête."")",0.0,Match
552,"('#don-juan', ""Qu'est-ce ? Qu'as-tu ? Dis donc."")","('#don-juan', ""Qu'est-ce ?  Qu'as-tu ?  Dis donc, veux-tu parler ? "")",0.0,Match
553,"('#sganarelle', 'Je suis mort sans remède. La Statue...')","('#sganarelle', 'La Statue... ')",0.48,Substitution
554,"('#don-juan', 'Et bien, quoi ? Que veux-tu dire ?')","('#don-juan', 'Eh bien !  Que veux-tu dire, traître ? ')",0.2,Substitution
555,"('#sganarelle', 'Hélas ! La Statue...')","('#sganarelle', 'Je vous dis que la Statue... ')",0.0,Match
556,"('#don-juan', 'Enfin donc tu ne parleras pas ?')","('#don-juan', ""Eh bien, la Statue ?  Je t'assomme, si tu ne parles. "")",0.43,Substitution
557,"('#sganarelle', 'Je parle, et je vous dis, monsieur, que la Statue...')","('#sganarelle', ""La Statue m'a fait signe. "")",0.63,Substitution
558,"('#don-juan', 'Encor ?')",,1.0,Insertion
559,"('#sganarelle', 'Sa tête...')",,1.0,Insertion
560,"('#don-juan', 'Et bien ?')",,1.0,Insertion
561,"('#sganarelle', ""Vers moi s'est abattue. Elle m'a fait..."")",,1.0,Insertion
562,"('#don-juan', 'Coquin !')","('#don-juan', 'La peste le coquin ! ')",1.3,Substitution
563,"('#sganarelle', ""Si je ne vous dis vrai... Vous pouvez lui parler pour en faire l'essai. Peut-être..."")","('#sganarelle', ""Elle m'a fait signe, vous dis-je : il n'est rien de plus vrai.  Allez-vous-en lui parler vous-même pour voir, peut-être... "")",0.0,Match
564,"('#don-juan', ""Viens, Maraud, puisqu'il faut que j'en rie, Viens être convaincu de ta poltronnerie, Prends garde. Commandeur, te rendras-tu chez moi ? Je t'attends à dîner. À la statue. La Statue baisse encor la tête. "")","('#don-juan', 'Viens, maraud, viens, je te veux bien faire toucher au doigt ta poltronnerie, prends garde.  Le Seigneur Commandeur voudrait-il venir souper avec moi ?  La Statue baisse encore la tête.')",0.0,Match
565,"('#sganarelle', ""Vous en tenez, ma foi. Voilà mes esprits forts qui ne veulent rien croire. Disputons à présent, j'ai gagné la victoire."")","('#sganarelle', 'Je ne voudrais pas en tenir dix pistoles.  Eh bien, monsieur ? ')",1.4,Substitution
566,"('#don-juan', ""Allons, sortons d'ici."")","('#don-juan', ""Allons, sortons d'ici. "")",0.0,Match
567,"('#sganarelle', ""Sortons, je vous promets, Quand je serai dehors, de n'y rentrer jamais."")","('#sganarelle', 'Voilà de mes esprits forts, qui ne veulent rien croire. ')",1.59,Substitution
568,"('#don-juan', ""Cesse de raisonner sur une bagatelle. Un faux rapport des yeux n'est pas chose nouvelle, Et souvent il ne faut qu'une simple vapeur, Pour faire ce qu'en toi j'imputais à la peur. La vue en est troublée, et je tiens ridicule..."")","('#don-juan', ""Quoi qu'il en soit, laissons cela : c'est une bagatelle, et nous pouvons avoir été trompés par un faux jour, ou surpris de quelque vapeur qui nous ait troublé la vue. "")",0.0,Match
569,"('#sganarelle', ""Quoi, là-dessus encor vous êtes incrédule, Et ce que de nos yeux, de ces yeux que voilà, Tous deux nous avons vu, vous le démentez ? Là, Traitez-moi d'ignorant, d'impertinent, de bête. Il n'est rien de plus vrai que ce signe de tête, Et je ne doute point que pour vous convertir, Le Ciel qui de l'Enfer cherche à vous garantir, N'ait rendu tout exprès ce dernier témoignage."")","('#sganarelle', ""Eh !  Monsieur, ne cherchez point à démentir ce que nous avons vu des yeux que voilà.  Il n'est rien de plus véritable que ce signe de tête ; et je ne doute point que le Ciel, scandalisé de votre vie, n'ait produit ce miracle pour vous convaincre, et pour vous retirer de... "")",0.0,Match
570,"('#don-juan', ""Écoute, s'il t'échappe un seul mot davantage Sur tes moralités, je vais faire venir Quatre Hommes des plus forts, te bien faire tenir, Afin qu'un nerf de boeuf à loisir te réponde. M'entends-tu ? Dis."")","('#don-juan', ""Écoute.  Si tu m'importunes davantage de tes sottes moralités, si tu me dis encore le moindre mot là-dessus, je vais appeler quelqu'un, demander un nerf de boeuf, te faire tenir par trois ou quatre, et te rouer de mille coups.  M'entends-tu bien ? "")",0.0,Match
571,"('#sganarelle', ""Fort bien, Monsieur, le mieux du monde. Vous vous expliquez net, c'est là ce qui me plaît. D'autres ont des détours qu'on ne sait ce que c'est ; Mais vous, en quatre mots que vous faites entendre, Vous dites tout, rien n'est si facile à comprendre."")","('#sganarelle', ""Fort bien, Monsieur, le mieux du monde.  Vous vous expliquez clairement ; c'est ce qu'il y a de bon en vous, que vous n'allez point chercher de détours : vous dites les choses avec une netteté admirable. "")",0.0,Match
572,"('#don-juan', ""Qu'on me fasse dîner le plutôt qu'on pourra. Un Siège."")","('#don-juan', ""Allons, qu'on me fasse souper le plus tôt que l'on pourra, une chaise, petit garçon. "")",0.0,Match
573,"('#sganarelle', 'Va savoir quand Monsieur dînera. Dépêche.')",,1.0,Insertion
574,"('#don-juan', 'Que veut-on ?')",,1.0,Insertion
575,"('#la-violette', ""C'est Monsieur votre père."")",,1.0,Insertion
576,"('#don-juan', ""Ah, que cette visite était peu nécessaire ! Quels contes de nouveau me vient-il débiter ? Qu'il a de temps à perdre !"")",,1.0,Insertion
577,"('#sganarelle', 'Il le faut écouter.')",,1.0,Insertion
578,"('#don-louis', ""Ma présence vous choque, et je vois que sans peine Vous pourriez vous passer d'un père qui vous gêne. Tous deux, à dire vrai, par plus d'une raison, Nous nous incommodons d'une étrange façon ; Et si vous êtes las d'ouïr mes remontrances, Je suis bien las aussi de vos extravagances. Ah ! Que d'aveuglement, quand raisonnant en fous, Nous voulons que le Ciel soit moins sage que nous : Quand sur ce qu'il connaît qui nous est nécessaire, Nos imprudents désirs ne le laissent pas faire, Et qu'à force de voeux nous tâchons d'obtenir Ce qui nous est donné souvent pour nous punir ! La naissance d'un fils fut ma plus forte envie. Mes souhaits en faisaient tout le bien de ma vie, Et ce fils que j'obtiens est le fléau rigoureux De ces jours que par lui je croyais rendre heureux. De quel oeil, dites-moi, pensez-vous que je voie Ces commerces honteux qui seuls font votre joie, Ce scandaleux amas de viles actions Qu'entassent chaque jour vos folles passions, Ce long enchaînement de méchantes affaires, Où du Prince pour vous les grâces nécessaires Ont épuisé déjà tout ce qu'auprès de lui Mes services pouvaient m'avoir acquis d'appui ? Ah fils ! Indigne fils ! Quelle est votre bassesse, D'avoir de vos Aïeux démenti la noblesse ! D'avoir osé ternir par tant de lâchetés Le glorieux éclat du sang dont vous sortez, De ce sang que l'Histoire en mille endroits renomme ! Et qu'avez-vous donc fait pour être Gentilhomme ? Si ce titre ne peut vous être contesté, Pensez-vous avoir droit d'en tirer vanité, Et qu'il ait rien en vous qui puisse être estimable, Quand vos dérèglements l'y rendent méprisable ? Non, non, de nos Aïeux on a beau faire cas ; La naissance n'est rien où la vertu n'est pas. Aussi ne pouvons-nous avoir part à leur gloire, Qu'autant que nous faisons honneur à leur mémoire. L'éclat que leur conduite a répandu sur nous, Des mêmes sentiments nous doit rendre jaloux ; C'est un engagement dont rien ne nous dispense, De marcher sur les pas qu'a tracés leur prudence, D'être à les imiter attachés, prompts, ardents, Si nous voulons passer pour leurs vrais Descendants. Ainsi de ce Héros que nos Histoires louent, Vous descendez en vain lorsqu'ils vous désavouent, Et que ce qu'ils ont fait et d'illustre et de grand, N'a pu de votre coeur leur être un sûr garant. Loin d'être de leur sang, loin que l'on vous en compte, L'éclat n'en rejaillit sur vous qu'à votre honte, Et c'est comme un Flambeau qui devant vous porté, Fait de vos actions mieux voir l'indignité. Enfin si la Noblesse est un précieux titre, Sachez que la vertu doit en être l'arbitre, Qu'il n'est point de grands noms qui sans elle obscurcis..."")",,1.0,Insertion
579,"('#don-juan', 'Monsieur, vous seriez mieux si vous parliez assis.')",,1.0,Insertion
580,"('#don-louis', ""Je ne veux pas m'asseoir, Insolent. J'ai beau dire, Ma remontrance est vaine, et tu n'en fais que rire. C'est trop ; si jusqu'ici dans mon coeur malgré moi, La tendresse de père a combattu pour toi, Je l'étouffe ; aussi bien il est temps que j'efface La honte de te voir déshonorer ma race, Et qu'arrêtant le cours de tes dérèglements, Je prévienne du Ciel les justes châtiments. J'en mourrai, mais je dois mon bras à sa colère."")",,1.0,Insertion
581,"('#don-juan', ""Mourez quand vous voudrez, il ne m'importe guère. Ah ! Que sur ce jargon, qu'à toute heure j'entends, Les Pères sont fâcheux qui vivent trop longtemps !"")",,1.0,Insertion
582,"('#sganarelle', 'Monsieur...')",,1.0,Insertion
583,"('#don-juan', ""Quelle sottise à moi quand je l'écoute !"")",,1.0,Insertion
584,"('#sganarelle', 'Vous avez tort.')",,1.0,Insertion
585,"('#don-juan', ""J'ai tort ?"")",,1.0,Insertion
586,"('#sganarelle', 'Eh.')",,1.0,Insertion
587,"('#don-juan', ""J'ai tort ?"")",,1.0,Insertion
588,"('#sganarelle', ""Oui sans doute, Vous avez très grand tort de l'avoir écouté Avec tant de douceur et tant d'honnêteté. Le chassant, au milieu de sa sotte harangue, Vous lui deviez apprendre à mieux régler sa langue. A-t-on jamais rien vu de plus impertinent ? Un père contre un fils faire l'entreprenant ? Lui venir dire au nez que l'honneur le convie À mener dans le monde une louable vie ? Le faire souvenir qu'étant d'un noble sang, Il ne devrait rien faire indigne de son rang ? Les beaux enseignements ! C'est bien ce qu'il doit suivre Un Homme tel que vous, qui sait comme il faut vivre. De votre patience on se doit étonner. Pour moi, je vous l'aurais envoyé promener."")",,1.0,Insertion
589,"('#la-violette', 'Votre marchand est là, Monsieur.')",,1.0,Insertion
590,"('#don-juan', 'Qui ?')",,1.0,Insertion
591,"('#la-violette', 'Ce grand homme, Monsieur Dimanche.')","('#la-violette', 'Monsieur, voilà votre marchand, Monsieur Dimanche, qui demande à vous parler. ')",0.02,Substitution
592,"('#sganarelle', ""Peste, un créancier assomme. De quoi s'avise-t-il d'être si diligent À venir chez les Gens demander de l'argent ? Que ne lui disais-tu que Monsieur dîne en Ville ?"")","('#sganarelle', ""Bon, voilà ce qu'il nous faut, qu'un compliment de créancier.  De quoi s'avise-t-il de nous venir demander de l'argent, et que ne lui disais-tu que Monsieur n'y est pas ? "")",0.0,Match
593,"('#la-violette', ""Vraiment oui, c'est un home à croire bien facile. Malgré ce que j'ai dit, il a voulu s'asseoir Là-dedans pour l'attendre."")","('#la-violette', ""Il y a trois quarts d'heure que je lui dis, mais il ne veut pas le croire, et s'est assis là dedans pour attendre. "")",0.41,Substitution
594,"('#sganarelle', ""Et bien, jusques au soir Qu'il y demeure."")","('#sganarelle', ""Qu'il attende, tant qu'il voudra. "")",0.33,Substitution
595,"('#don-juan', ""Non ; fais qu'il entre au contraire. Je ne tarderai pas longtemps à m'en défaire. Lorsque des Créanciers cherchent à nous parler Je trouve qu'il est mal de se faire celer. Leurs visites ayant une fort juste cause, Il les faut tout au moins payer de quelque chose, Et sans leur rien donner, je ne manque jamais À les faire de moi retourner satisfaits."")","('#don-juan', ""Non, au contraire, faites-le entrer.  C'est une fort mauvaise politique que de se faire celer aux créanciers.  Il est bon de les payer de quelque chose, et j'ai le secret de les renvoyer satisfaits sans leur donner un double. "")",0.0,Match
