,dufresny-chevalier-joueur,regnard-joueur,Cost,Operation Type
663,"('#le-marquis', ""Non qu'heu... non un spectacle bien plus magnifique.  Quatre de nos plus gros acteurs vont commencer une représentation la plus éblouissante ; ils ont cavé chacun trois mille louis d'or, qu'heu ; je suis curieux de voir douze mille louis d'or sur un tapis ; cela ne se voit pas tous les jours."")","('#nerine', ""Eh bien ! Madame, soit ; contentez votre ardeur, J'y consens. Acceptez pour époux un joueur, Qui, pour porter au jeu son tribut volontaire, Vous laissera manquer même du nécessaire, Toujours triste ou fougueux, pestant contre le jeu, Ou d'avoir perdu trop, ou bien gagné trop peu. Quel charme qu'un époux qui, flattant sa manie, Fait vingt mauvais marchés tous les jours de sa vie ; Prend pour argent comptant, d'un usurier fripon, Des singes, des pavés, un chantier, du charbon ; Qu'on voit à chaque instant prêt à faire querelle Aux bijoux de sa femme, ou bien à sa vaisselle, Qui va, revient, retourne, et s'use à voyager Chez l'usurier, bien plus qu'à donner à manger, Quand, après quelque temps, d'intérêts surchargée, Il la laisse où d'abord elle fut engagée, Et prend, pour remplacer ses meubles écartés, Des diamants du temple, et des plats argentés ; Tant que, dans sa fureur n'ayant plus rien à vendre, Empruntant tous les jours, et ne pouvant plus rendre, Sa femme signe enfin, et voit en moins d'un an, Ses terres en décret, et son lit à l'encan !"")",0.78,Substitution
664,"('#le-chevalier', 'La représentation en sera pathétique, mais je vous jure...')","('#angelique', ""Je ne veux point ici m'affliger par avance ; L'évènement souvent confond la prévoyance. Il quittera le jeu."")",1.26,Substitution
665,"('#le-marquis', ""C'est prudemment fait, pour en avoir le plaisir il ne faut être que spectateur."")","('#nerine', ""Quiconque aime, aimera ; Et quiconque a joué, toujours joue, et jouera. Quelque docteur l'a dit, ce n'est point menterie. Et, si vous le voulez, contre vous je parie Tout ce que je possède, et mes gages d'un an, Qu'à l'heure que je parle il est dans un brelan."")",1.19,Substitution
666,,"('#nerine', ""Nous le saurons d'hector qu'ici je vois paroître."")",1.0,Deletion
667,,"('#angelique', 'Te voilà bien soufflant. En quels lieux est ton maître ?')",1.0,Deletion
668,,"('#hector', ""En quelque lieu qu'il soit, je réponds de son coeur ; Il sent toujours pour vous la plus sincère ardeur."")",1.0,Deletion
669,,"('#nerine', ""Ce n'est point là, maraud, ce que l'on te demande."")",1.0,Deletion
670,,"('#hector', ""Maraud ! Je vois qu'ici je suis de contrebande."")",1.0,Deletion
671,"('#frontin', 'Pour être spectateur tranquille laissez-moi cette bourse.')","('#nerine', 'Non, demeure un moment.')",0.51,Substitution
672,,"('#hector', 'Le temps me presse. Adieu.')",1.0,Deletion
673,,"('#nerine', ""Tout doux ! N'est-il pas vrai qu'il est en quelque lieu Où, courant le hasard..."")",1.0,Deletion
674,,"('#hector', ""Parlez mieux, je vous prie. Mon maître n'a hanté de tels lieux de sa vie."")",1.0,Deletion
675,"('#le-marquis', ""Pour moi on me permet de perdre ma centaine, et je la risquerai... douze mille louis d'or... en or, d'or, d'or, en or, d'or."")","('#angelique', ""Tiens, voilà dix louis. Ne me mens pas ; dis-moi S'il n'est pas vrai qu'il joue à présent."")",1.07,Substitution
676,,"('#hector', ""Oh ! Ma foi, Il est bien revenu de cette folle rage, Et n'aura pas de goût pour le jeu davantage."")",1.0,Deletion
677,,"('#angelique', 'Avec tes faux soupçons, Nérine, eh bien ! Tu vois.')",1.0,Deletion
678,"('#le-chevalier', ""J'avoue que c'est un spectacle à voir."")","('#hector', ""Il s'en donne aujourd'hui pour la dernière fois."")",1.37,Substitution
679,,"('#angelique', 'Il jouerait donc ?')",1.0,Deletion
680,"('#frontin', ""C'est un spectacle où vous n'entrerez jamais sans payer."")","('#hector', ""Il joue, à dire vrai, Madame ; Mais ce n'est proprement que par noblesse d'âme : On voit qu'il se défait de son argent exprès, Pour n'être plus touché que de vos seuls attraits."")",1.25,Substitution
681,,"('#nerine', 'Eh bien ! Ai-je raison ?')",1.0,Deletion
682,,"('#hector', ""Son mauvais sort, vous dis-je, Mieux que tous vos discours aujourd'hui le corrige."")",1.0,Deletion
683,"('#le-marquis', 'Voyez cela, Chevalier.')","('#angelique', 'Quoi ! ...')",1.39,Substitution
684,"('#le-chevalier', 'Quand je le verrais, je ne serais point tenté.')",,1.0,Insertion
685,"('#le-marquis', ""Je le crois, vous êtes un homme sage, vous, et je vous empêcherai bien d'être tenté, je vous défends de manier la carte, vous êtes trop malheureux heu...  Il ne faut point jouer heu...  Allons, allons, je vous empêcherai bien, allons, allons."")","('#hector', ""N'admirez-vous pas cette fidélité ? Perdre exprès son argent pour n'être plus tenté ! Il sait que l'homme est faible, il se met en défense. Pour moi, je suis charmé de ce trait de prudence."")",0.51,Substitution
686,"('#le-chevalier', ""Écoutez, j'irai, mais au moins vous me promettez que je ne jouerai point."")","('#angelique', ""Quoi ! Ton maître jouerait au mépris d'un serment ?"")",1.08,Substitution
687,,"('#hector', ""C'est la dernière fois, Madame, absolument. On le peut voir encor sur le champ de bataille ; Il frappe à droite, à gauche, et d'estoc et de taille, Il se défend, Madame, encor comme un lion. Je l'ai vu, dans l'effort de la convulsion, Maudissant les hasards d'un combat trop funeste : De sa bourse expirante il ramassait le reste ; Et paraissant encor plus grand dans son malheur, Il vendait cher son sang et sa vie au vainqueur."")",1.0,Deletion
688,,"('#nerine', ""Pourquoi l'as-tu quitté dans cette décadence ?"")",1.0,Deletion
689,,"('#hector', ""Comme un aide-de-camp, je viens en diligence Appeler du secours : il faut faire approcher Notre corps de réserve, et je m'en vais chercher Deux cents louis qu'il a laissés dans sa cassette."")",1.0,Deletion
690,"('#frontin', 'Et moi je vous promets que vous jouerez.')","('#nerine', 'Eh bien ! Madame, eh bien ! êtes-vous satisfaite ?')",1.3,Substitution
691,,"('#hector', ""Les partis sont aux mains ; à deux pas on se bat, Et les moments sont chers en ce jour de combat. Nous allons nous servir de nos armes dernières, Et des troupes qu'au jeu l'on nomme auxiliaires."")",1.0,Deletion
692,"('#nerine', ""Je vous dis qu'il joue encore au moment que je vous parle avec ce Marquis enrhumé qui l'est venu prendre ici."")","('#nerine', ""Vous l'entendez, Madame ! Après cette action, Pour Valère armez-vous de belle passion ; Cédez à votre étoile ; épousez-le. J'enrage Lorsque j'entends tenir ce discours à votre âge. Mais Dorante qui vient..."")",1.09,Substitution
693,"('#angelique', ""Ma résolution est prise, et pour ne pas m'exposer davantage à le voir, je vais passer trois mois à la campagne."")","('#angelique', 'Ah ! Sortons de ces lieux. Je ne puis me résoudre à paroître à ses yeux.')",1.07,Substitution
694,"('#nerine', 'Partez vite pendant que vous êtes raisonnable ; car si vous le voyez votre raison partira, et vous resterez pour les gages.')","('#dorante', ""Hé quoi ! Vous me fuyez ? Daignez au moins M'apprendre..."")",1.03,Substitution
695,"('#angelique', 'Fais avertir Dorante que je veux encore lui parler.')","('#dorante', ""Et toi, Nérine, aussi tu ne veux pas m'entendre ? Veux-tu de ta maîtresse imiter la rigueur ?"")",1.01,Substitution
696,,"('#nerine', 'Non, monsieur ; je vous sers toujours avec vigueur. Laissez-moi faire.')",1.0,Deletion
697,"('#nerine', ""Ma foi emmenez-le avec vous à la campagne, vous l'épouserez là pour vous désennuyer."")","('#dorante', 'Ô ciel ! Ce trait me désespère. Je veux approfondir un si cruel mystère. Il va pour sortir.')",1.43,Substitution
698,"('#angelique', 'Hélas !  Je sens bien que Dorante ferait mon bonheur, si je pouvais être heureuse sans le Chevalier.')","('#la-comtesse', 'Où courez-vous, Dorante ?')",0.76,Substitution
699,,"('#dorante', ""Ô contre-temps fâcheux ! Cherchons à l'éviter."")",1.0,Deletion
700,"('#nerine', ""Sans le Chevalier !  Vous prononcez encore ce nom-là d'un ton à ne partir d'aujourd'hui."")","('#la-comtesse', ""Demeurez en ces lieux, J'ai deux mots à vous dire ; et votre âme contente... Mais non, retirez-vous ; un homme m'épouvante. L'ombre d'un tête-à-tête, et dedans et dehors, Me fait, même en été, frissonner tout le corps."")",1.37,Substitution
701,"('#angelique', 'Va, fais mettre les chevaux au carrosse, je vais prendre congé de la Comtesse.')","('#dorante', ""J'obéis..."")",1.64,Substitution
702,"('#la-comtesse', ""Que je vous embrasse, ma chère enfant !  On vient de m'apprendre vos résolutions généreuses, je suis charmée. Comment donc, encore du chagrin ; ne devez-vous pas être ravie ? Elle l'embrasse, et Angélique reste immobile."")","('#la-comtesse', ""Revenez. Quelque espoir qui vous guide, Le respect à l'amour saura servir de bride, N'est-il pas vrai ?"")",0.93,Substitution
703,"('#angelique', 'Je ne puis pas sitôt répondre à vos transports de joie.')","('#dorante', 'Madame...')",1.94,Substitution
704,"('#la-comtesse', ""Hélas !  Je ne suis susceptible ni de joie, ni de chagrin ; je n'ai point de passion, moi : et si ce n'était l'amitié..."")","('#la-comtesse', ""En ce temps, les amants Près du sexe d'abord sont si gesticulants... Quoiqu'on soit vertueuse, il faut telle paraître ; Et cela quelquefois coûte bien plus qu'à l'être."")",1.12,Substitution
705,,"('#dorante', 'Madame...')",1.0,Deletion
706,"('#angelique', ""Je craignais tantôt de m'être attirée votre haine ; mais je vois bien que vous n'avez point de passion.  Quoi qu'il en soit, Madame, je suis très sensible à votre amitié ; je crains seulement de ne la pas mériter autant que vous le pensez."")","('#la-comtesse', ""En vérité, j'ai le coeur douloureux Qu'Angélique si mal reconnaisse vos feux : Et si je n'avais pas une vertu sévère, Qui me fait renfermer dans un veuvage austère, Je pourrais bien... mais non, je ne puis vous ouïr ; Si vous continuez, je vais m'évanouir."")",0.32,Substitution
707,,"('#dorante', 'Madame...')",1.0,Deletion
708,"('#la-comtesse', ""L'éloignement fortifiera votre sagesse ; éloignez-vous, mon cher coeur, fuyez la cause de vos égarements.  Je veux bien me charger d'apprendre moi-même à ce petit indigne-là, que vous rompez avec lui pour jamais."")","('#la-comtesse', ""Vos discours, votre air soumis et tendre Ne feront que m'aigrir, au lieu de me surprendre. Bannissons la tendresse ; il faut la supprimer. Je ne puis, en un mot, me résoudre d'aimer."")",0.43,Substitution
709,"('#angelique', 'Pour jamais, Madame, je ne dis pas cela.')","('#dorante', ""Madame, en vérité, je n'en ai nulle envie, Et veux bien avec vous n'en parler de ma vie."")",0.7,Substitution
710,"('#la-comtesse', ""C'est que vous n'osez le dire ; voyez jusqu'où va le mauvais usage du siècle ; les filles sont honteuses d'avouer qu'elles sont sages."")","('#la-comtesse', ""Voilà, je vous l'avoue, un fort sot compliment. Me trouvez-vous, Monsieur, femme à manquer d'amant ? J'ai mille adorateurs qui briguent ma conquête ; Et leur encens trop fort me fait mal à la tête. Ah ! Vous le prenez là sur un fort joli ton, En vérité !"")",0.88,Substitution
711,,"('#dorante', 'Madame...')",1.0,Deletion
712,,"('#la-comtesse', 'Et je vous trouve bon !')",1.0,Deletion
713,"('#angelique', 'Si dans la suite du temps, le Chevalier changeait de conduite...')","('#dorante', 'Le respect...')",1.32,Substitution
714,"('#la-comtesse', 'Il ne se corrigera point ; mais je ne laisse pas de blâmer votre ami Dorante, il devrait vous épouser pour ne vous pas laisser dans le péril de la rechute.')","('#la-comtesse', ""Le respect est là mal en sa place ; Et l'on ne me dit point pareille chose en face. Si tous mes soupirants pouvaient me négliger, Je ne vous prendrais pas pour m'en dédommager. Du respect ! Du respect ! Ah ! Le plaisant visage ! J'ai cru que vous pouviez l'inspirer à votre âge. Mais Monsieur_le_Marquis, qui paraît en ces lieux, Ne sera pas peut-être aussi respectueux."")",1.02,Substitution
715,,"('#la-comtesse', ""Je suis au désespoir : je n'ai vu de ma vie Tant de relâchement dans la galanterie. Le Marquis vient ; il faut m'assurer un parti ; Et je n'en prétends pas avoir le démenti."")",1.0,Deletion
716,,"('#le-marquis', 'À mon bonheur enfin, Madame, tout conspire : Vous êtes tout à moi.')",1.0,Deletion
717,,"('#la-comtesse', 'Que voulez-vous donc dire, Marquis ?')",1.0,Deletion
718,,"('#le-marquis', ""Que mon amour n'a plus de concurrent ; Que je suis et serai votre seul conquérant ; Que si vous ne battez au plus tôt la chamade, Il faudra vous résoudre à souffrir l'escalade."")",1.0,Deletion
719,,"('#la-comtesse', ""Moi ! Que l'on m'escalade ?"")",1.0,Deletion
720,,"('#le-marquis', ""Entre nous, sans façon, À Valère de près j'ai serré le bouton : Il m'a cédé les droits qu'il avait sur votre âme."")",1.0,Deletion
721,,"('#la-comtesse', 'Hé ! Le petit poltron !')",1.0,Deletion
722,"('#angelique', ""Mais, vous, Madame, pour prévenir ma rechute, vous feriez-vous la violence d'épouser le Chevalier ?"")","('#le-marquis', 'Oh ! Palsambleu, Madame, Il serait un Achille, un Pompée, un César, Je vous le conduirais poings liés à mon char. Il ne faut point avoir de mollesse en sa vie. Je suis vert.')",0.64,Substitution
723,"('#la-comtesse', 'Vous me réduisez à une terrible extrémité.')","('#la-comtesse', ""Dans le fond, j'en ai l'âme ravie. Vous ne connaissez pas, Marquis, tout votre mal ; Vous avez à combattre encor plus d'un rival."")",1.23,Substitution
724,,"('#le-marquis', ""Le don de votre coeur couvre un peu trop de gloire Pour n'être que le prix d'une seule victoire. Vous n'avez qu'à nommer..."")",1.0,Deletion
725,,"('#la-comtesse', 'Non, non, je ne veux pas Vous exposer sans cesse à de nouveaux combats.')",1.0,Deletion
726,,"('#le-marquis', ""Est-ce ce financier de noblesse mineure, Qui s'est fait depuis peu gentilhomme en une heure ; Qui bâtit un palais sur lequel on a mis Dans un grand marbre noir, en or, l'hôtel Damis ; Lui qui voyait jadis imprimé sur sa porte, Bureau du pied-fourché, chair salée et chair morte ; Qui, dans mille portraits, expose ses aïeux, Son père, son grand-père, et les place en tous lieux, En sa maison de ville, en celle de campagne, Les fait venir tout droit des comtes de Champagne, Et de ceux de Poitou, d'autant que, pour certain, L'un s'appelait Champagne et l'autre Poitevin ?"")",1.0,Deletion
727,"('#angelique', ""Mais s'il n'y avait que cet expédient ?"")","('#la-comtesse', 'À vos transports jaloux un autre se dérobe.')",1.62,Substitution
728,,"('#le-marquis', ""C'est donc ce sénateur, cet Adonis de robe, Ce docteur en soupers, qui se tait au palais, Et sait sur des ragoûts prononcer des arrêts ; Qui juge sans appel sur un vin de Champagne, S'il est de Reims, du clos, ou bien de la montagne ; Qui, de livres de droit toujours débarrassé, Porte cuisine en poche, et poivre concassé."")",1.0,Deletion
729,,"('#la-comtesse', ""Non, Marquis, c'est Dorante ; et j'ai su m'en défaire."")",1.0,Deletion
730,"('#la-comtesse', 'En vérité je crois que je devrais le faire.')",,1.0,Insertion
731,"('#angelique', ""Vous le ferez donc, car vous êtes régulière à vos devoirs.  Oui, Madame, je vois clairement ce que je n'avais fait que soupçonner."")","('#le-marquis', ""Quoi ! Dorante ! Cet homme à maintien débonnaire, Ce croquant, qu'à l'instant je viens de voir sortir ?"")",1.2,Substitution
732,,"('#la-comtesse', ""C'est lui-même."")",1.0,Deletion
733,"('#la-comtesse', 'Soupçonner, Mademoiselle !  Soupçonner !  On ne soupçonne point une vertu aussi établie que la mienne ; et quand on me le verrait épouser, on ne devrait rien soupçonner, et il faudrait croire que je le ferais pour un bien.')","('#le-marquis', ""Eh ! Parbleu, vous deviez m'avertir ; Nous nous serions parlé sans sortir de la salle. Je ne suis pas méchant : mais, sans bruit, sans scandale, Sans lui donner le temps seulement de crier, Pour lui votre fenêtre eût servi d'escalier."")",0.68,Substitution
734,"('#angelique', 'Ce serait pour votre bien.')",,1.0,Insertion
735,"('#la-comtesse', ""Quel discours !  J'ai besoin de toute ma modération. Pour écouter tranquillement vos sottises.  Vous vous fiez sur ce que je suis maîtresse de ma colère ; partez vite. Fort en colère."")","('#la-comtesse', 'Vous êtes turbulent. Si vous étiez plus sage, On pourrait...')",0.38,Substitution
